Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																	
Дата голосования: 04.12.2011																																																	
																																																	
Наименование Избирательной комиссии:    Яльчикская																																																	
																																																	
Сводная таблица результатов выборов																																																	
																																																	
		Сумма	УИК №1106	УИК №1107	УИК №1108	УИК №1109	УИК №1110	УИК №1111	УИК №1112	УИК №1113	УИК №1114	УИК №1115	УИК №1116	УИК №1117	УИК №1118	УИК №1119	УИК №1120	УИК №1121	УИК №1122	УИК №1123	УИК №1124	УИК №1125	УИК №1126	УИК №1127	УИК №1128	УИК №1129	УИК №1130	УИК №1131	УИК №1132	УИК №1133	УИК №1134	УИК №1135	УИК №1136	УИК №1137	УИК №1138	УИК №1139	УИК №1140	УИК №1141	УИК №1142	УИК №1143	УИК №1144	УИК №1145	УИК №1146	УИК №1147					
1	"Число избирателей, внесенных в список избирателей"	16650	988	1030	411	293	222	615	305	717	641	140	533	555	593	235	153	327	183	353	381	557	330	599	427	419	387	386	696	206	200	139	225	383	191	602	526	282	154	215	259	209	168	415					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	16640	1000	1025	400	300	220	620	305	700	635	140	550	580	580	235	165	320	185	340	380	555	335	610	450	440	385	395	675	205	200	130	225	380	185	615	495	280	145	210	255	205	170	415					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	11695	747	757	306	233	174	521	212	532	467	58	315	413	361	170	90	228	144	221	279	347	200	408	288	285	283	295	461	162	148	96	169	282	141	381	397	182	115	171	162	136	102	256					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	948	39	31	35	12	13	34	25	65	67	32	28	29	29	30	19	28	0	9	34	17	30	22	17	9	35	26	22	8	16	7	6	32	11	27	20	12	4	16	7	18	12	15					
6	Число погашенных избирательных бюллетеней	3997	214	237	59	55	33	65	68	103	101	50	207	138	190	35	56	64	41	110	67	191	105	180	145	146	67	74	192	35	36	27	50	66	33	207	78	86	26	23	86	51	56	144					
7	Число избирательных бюллетеней в переносных ящиках для голосования	948	39	31	35	12	13	34	25	65	67	32	28	29	29	30	19	28	0	9	34	17	30	22	17	9	35	26	22	8	16	7	6	32	11	27	20	12	4	16	7	18	12	15					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	11695	747	757	306	233	174	521	212	532	467	58	315	413	361	170	90	228	144	221	279	347	200	408	288	285	283	295	461	162	148	96	169	282	141	381	397	182	115	171	162	136	102	256					
9	Число недействительных избирательных бюллетеней	523	32	21	11	13	6	13	12	20	17	2	12	18	14	8	2	10	11	16	10	23	8	15	21	13	12	10	18	7	10	3	7	11	12	16	33	17	6	4	10	1	9	9					
10	Число действительных избирательных бюллетеней	12120	754	767	330	232	181	542	225	577	517	88	331	424	376	192	107	246	133	214	303	341	222	415	284	281	306	311	465	163	154	100	168	303	140	392	384	177	113	183	159	153	105	262					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1471	80	85	45	25	25	76	25	80	85	11	45	45	45	25	15	25	15	30	30	50	30	50	35	35	30	40	55	16	16	10	18	30	15	50	40	23	12	17	20	17	15	35					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	1439	80	85	45	25	25	76	25	80	85	11	45	45	20	25	15	25	15	30	30	50	30	50	35	35	30	40	55	16	16	10	18	30	15	50	40	23	12	17	20	17	15	28					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	154	10	20	3	1	2	18	4	5	1	0	4	4	2	1	0	2	3	2	1	3	4	2	4	1	1	0	6	2	2	4	4	1	3	4	13	2	5	1	5	1	1	2					
14	Число погашенных неиспользованных открепительных удостоверений	32	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	29	0	3	4	0	0	2	0	1	1	0	1	1	0	0	0	0	4	1	1	1	5	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																	
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2247	205	176	101	49	23	79	73	134	72	20	66	119	73	22	22	18	20	27	50	20	40	81	27	29	47	25	112	22	24	20	30	44	29	75	92	38	20	20	20	22	10	51					
		17.77%	26.08%	22.34%	29.62%	20.00%	12.30%	14.23%	30.80%	22.45%	13.48%	22.22%	19.24%	26.92%	18.72%	11.00%	20.18%	7.03%	13.89%	11.74%	15.97%	5.49%	17.39%	18.84%	8.85%	9.86%	14.78%	7.79%	23.19%	12.94%	14.63%	19.42%	17.14%	14.01%	19.08%	18.38%	22.06%	19.59%	16.81%	10.70%	11.83%	14.29%	8.77%	18.82%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	854	75	52	16	16	13	8	12	25	47	12	31	31	29	8	3	9	10	13	23	16	9	20	51	23	12	20	28	15	29	9	8	13	18	43	32	10	13	5	7	6	10	24					
		6.75%	9.54%	6.60%	4.69%	6.53%	6.95%	1.44%	5.06%	4.19%	8.80%	13.33%	9.04%	7.01%	7.44%	4.00%	2.75%	3.52%	6.94%	5.65%	7.35%	4.40%	3.91%	4.65%	16.72%	7.82%	3.77%	6.23%	5.80%	8.82%	17.68%	8.74%	4.57%	4.14%	11.84%	10.54%	7.67%	5.15%	10.92%	2.67%	4.14%	3.90%	8.77%	8.86%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	121	8	4	2	0	1	2	0	9	4	1	6	4	5	5	2	2	1	2	5	5	4	9	1	0	2	5	7	2	2	1	0	1	2	6	2	1	1	1	0	4	1	1					
		0.96%	1.02%	0.51%	0.59%	0.00%	0.53%	0.36%	0.00%	1.51%	0.75%	1.11%	1.75%	0.90%	1.28%	2.50%	1.83%	0.78%	0.69%	0.87%	1.60%	1.37%	1.74%	2.09%	0.33%	0.00%	0.63%	1.56%	1.45%	1.18%	1.22%	0.97%	0.00%	0.32%	1.32%	1.47%	0.48%	0.52%	0.84%	0.53%	0.00%	2.60%	0.88%	0.37%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	1723	104	147	50	33	15	26	13	71	55	9	31	91	45	24	9	40	20	40	35	64	42	87	53	52	37	44	74	13	35	12	20	57	11	37	51	44	23	7	38	9	17	38					
		13.63%	13.23%	18.65%	14.66%	13.47%	8.02%	4.68%	5.49%	11.89%	10.30%	10.00%	9.04%	20.59%	11.54%	12.00%	8.26%	15.63%	13.89%	17.39%	11.18%	17.58%	18.26%	20.23%	17.38%	17.69%	11.64%	13.71%	15.32%	7.65%	21.34%	11.65%	11.43%	18.15%	7.24%	9.07%	12.23%	22.68%	19.33%	3.74%	22.49%	5.84%	14.91%	14.02%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	75	7	7	0	4	0	1	1	1	5	2	2	4	1	1	0	1	1	0	0	2	0	1	4	2	1	0	1	0	4	2	0	1	4	4	0	1	5	0	0	1	2	2					
		0.59%	0.89%	0.89%	0.00%	1.63%	0.00%	0.18%	0.42%	0.17%	0.94%	2.22%	0.58%	0.90%	0.26%	0.50%	0.00%	0.39%	0.69%	0.00%	0.00%	0.55%	0.00%	0.23%	1.31%	0.68%	0.31%	0.00%	0.21%	0.00%	2.44%	1.94%	0.00%	0.32%	2.63%	0.98%	0.00%	0.52%	4.20%	0.00%	0.00%	0.65%	1.75%	0.74%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	7078	353	380	161	130	129	425	126	335	330	44	195	174	223	132	71	176	81	132	190	232	127	215	147	174	207	217	242	110	60	56	110	187	76	226	207	82	50	150	94	111	65	146					
		55.98%	44.91%	48.22%	47.21%	53.06%	68.98%	76.58%	53.16%	56.11%	61.80%	48.89%	56.85%	39.37%	57.18%	66.00%	65.14%	68.75%	56.25%	57.39%	60.70%	63.74%	55.22%	50.00%	48.20%	59.18%	65.09%	67.60%	50.10%	64.71%	36.59%	54.37%	62.86%	59.55%	50.00%	55.39%	49.64%	42.27%	42.02%	80.21%	55.62%	72.08%	57.02%	53.87%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	22	2	1	0	0	0	1	0	2	4	0	0	1	0	0	0	0	0	0	0	2	0	2	1	1	0	0	1	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0					
