Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																	
Дата голосования: 02.12.2007																																																	
																																																	
Наименование Избирательной комиссии:    Яльчикская																																																	
																																																	
Сводная таблица результатов выборов																																																	
																																																	
		Сумма	УИК №1102	УИК №1103	УИК №1104	УИК №1105	УИК №1106	УИК №1107	УИК №1108	УИК №1109	УИК №1110	УИК №1111	УИК №1112	УИК №1113	УИК №1114	УИК №1115	УИК №1116	УИК №1117	УИК №1118	УИК №1119	УИК №1120	УИК №1121	УИК №1122	УИК №1123	УИК №1124	УИК №1125	УИК №1126	УИК №1127	УИК №1128	УИК №1129	УИК №1130	УИК №1131	УИК №1132	УИК №1133	УИК №1134	УИК №1135	УИК №1136	УИК №1137	УИК №1138	УИК №1139	УИК №1140	УИК №1141	УИК №1142	УИК №1143					
1	"Число избирателей, внесенных в списки избирателей"	16537	922	1167	390	290	219	601	282	731	669	147	543	559	517	241	159	328	187	370	393	544	326	585	387	390	428	408	709	215	205	131	231	368	201	552	490	254	150	225	259	212	170	382					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	15834	880	970	380	290	210	580	265	700	640	140	540	510	520	235	145	315	185	360	380	530	320	565	370	380	420	400	700	210	205	123	220	355	183	530	480	240	148	215	240	205	170	380					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	13280	707	822	332	241	199	521	226	555	447	89	396	422	410	180	113	250	160	290	310	466	280	519	316	321	367	357	590	171	169	103	211	319	167	464	431	210	137	190	216	173	144	289					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1821	66	63	38	33	9	53	37	99	168	41	70	69	58	51	32	52	18	51	70	56	38	32	50	42	53	37	58	25	32	20	7	34	16	44	23	21	9	23	22	28	13	60					
6	Число погашенных избирательных бюллетеней	733	107	85	10	16	2	6	2	46	25	10	74	19	52	4	0	13	7	19	0	8	2	14	4	17	0	6	52	14	4	0	2	2	0	22	26	9	2	2	2	4	13	31					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1821	66	63	38	33	9	53	37	99	168	41	70	69	58	51	32	52	18	51	70	56	38	32	50	42	53	37	58	25	32	20	7	34	16	44	23	21	9	23	22	28	13	60					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	13279	707	822	331	241	199	521	226	555	447	89	396	422	410	180	113	250	160	290	310	466	280	519	316	321	367	357	590	171	169	103	211	319	167	464	431	210	137	190	216	173	144	289					
9	Число недействительных избирательных бюллетеней	292	14	5	4	17	2	3	1	13	7	0	2	41	2	8	3	15	1	8	4	18	16	13	3	5	0	7	13	13	3	0	1	1	0	5	8	6	3	1	20	1	2	3					
10	Число действительных избирательных бюллетеней	14808	759	880	365	257	206	571	262	641	608	130	464	450	466	223	142	287	177	333	376	504	302	538	363	358	420	387	635	183	198	123	217	352	183	503	446	225	143	212	218	200	155	346					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	1362	74	95	34	24	18	62	23	58	56	13	44	44	43	7	11	30	15	31	31	47	29	49	32	32	36	33	60	18	17	10	18	30	15	44	41	20	17	18	22	18	14	29					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	1362	74	95	34	24	18	62	23	58	56	13	44	44	43	7	11	30	15	31	31	47	29	49	32	32	36	33	60	18	17	10	18	30	15	44	41	20	17	18	22	18	14	29					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	177	27	21	2	1	3	13	4	5	3	1	3	5	5	1	0	5	2	5	11	2	0	8	10	2	0	4	6	0	1	0	3	4	3	2	0	0	1	5	2	3	2	2					
14	Число погашенных неиспользованных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
