Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																	
Дата голосования: 07.12.2003 0:00:00																	
																	
Наименование Избирательной комиссии:    Северо-Енисейская																	
																	
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																	
																	
		Сумма	УИК №1879	УИК №1880	УИК №1881	УИК №1882	УИК №1883	УИК №1884	УИК №1885	УИК №1886	УИК №1887	УИК №1888					
1	"Число избирателей, внесенных в списки"	8042	1727	1506	1337	1231	593	598	347	505	69	129					
2	"Число бюллетеней, полученных участковыми комиссиями"	6656	1000	1000	1000	1100	700	800	353	510	68	125					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	41	0	0	0	0	0	0	32	0	0	9					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	3964	837	687	711	515	375	256	214	254	53	62					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	337	40	21	36	46	38	79	0	60	0	17					
6	Число погашенных бюллетеней	2314	123	292	253	539	287	465	107	196	15	37					
7	Число бюллетеней в переносных ящиках для голосования	378	40	21	36	46	38	79	32	60	0	26					
8	Число бюллетеней в стационарных ящиках для голосования	3964	837	687	711	515	375	256	214	254	53	62					
9	Число недействительных бюллетеней	49	13	10	11	4	2	3	0	3	1	2					
10	Число действительных бюллетеней	4293	864	698	736	557	411	332	246	311	52	86					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	180	20	20	20	20	20	20	20	20	10	10					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	52	11	7	9	7	6	2	4	3	0	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	13	0	3	1	0	1	2	2	0	2	2					
14	Число погашенных открепительных удостоверений	128	9	13	11	13	14	18	16	17	10	7					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0					
																	
18	"1. ""ЕДИНЕНИЕ"""	67	12	8	15	8	14	3	3	4	0	0					
		1.54%	1.36%	1.12%	2.00%	1.42%	3.38%	0.89%	1.21%	1.27%	0.0%	0.0%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	71	22	11	16	6	2	5	2	6	0	1					
		1.63%	2.50%	1.55%	2.14%	1.06%	0.48%	1.49%	0.81%	1.91%	0.0%	1.13%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	138	29	28	17	24	13	3	5	11	0	8					
		3.17%	3.30%	3.95%	2.27%	4.27%	3.14%	0.89%	2.03%	3.50%	0.0%	9.09%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	132	37	28	28	20	9	7	1	1	0	1					
		3.04%	4.21%	3.95%	3.74%	3.56%	2.17%	2.08%	0.40%	0.31%	0.0%	1.13%					
22	"5. ""За Русь Святую"""	24	2	4	4	2	3	5	0	1	1	2					
		0.55%	0.22%	0.56%	0.53%	0.35%	0.72%	1.49%	0.0%	0.31%	1.88%	2.27%					
23	"6. ""Объединенная Российская партия ""Русь"""	18	1	5	4	2	1	3	0	1	0	1					
		0.41%	0.11%	0.70%	0.53%	0.35%	0.24%	0.89%	0.0%	0.31%	0.0%	1.13%					
24	"7. ""Новый курс - Автомобильная Россия"""	35	10	4	4	2	4	4	2	5	0	0					
		0.80%	1.14%	0.56%	0.53%	0.35%	0.96%	1.19%	0.81%	1.59%	0.0%	0.0%					
25	"8. ""Народно-республиканская партия России"""	5	0	0	0	2	0	1	1	1	0	0					
		0.11%	0.0%	0.0%	0.0%	0.35%	0.0%	0.29%	0.40%	0.31%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	24	5	5	4	3	4	2	0	0	0	1					
		0.55%	0.57%	0.70%	0.53%	0.53%	0.96%	0.59%	0.0%	0.0%	0.0%	1.13%					
27	"10. ""Аграрная партия России"""	64	19	8	16	4	4	8	3	0	0	2					
		1.47%	2.16%	1.12%	2.14%	0.71%	0.96%	2.38%	1.21%	0.0%	0.0%	2.27%					
28	"11. ""Истинные патриоты России"""	7	2	2	0	1	1	1	0	0	0	0					
		0.16%	0.22%	0.28%	0.0%	0.17%	0.24%	0.29%	0.0%	0.0%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	34	6	9	1	2	3	7	1	3	1	1					
		0.78%	0.68%	1.27%	0.13%	0.35%	0.72%	2.08%	0.40%	0.95%	1.88%	1.13%					
30	"13. ""Демократическая партия России"""	18	1	1	2	6	3	1	1	2	0	1					
		0.41%	0.11%	0.14%	0.26%	1.06%	0.72%	0.29%	0.40%	0.63%	0.0%	1.13%					
31	"14. ""Великая Россия - Евразийский Союз"""	9	0	0	2	1	1	4	0	0	0	1					
		0.20%	0.0%	0.0%	0.26%	0.17%	0.24%	1.19%	0.0%	0.0%	0.0%	1.13%					
32	"15. ""Партия СЛОН"""	6	0	3	1	2	0	0	0	0	0	0					
		0.13%	0.0%	0.42%	0.13%	0.35%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	451	113	74	88	51	35	24	20	34	1	11					
		10.38%	12.88%	10.45%	11.78%	9.09%	8.47%	7.16%	8.13%	10.82%	1.88%	12.5%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	13	3	6	3	0	0	0	1	0	0	0					
		0.29%	0.34%	0.84%	0.40%	0.0%	0.0%	0.0%	0.40%	0.0%	0.0%	0.0%					
35	"18. ""ЛДПР"""	666	135	112	111	54	57	74	36	71	3	13					
		15.33%	15.39%	15.81%	14.85%	9.62%	13.80%	22.08%	14.63%	22.61%	5.66%	14.77%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	74	10	6	8	16	5	8	6	11	2	2					
		1.70%	1.14%	0.84%	1.07%	2.85%	1.21%	2.38%	2.43%	3.50%	3.77%	2.27%					
37	"20. ""Политическая партия ""Единая Россия"""	1859	328	286	293	293	214	114	144	116	41	30					
		42.81%	37.40%	40.39%	39.22%	52.22%	51.81%	34.02%	58.53%	36.94%	77.35%	34.09%					
38	"21. ""Российская Конституционно-демократическая партия"""	3	0	0	0	1	1	0	0	0	0	1					
		0.06%	0.0%	0.0%	0.0%	0.17%	0.24%	0.0%	0.0%	0.0%	0.0%	1.13%					
39	"22. ""Развитие предпринимательства"""	8	0	3	3	0	0	0	0	0	2	0					
		0.18%	0.0%	0.42%	0.40%	0.0%	0.0%	0.0%	0.0%	0.0%	3.77%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	275	63	49	54	33	18	21	7	25	1	4					
		6.33%	7.18%	6.92%	7.22%	5.88%	4.35%	6.26%	2.84%	7.96%	1.88%	4.54%					
																	
41	Против всех	292	66	46	62	24	19	37	13	19	0	6					
		6.72%	7.52%	6.49%	8.29%	4.27%	4.60%	11.04%	5.28%	6.05%	0.0%	6.81%					
																	
																	
