Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																		
Дата голосования: 07.12.2003 0:00:00																																		
																																		
Наименование Избирательной комиссии:    Щигровская																																		
																																		
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																		
																																		
		Сумма	УИК №1183	УИК №1184	УИК №1185	УИК №1186	УИК №1187	УИК №1188	УИК №1189	УИК №1190	УИК №1191	УИК №1192	УИК №1193	УИК №1194	УИК №1195	УИК №1196	УИК №1197	УИК №1198	УИК №1199	УИК №1200	УИК №1201	УИК №1202	УИК №1203	УИК №1204	УИК №1205	УИК №1206	УИК №1207	УИК №1208	УИК №1209					
1	"Число избирателей, внесенных в списки"	11924	375	164	412	554	1311	126	164	459	491	531	364	142	522	190	599	682	892	559	402	381	587	218	467	152	542	263	375					
2	"Число бюллетеней, полученных участковыми комиссиями"	11883	374	162	418	551	1304	126	164	456	492	532	366	139	524	191	609	668	862	559	396	382	591	216	470	152	544	264	371					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	6001	245	101	170	254	741	75	79	299	251	230	221	59	269	32	292	305	481	319	153	202	291	98	229	71	216	131	187					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1092	38	9	59	29	39	7	16	40	84	99	34	14	54	27	89	58	24	17	56	43	70	32	60	4	14	27	49					
6	Число погашенных бюллетеней	4790	91	52	189	268	524	44	69	117	157	203	111	66	201	132	228	305	357	223	187	137	230	86	181	77	314	106	135					
7	Число бюллетеней в переносных ящиках для голосования	1091	38	9	59	28	39	7	16	40	84	99	34	14	54	27	89	58	24	17	56	43	70	32	60	4	14	27	49					
8	Число бюллетеней в стационарных ящиках для голосования	6001	245	101	170	254	741	75	79	299	251	230	221	59	269	32	292	305	481	319	153	202	291	98	229	71	216	131	187					
9	Число недействительных бюллетеней	262	16	3	3	20	15	21	0	6	1	8	11	9	9	4	19	0	50	4	5	8	11	12	7	0	8	0	12					
10	Число действительных бюллетеней	6830	267	107	226	262	765	61	95	333	334	321	244	64	314	55	362	363	455	332	204	237	350	118	282	75	222	158	224					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	135	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	8	0	0	1	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	35	3	0	0	3	4	0	2	0	2	1	1	1	1	0	0	2	4	2	0	1	1	2	1	0	1	1	2					
14	Число погашенных открепительных удостоверений	127	5	5	4	4	4	5	3	5	5	5	5	5	5	5	5	5	5	5	5	4	5	5	3	5	5	5	5					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																		
18	"1. ""ЕДИНЕНИЕ"""	103	4	4	2	8	6	0	0	5	6	4	2	0	4	0	10	4	8	4	3	1	9	5	8	1	2	1	2					
		1.45%	1.41%	3.63%	0.87%	2.83%	0.76%	0.0%	0.0%	1.47%	1.79%	1.21%	0.78%	0.0%	1.23%	0.0%	2.62%	1.10%	1.58%	1.19%	1.43%	0.40%	2.49%	3.84%	2.76%	1.33%	0.86%	0.63%	0.84%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	81	1	2	1	5	9	2	0	9	4	2	2	1	11	1	8	5	7	2	0	0	1	3	4	0	1	0	0					
		1.14%	0.35%	1.81%	0.43%	1.77%	1.15%	2.43%	0.0%	2.65%	1.19%	0.60%	0.78%	1.36%	3.40%	1.69%	2.09%	1.37%	1.38%	0.59%	0.0%	0.0%	0.27%	2.30%	1.38%	0.0%	0.43%	0.0%	0.0%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	202	7	3	9	15	21	3	6	11	11	4	5	2	10	0	7	15	19	11	4	11	6	6	2	1	5	3	5					
		2.84%	2.47%	2.72%	3.93%	5.31%	2.69%	3.65%	6.31%	3.24%	3.28%	1.21%	1.96%	2.73%	3.09%	0.0%	1.83%	4.13%	3.76%	3.27%	1.91%	4.48%	1.66%	4.61%	0.69%	1.33%	2.17%	1.89%	2.11%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	76	5	0	4	3	10	0	1	6	4	4	3	0	0	2	6	1	1	4	0	1	2	3	10	1	3	0	2					
		1.07%	1.76%	0.0%	1.74%	1.06%	1.28%	0.0%	1.05%	1.76%	1.19%	1.21%	1.17%	0.0%	0.0%	3.38%	1.57%	0.27%	0.19%	1.19%	0.0%	0.40%	0.55%	2.30%	3.46%	1.33%	1.30%	0.0%	0.84%					
