Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																
Дата голосования: 07.12.2003 0:00:00																																																
																																																
Наименование Избирательной комиссии:    Заиграевская 																																																
																																																
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																
																																																
		Сумма	УИК №149	УИК №150	УИК №151	УИК №152	УИК №153	УИК №154	УИК №155	УИК №156	УИК №157	УИК №158	УИК №159	УИК №160	УИК №161	УИК №162	УИК №163	УИК №164	УИК №165	УИК №166	УИК №167	УИК №168	УИК №169	УИК №170	УИК №171	УИК №172	УИК №173	УИК №174	УИК №175	УИК №176	УИК №177	УИК №178	УИК №179	УИК №180	УИК №181	УИК №182	УИК №183	УИК №184	УИК №185	УИК №186	УИК №187	УИК №188	УИК №189					
1	"Число избирателей, внесенных в списки"	37047	2091	1770	480	1427	2310	923	676	1209	64	995	647	1958	2142	320	315	1598	1966	1966	910	1598	472	449	203	139	215	533	190	894	1138	735	70	997	693	387	677	453	487	1452	108	610	780					
2	"Число бюллетеней, полученных участковыми комиссиями"	36451	2009	1677	468	1395	2233	913	676	1196	85	968	646	1907	2078	313	312	1592	1959	1933	915	1607	476	444	199	138	205	531	177	886	1096	734	67	988	680	380	688	453	477	1434	104	662	750					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	16821	1013	763	220	446	1005	375	248	431	62	507	238	717	894	188	200	748	791	890	392	805	274	294	141	88	114	262	141	453	454	311	60	445	307	205	311	270	203	536	82	453	484					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1211	42	60	30	37	47	32	34	31	2	24	33	15	16	0	21	66	27	61	22	23	4	17	17	13	20	50	16	6	36	9	0	40	74	47	63	20	60	79	6	7	4					
6	Число погашенных бюллетеней	18419	954	854	218	912	1181	506	394	734	21	437	375	1175	1168	125	91	778	1141	982	501	779	198	133	41	37	71	219	20	427	606	414	7	503	299	128	314	163	214	819	16	202	262					
7	Число бюллетеней в переносных ящиках для голосования	1211	42	60	30	37	47	32	34	31	2	24	33	15	16	0	21	66	27	61	22	23	4	17	17	13	20	50	16	6	36	9	0	40	74	47	63	20	60	79	6	7	4					
8	Число бюллетеней в стационарных ящиках для голосования	16821	1013	763	220	446	1005	375	248	431	62	507	238	717	893	188	200	748	791	890	391	805	274	294	141	88	114	262	141	453	454	311	60	445	307	205	313	270	203	536	82	453	484					
9	Число недействительных бюллетеней	404	10	14	3	7	18	5	2	15	0	19	5	29	15	2	5	40	9	16	9	35	6	9	3	5	4	7	2	7	14	22	0	3	0	9	15	6	8	11	1	4	10					
10	Число действительных бюллетеней	17628	1045	809	247	476	1034	402	280	447	64	512	266	703	894	186	216	774	809	935	404	793	272	302	155	96	130	305	155	452	476	298	60	482	381	243	361	284	255	604	87	456	478					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	549	33	27	7	20	34	14	8	20	2	15	10	28	30	5	9	19	30	28	13	23	7	7	3	2	3	8	3	14	17	11	2	15	10	6	12	7	5	22	2	6	12					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	104	11	15	1	0	12	5	0	3	0	3	2	7	1	0	3	3	9	4	0	2	0	0	0	0	0	1	0	0	4	2	0	5	0	0	1	2	0	3	1	0	4					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	69	7	6	0	2	2	2	0	3	2	1	3	8	0	0	2	1	2	1	2	0	0	0	0	0	1	1	0	1	1	2	0	1	1	1	3	1	0	6	3	2	1					
14	Число погашенных открепительных удостоверений	445	22	12	6	20	22	9	8	17	2	12	8	21	29	5	6	16	21	24	13	21	7	7	3	2	3	7	3	14	13	9	2	10	10	6	11	5	5	19	1	6	8					
15	Число открепительных удостоверений выданных ТИК	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																
18	"1. ""ЕДИНЕНИЕ"""	363	10	11	4	13	12	7	7	14	4	14	7	6	19	7	9	16	8	12	10	7	0	16	4	4	5	5	5	14	8	15	1	9	5	9	15	7	4	13	2	19	6					
		2.01%	0.94%	1.33%	1.6%	2.69%	1.14%	1.71%	2.48%	3.03%	6.25%	2.63%	2.58%	0.81%	2.09%	3.72%	4.07%	1.96%	0.97%	1.26%	2.42%	0.84%	0.0%	5.14%	2.53%	3.96%	3.73%	1.60%	3.18%	3.05%	1.63%	4.68%	1.66%	1.85%	1.31%	3.57%	3.98%	2.41%	1.52%	2.11%	2.27%	4.13%	1.22%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	595	46	27	12	15	49	28	4	11	0	4	21	13	18	3	4	8	19	16	15	7	14	26	0	5	0	12	5	2	13	4	0	61	8	20	18	10	10	32	4	16	15					
		3.29%	4.36%	3.28%	4.8%	3.10%	4.65%	6.87%	1.41%	2.38%	0.0%	0.75%	7.74%	1.77%	1.98%	1.59%	1.80%	0.98%	2.32%	1.68%	3.63%	0.84%	5.03%	8.36%	0.0%	4.95%	0.0%	3.84%	3.18%	0.43%	2.65%	1.25%	0.0%	12.57%	2.09%	7.93%	4.78%	3.44%	3.80%	5.20%	4.54%	3.47%	3.07%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	446	20	29	2	9	24	11	14	7	2	8	7	18	19	5	5	28	32	5	11	20	2	0	2	6	1	22	7	12	22	7	0	20	2	5	8	1	3	25	6	4	15					
		2.47%	1.89%	3.52%	0.8%	1.86%	2.28%	2.70%	4.96%	1.51%	3.12%	1.50%	2.58%	2.45%	2.09%	2.65%	2.26%	3.43%	3.91%	0.52%	2.66%	2.41%	0.71%	0.0%	1.26%	5.94%	0.74%	7.05%	4.45%	2.61%	4.48%	2.18%	0.0%	4.12%	0.52%	1.98%	2.12%	0.34%	1.14%	4.06%	6.81%	0.86%	3.07%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	247	24	27	3	8	24	5	2	11	0	13	4	8	6	2	2	9	9	13	7	5	0	0	2	3	0	3	0	4	4	1	0	12	5	2	1	0	2	2	0	11	13					
		1.36%	2.27%	3.28%	1.2%	1.65%	2.28%	1.22%	0.70%	2.38%	0.0%	2.44%	1.47%	1.09%	0.66%	1.06%	0.90%	1.10%	1.10%	1.36%	1.69%	0.60%	0.0%	0.0%	1.26%	2.97%	0.0%	0.96%	0.0%	0.87%	0.81%	0.31%	0.0%	2.47%	1.31%	0.79%	0.26%	0.0%	0.76%	0.32%	0.0%	2.39%	2.66%					
22	"5. ""За Русь Святую"""	92	2	5	0	0	4	1	0	2	0	2	2	2	5	2	0	4	15	9	1	2	1	2	0	0	0	5	0	1	3	1	0	0	4	1	1	1	0	1	0	6	7					
		0.51%	0.18%	0.60%	0.0%	0.0%	0.38%	0.24%	0.0%	0.43%	0.0%	0.37%	0.73%	0.27%	0.55%	1.06%	0.0%	0.49%	1.83%	0.94%	0.24%	0.24%	0.35%	0.64%	0.0%	0.0%	0.0%	1.60%	0.0%	0.21%	0.61%	0.31%	0.0%	0.0%	1.04%	0.39%	0.26%	0.34%	0.0%	0.16%	0.0%	1.30%	1.43%					
23	"6. ""Объединенная Российская партия ""Русь"""	42	0	3	1	4	0	0	3	0	0	1	1	0	2	0	1	4	3	3	1	2	1	0	0	0	0	0	0	4	0	0	0	0	1	2	0	0	1	3	0	0	1					
		0.23%	0.0%	0.36%	0.4%	0.82%	0.0%	0.0%	1.06%	0.0%	0.0%	0.18%	0.36%	0.0%	0.22%	0.0%	0.45%	0.49%	0.36%	0.31%	0.24%	0.24%	0.35%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.87%	0.0%	0.0%	0.0%	0.0%	0.26%	0.79%	0.0%	0.0%	0.38%	0.48%	0.0%	0.0%	0.20%					
24	"7. ""Новый курс - Автомобильная Россия"""	98	15	4	1	3	5	5	0	4	1	3	1	2	6	0	0	1	0	3	1	4	8	2	0	0	0	1	0	2	0	0	2	2	2	3	0	0	2	5	2	7	1					
