Выборы Президента Российской Федерации																																																									
Дата голосования: 02.03.2008																																																									
																																																									
"Наименование Избирательной комиссии:    Красноярск, Октябрьская"																																																									
																																																									
Сводная таблица результатов выборов																																																									
																																																									
	Число участковых избирательных комиссий	50																																																							
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	50																																																							
																																																									
		Сумма	УИК №293	УИК №294	УИК №295	УИК №296	УИК №297	УИК №298	УИК №299	УИК №300	УИК №301	УИК №302	УИК №303	УИК №304	УИК №305	УИК №306	УИК №307	УИК №308	УИК №309	УИК №310	УИК №311	УИК №312	УИК №313	УИК №314	УИК №315	УИК №316	УИК №317	УИК №318	УИК №319	УИК №320	УИК №321	УИК №322	УИК №323	УИК №324	УИК №325	УИК №326	УИК №327	УИК №328	УИК №329	УИК №330	УИК №331	УИК №332	УИК №333	УИК №334	УИК №335	УИК №336	УИК №337	УИК №338	УИК №339	УИК №340	УИК №341	УИК №342					
1	"Число избирателей, включенных в списки избирателей"	110894	735	2884	2189	2275	1716	2355	2303	2989	1940	2303	2402	2815	2130	2100	2536	2156	1406	2247	2285	2639	1715	2348	2440	2819	2905	2257	2240	2566	2640	2770	2386	2430	2344	2063	1753	2257	2244	2623	2161	723	1683	1751	762	2682	2870	1937	2822	2783	2785	730					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	106600	700	2500	2000	2600	1600	2200	2400	2700	1800	2300	2400	2700	2100	2000	2300	2000	1300	2100	2200	2500	1600	2200	2300	2700	2800	2200	2200	2500	2700	2600	2300	2400	2300	2100	1700	2100	2200	2500	1900	600	1600	1600	700	2600	2700	2000	2700	2700	2700	1000					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	56433	334	1401	1012	1646	634	1482	1295	1388	937	1129	1134	1512	1033	935	1300	1108	723	1240	1252	1366	694	1127	1149	1413	1346	1103	1154	1284	1392	1365	1345	1383	1239	1105	855	1169	1151	1294	1180	306	715	673	296	1409	1575	1376	1472	1404	1391	207					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	2684	23	29	5	18	29	7	60	34	24	36	24	21	31	30	13	46	13	63	10	54	55	105	35	45	323	33	14	20	40	46	50	45	35	30	48	38	30	39	105	8	15	71	11	23	28	22	17	42	249	492					
6	Число погашенных избирательных бюллетеней	47483	343	1070	983	936	937	711	1045	1278	839	1135	1242	1167	1036	1035	987	846	564	797	938	1080	851	968	1116	1242	1131	1064	1032	1196	1268	1189	905	972	1026	965	797	893	1019	1167	615	286	870	856	393	1168	1097	602	1211	1254	1060	301					
