Выборы Президента Российской Федерации																																																									
																																																									
"Наименование Избирательной комиссии:    Красноярск, Октябрьская"																																																									
																																																									
Итоги голосования 																																																									
																																																									
		Сумма	УИК №293	УИК №294	УИК №295	УИК №296	УИК №297	УИК №298	УИК №299	УИК №300	УИК №301	УИК №302	УИК №303	УИК №304	УИК №305	УИК №306	УИК №307	УИК №308	УИК №309	УИК №310	УИК №311	УИК №312	УИК №313	УИК №314	УИК №315	УИК №316	УИК №317	УИК №318	УИК №319	УИК №320	УИК №321	УИК №322	УИК №323	УИК №324	УИК №325	УИК №326	УИК №327	УИК №328	УИК №329	УИК №330	УИК №331	УИК №332	УИК №333	УИК №334	УИК №335	УИК №336	УИК №337	УИК №338	УИК №339	УИК №340	УИК №341	УИК №342					
1	"Число избирателей, внесенных в список"	110996	653	2969	1952	1767	1339	2844	2283	2793	2002	2471	2532	2613	2007	2225	2890	2284	1463	1961	2582	2313	1431	2227	2217	2299	2590	2249	2070	2428	2716	2896	2496	2369	2392	2199	1887	2288	2307	2767	2098	733	1677	1990	1960	2587	2808	2764	2750	2734	2595	529					
2	Число полученных избирательных бюллетеней	102200	600	2700	1900	1500	1200	2500	2100	2400	1900	2300	2300	2400	1800	2100	2600	2100	1300	1800	2400	2100	1300	2100	2100	2100	2400	2100	2000	2200	2500	2600	2300	2200	2200	2000	1800	2100	2100	2500	1900	600	1600	1800	1800	2500	2600	2300	2500	2600	2400	1000					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	50182	255	1366	583	784	670	1074	991	1147	830	1150	1122	1400	846	890	1364	1126	671	1013	1444	1158	486	1077	1014	942	1182	1050	1038	1164	1291	1279	1276	1262	1198	1113	906	1210	1144	1262	860	285	589	588	238	1285	1418	1223	1402	1338	1133	45					
5	"Число избирательных бюллетеней, выданных вне помещения"	1970	26	37	6	14	19	3	53	26	28	32	16	23	37	26	18	48	28	39	9	28	75	35	47	16	191	31	21	19	39	33	45	23	46	35	32	27	28	27	80	23	9	16	4	44	49	14	17	25	134	269					
6	Число погашенных избирательных бюллетеней	50048	319	1297	1311	702	511	1423	1056	1227	1042	1118	1162	977	917	1184	1218	926	601	748	947	914	739	988	1039	1142	1027	1019	941	1017	1170	1288	979	915	956	852	862	863	928	1211	960	292	1002	1196	1558	1171	1133	1063	1081	1237	1133	686					
7	Число избирательных бюллетеней в переносных ящиках	1970	26	37	6	14	19	3	53	26	28	32	16	23	37	26	18	48	28	39	9	28	75	35	47	16	191	31	21	19	39	33	45	23	46	35	32	27	28	27	80	23	9	16	4	44	49	14	17	25	134	269					
8	Число бюллетеней в стационарных ящиках для голосования	50134	255	1366	583	784	670	1062	991	1147	829	1150	1122	1400	846	890	1359	1126	670	1009	1440	1155	486	1073	1014	942	1182	1050	1038	1164	1291	1276	1275	1261	1194	1113	906	1210	1144	1262	860	285	589	588	238	1283	1417	1223	1402	1336	1133	45					
9	Число недействительных избирательных бюллетеней	316	2	9	0	2	4	2	6	4	7	5	8	3	2	6	6	8	3	9	2	7	12	1	5	5	16	7	6	8	3	3	4	10	6	10	2	18	5	21	10	4	7	8	3	8	8	5	5	8	8	5					
10	Число действительных избирательных бюллетеней	51788	279	1394	589	796	685	1063	1038	1169	850	1177	1130	1420	881	910	1371	1166	695	1039	1447	1176	549	1107	1056	953	1357	1074	1053	1175	1327	1306	1316	1274	1234	1138	936	1219	1167	1268	930	304	591	596	239	1319	1458	1232	1414	1353	1259	309					
11	Число полученных открепительных  удостоверений	1850	20	30	60	60	60	200	60	30	30	30	30	30	30	30	30	30	30	30	30	30	20	30	30	30	30	30	30	30	30	60	30	30	30	30	30	30	30	30	30	20	30	50	30	30	30	100	30	30	30	0					
12	Число выданных открепительных удостоверений	542	0	12	5	5	8	20	7	13	7	16	10	16	5	13	16	13	2	10	13	8	4	12	13	10	17	7	16	9	14	13	21	17	20	7	12	9	11	8	4	0	2	6	2	12	17	34	16	16	14	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	404	6	6	1	6	11	13	17	11	7	3	10	11	10	5	6	7	1	5	7	7	9	9	10	8	9	10	4	5	11	5	5	12	10	5	1	8	5	10	6	1	7	16	0	3	9	19	7	8	9	33					
14	Число неиспользованных открепительных удостоверений	1308	20	18	55	55	52	180	53	17	23	14	20	14	25	17	14	17	28	20	17	22	16	18	17	20	13	23	14	21	16	47	9	13	10	23	18	21	19	22	26	20	28	44	28	18	13	66	14	14	16	0					
15	"Число открепительных удостоверений, выданных в ТИК"	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																									
18	. Глазьев Сергей Юрьевич	12372	67	348	72	108	149	100	210	285	224	296	288	356	176	210	334	269	206	242	342	261	107	229	256	211	327	271	262	289	362	298	340	317	344	301	234	304	320	327	193	88	143	162	49	355	381	188	360	378	344	89					
		23.74%	23.84%	24.80%	12.22%	13.53%	21.63%	9.39%	20.11%	24.30%	26.14%	25.04%	25.31%	25.02%	19.93%	22.93%	24.26%	22.91%	29.51%	23.09%	23.60%	22.06%	19.07%	20.67%	24.13%	22.03%	23.82%	25.07%	24.74%	24.43%	27.22%	22.77%	25.76%	24.69%	27.74%	26.22%	24.95%	24.58%	27.30%	25.37%	20.53%	28.57%	23.91%	26.82%	20.25%	26.75%	25.99%	15.20%	25.37%	27.77%	27.15%	28.34%					
19	. Малышкин Олег Александрович	585	6	15	7	8	11	10	16	18	16	12	9	18	10	17	15	13	6	13	5	9	9	14	18	13	13	18	11	13	22	12	13	18	10	8	12	11	9	4	20	6	3	4	0	18	11	17	17	14	11	2					
		1.12%	2.14%	1.07%	1.19%	1.00%	1.60%	0.94%	1.53%	1.53%	1.87%	1.02%	0.79%	1.26%	1.13%	1.86%	1.09%	1.11%	0.86%	1.24%	0.35%	0.76%	1.60%	1.26%	1.70%	1.36%	0.95%	1.67%	1.04%	1.10%	1.65%	0.92%	0.98%	1.40%	0.81%	0.70%	1.28%	0.89%	0.77%	0.31%	2.13%	1.95%	0.50%	0.66%	0.00%	1.36%	0.75%	1.37%	1.20%	1.03%	0.87%	0.64%					
20	. Миронов Сергей Михайлович	349	0	6	6	8	5	10	13	5	3	7	8	7	3	6	11	10	3	13	10	8	6	10	4	3	14	2	8	14	10	6	2	3	8	13	7	5	5	6	6	2	5	3	0	13	7	2	6	16	17	4					
		0.67%	0.00%	0.43%	1.02%	1.00%	0.73%	0.94%	1.25%	0.43%	0.35%	0.59%	0.70%	0.49%	0.34%	0.66%	0.80%	0.85%	0.43%	1.24%	0.69%	0.68%	1.07%	0.90%	0.38%	0.31%	1.02%	0.19%	0.76%	1.18%	0.75%	0.46%	0.15%	0.23%	0.65%	1.13%	0.75%	0.40%	0.43%	0.47%	0.64%	0.65%	0.84%	0.50%	0.00%	0.98%	0.48%	0.16%	0.42%	1.18%	1.34%	1.27%					
21	. Путин Владимир Владимирович	28996	159	812	423	561	380	769	603	672	447	620	625	760	518	528	780	637	351	516	695	598	349	633	604	576	761	601	565	657	685	768	725	705	670	579	509	689	588	717	575	166	355	337	150	689	777	841	785	695	640	151					
		55.65%	56.58%	57.88%	71.82%	70.30%	55.15%	72.21%	57.76%	57.29%	52.16%	52.45%	54.92%	53.41%	58.66%	57.64%	56.64%	54.26%	50.29%	49.24%	47.96%	50.55%	62.21%	57.13%	56.93%	60.13%	55.43%	55.60%	53.35%	55.54%	51.50%	58.67%	54.92%	54.91%	54.03%	50.44%	54.26%	55.70%	50.17%	55.62%	61.17%	53.90%	59.36%	55.79%	61.98%	51.92%	53.00%	67.99%	55.32%	51.07%	50.51%	48.09%					
22	. Хакамада Ирина Муцуовна	3297	9	67	37	41	53	90	54	53	61	67	71	94	49	55	100	67	40	138	219	147	17	92	57	60	99	54	58	80	63	79	82	70	59	54	52	49	62	50	51	23	28	17	9	74	97	67	93	93	85	11					
		6.33%	3.20%	4.78%	6.28%	5.14%	7.69%	8.45%	5.17%	4.52%	7.12%	5.67%	6.24%	6.61%	5.55%	6.00%	7.26%	5.71%	5.73%	13.17%	15.11%	12.43%	3.03%	8.30%	5.37%	6.26%	7.21%	5.00%	5.48%	6.76%	4.74%	6.04%	6.21%	5.45%	4.76%	4.70%	5.54%	3.96%	5.29%	3.88%	5.43%	7.47%	4.68%	2.81%	3.72%	5.58%	6.62%	5.42%	6.55%	6.83%	6.71%	3.50%					
23	. Харитонов Николай Михайлович	3611	31	88	18	26	66	22	91	78	49	101	72	89	75	47	65	116	53	47	77	82	42	71	76	44	87	78	85	74	125	86	101	101	90	118	73	101	118	111	45	8	44	43	23	88	103	63	85	95	93	47					
		6.93%	11.03%	6.27%	3.06%	3.26%	9.58%	2.07%	8.72%	6.65%	5.72%	8.54%	6.33%	6.25%	8.49%	5.13%	4.72%	9.88%	7.59%	4.48%	5.31%	6.93%	7.49%	6.41%	7.16%	4.59%	6.34%	7.22%	8.03%	6.26%	9.40%	6.57%	7.65%	7.87%	7.26%	10.28%	7.78%	8.16%	10.07%	8.61%	4.79%	2.60%	7.36%	7.12%	9.50%	6.63%	7.03%	5.09%	5.99%	6.98%	7.34%	14.97%					
																																																									
24	Против всех	2578	7	58	26	44	21	62	51	58	50	74	57	96	50	47	66	54	36	70	99	71	19	58	41	46	56	50	64	48	60	57	53	60	53	65	49	60	65	53	40	11	13	30	8	82	82	54	68	62	69	5					
		4.95%	2.49%	4.13%	4.41%	5.51%	3.05%	5.82%	4.89%	4.94%	5.83%	6.26%	5.01%	6.75%	5.66%	5.13%	4.79%	4.60%	5.16%	6.68%	6.83%	6.00%	3.39%	5.23%	3.86%	4.80%	4.08%	4.63%	6.04%	4.06%	4.51%	4.35%	4.02%	4.67%	4.27%	5.66%	5.22%	4.85%	5.55%	4.11%	4.26%	3.57%	2.17%	4.97%	3.31%	6.18%	5.59%	4.37%	4.79%	4.56%	5.45%	1.59%					
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
