7	Число избирательных бюллетеней в переносных ящиках для голосования	2971	31	17	57	66	61	35	59	42	24	11	7	16	32	41	56	53	59	46	43	57	51	29	52	25	45	27	67	40	35	11	55	24	25	38	35	59	67	18	66	17	18	4	7	44	46	63	74	47	64	43	63	65	38	62	66	34	87	61	43	27	24	16	28	21	22	28	21	15	21	44	63	13	21	12	29	13	3	9	8	5	0									
8	Число бюллетеней в стационарных ящиках для голосования	107515	839	1482	1540	1506	1459	1363	1411	1610	1061	1284	450	395	1194	1062	1561	1044	1524	1556	1634	1441	1397	733	1661	1474	1686	1475	1658	1516	1455	1186	1121	1416	1216	1543	1540	1590	1461	1362	1237	1804	1824	1545	1717	1500	1336	1234	1368	1095	1369	1310	1537	1622	1144	797	1542	1527	1232	1252	1231	1041	1265	1607	1579	1338	1344	1299	1585	1364	1120	1457	1370	2061	1563	1363	1308	1174	610	1172	1069	443	254									
9	Число недействительных избирательных бюллетеней	1210	8	7	27	26	22	19	19	15	16	15	4	3	14	15	13	20	26	27	19	12	13	3	18	13	22	10	24	17	17	16	7	12	10	14	16	22	10	20	11	17	17	19	14	23	11	17	11	11	15	6	19	21	15	9	20	34	23	14	27	11	17	13	12	16	12	15	10	19	14	16	9	12	12	13	20	12	5	7	14	3	3									
10	Число действительных избирательных бюллетеней	109276	862	1492	1570	1546	1498	1379	1451	1637	1069	1280	453	408	1212	1088	1604	1077	1557	1575	1658	1486	1435	759	1695	1486	1709	1492	1701	1539	1473	1181	1169	1428	1231	1567	1559	1627	1518	1360	1292	1804	1825	1530	1710	1521	1371	1280	1431	1131	1418	1347	1581	1666	1167	850	1588	1527	1296	1299	1247	1057	1272	1610	1595	1343	1354	1312	1596	1360	1127	1485	1424	2062	1572	1362	1317	1175	608	1174	1063	445	251									
11	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
12	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																																																												
13	Бабурин Сергей Николаевич	714	5	4	8	9	12	23	14	17	9	7	1	3	8	6	5	6	8	5	5	10	8	4	8	13	7	5	8	12	16	7	7	6	9	16	8	7	9	9	5	13	9	9	9	13	12	10	9	8	8	11	13	16	11	14	19	12	6	11	9	4	9	17	10	8	11	6	10	9	11	5	7	16	4	7	11	4	0	4	5	3	2									
		0.65%	0.57%	0.27%	0.50%	0.57%	0.79%	1.65%	0.95%	1.03%	0.83%	0.54%	0.22%	0.73%	0.65%	0.54%	0.31%	0.55%	0.51%	0.31%	0.30%	0.67%	0.55%	0.52%	0.47%	0.87%	0.40%	0.33%	0.46%	0.77%	1.07%	0.58%	0.60%	0.42%	0.73%	1.01%	0.51%	0.42%	0.59%	0.65%	0.38%	0.71%	0.49%	0.58%	0.52%	0.84%	0.87%	0.77%	0.62%	0.70%	0.56%	0.81%	0.81%	0.95%	0.93%	1.63%	1.18%	0.77%	0.45%	0.84%	0.71%	0.37%	0.70%	1.05%	0.62%	0.59%	0.81%	0.45%	0.62%	0.65%	0.96%	0.33%	0.49%	0.77%	0.25%	0.51%	0.82%	0.34%	0.00%	0.34%	0.46%	0.67%	0.79%									
14	Грудинин Павел Николаевич	27036	228	433	409	372	363	324	378	435	247	389	112	111	315	271	358	249	396	462	468	422	411	215	471	373	498	389	326	393	327	234	255	411	300	351	355	396	310	344	313	461	477	424	455	374	331	299	338	244	328	331	343	386	289	191	348	379	286	277	286	277	281	373	363	332	320	328	335	295	294	391	361	527	439	370	328	276	170	356	221	112	26									
		24.47%	26.21%	28.89%	25.61%	23.66%	23.88%	23.18%	25.71%	26.33%	22.76%	30.04%	24.51%	27.01%	25.69%	24.57%	22.14%	22.70%	25.02%	28.84%	27.91%	28.17%	28.38%	28.22%	27.50%	24.88%	28.77%	25.90%	18.90%	25.26%	21.95%	19.55%	21.68%	28.54%	24.17%	22.20%	22.54%	24.01%	20.29%	24.93%	24.02%	25.32%	25.90%	27.37%	26.39%	24.22%	23.95%	23.05%	23.44%	21.37%	22.89%	24.46%	21.44%	22.88%	24.45%	22.24%	21.64%	24.28%	21.68%	21.10%	22.45%	25.94%	21.80%	22.98%	22.59%	24.43%	23.43%	24.72%	20.86%	21.39%	25.77%	26.05%	25.19%	25.41%	27.71%	26.91%	24.53%	23.25%	27.73%	30.14%	20.52%	25.00%	10.24%									
15	Жириновский Владимир Вольфович	6176	35	75	93	85	74	117	81	91	64	58	35	26	85	86	123	106	60	101	76	84	105	54	68	75	101	109	63	85	71	56	59	76	72	81	62	82	64	76	74	84	105	73	80	67	79	65	90	81	73	59	115	122	69	45	108	81	92	90	55	71	79	109	95	67	102	83	102	81	71	57	63	99	60	73	85	77	26	68	44	22	21									
		5.59%	4.02%	5.00%	5.82%	5.41%	4.87%	8.37%	5.51%	5.51%	5.90%	4.48%	7.66%	6.33%	6.93%	7.80%	7.61%	9.66%	3.79%	6.30%	4.53%	5.61%	7.25%	7.09%	3.97%	5.00%	5.83%	7.26%	3.65%	5.46%	4.77%	4.68%	5.02%	5.28%	5.80%	5.12%	3.94%	4.97%	4.19%	5.51%	5.68%	4.61%	5.70%	4.71%	4.64%	4.34%	5.72%	5.01%	6.24%	7.09%	5.09%	4.36%	7.19%	7.23%	5.84%	5.24%	6.72%	5.19%	6.97%	6.85%	4.32%	6.65%	6.13%	6.72%	5.91%	4.93%	7.47%	6.25%	6.35%	5.87%	6.22%	3.80%	4.40%	4.77%	3.79%	5.31%	6.36%	6.49%	4.24%	5.76%	4.09%	4.91%	8.27%									
16	Путин Владимир Владимирович	71050	569	919	1009	1017	1001	862	912	1034	700	759	290	263	771	700	1074	682	1046	965	1064	930	882	468	1086	964	1038	924	1251	991	1012	847	794	879	787	1055	1065	1068	1074	872	835	1159	1158	943	1089	1010	893	849	935	770	953	884	1067	1075	755	566	1056	978	856	869	846	667	854	1041	1056	863	850	840	1093	928	686	963	917	1319	987	863	857	771	392	702	755	291	185									
		64.31%	65.40%	61.31%	63.18%	64.69%	65.86%	61.66%	62.04%	62.59%	64.52%	58.61%	63.46%	63.99%	62.89%	63.46%	66.42%	62.17%	66.08%	60.24%	63.45%	62.08%	60.91%	61.42%	63.40%	64.31%	59.97%	61.52%	72.52%	63.69%	67.92%	70.76%	67.52%	61.04%	63.42%	66.73%	67.62%	64.77%	70.29%	63.19%	64.08%	63.65%	62.87%	60.88%	63.17%	65.41%	64.62%	65.46%	64.84%	67.43%	66.50%	65.34%	66.69%	63.72%	63.87%	65.89%	65.67%	62.65%	64.90%	66.18%	66.41%	62.45%	66.25%	64.14%	65.71%	63.50%	62.23%	63.30%	68.06%	67.30%	60.12%	64.16%	63.99%	63.60%	62.31%	62.76%	64.10%	64.95%	63.95%	59.44%	70.10%	64.96%	72.83%									
17	Собчак Ксения Анатольевна	1870	13	32	25	26	24	18	35	29	18	36	5	2	12	9	18	12	15	13	21	14	10	8	25	31	23	24	14	26	18	19	23	24	32	22	34	27	28	22	23	43	30	47	47	23	29	27	23	11	24	24	18	27	17	10	24	42	29	22	20	13	17	26	23	34	33	22	21	20	27	33	35	50	43	25	10	27	12	17	15	10	10									
		1.69%	1.49%	2.13%	1.57%	1.65%	1.58%	1.29%	2.38%	1.76%	1.66%	2.78%	1.09%	0.49%	0.98%	0.82%	1.11%	1.09%	0.95%	0.81%	1.25%	0.93%	0.69%	1.05%	1.46%	2.07%	1.33%	1.60%	0.81%	1.67%	1.21%	1.59%	1.96%	1.67%	2.58%	1.39%	2.16%	1.64%	1.83%	1.59%	1.77%	2.36%	1.63%	3.03%	2.73%	1.49%	2.10%	2.08%	1.60%	0.96%	1.67%	1.77%	1.13%	1.60%	1.44%	1.16%	1.49%	2.69%	2.20%	1.68%	1.57%	1.22%	1.32%	1.60%	1.43%	2.50%	2.42%	1.66%	1.31%	1.45%	2.37%	2.20%	2.44%	2.41%	2.71%	1.82%	0.75%	2.27%	1.96%	1.44%	1.39%	2.23%	3.94%									
18	Сурайкин Максим Александрович	624	3	4	3	13	8	14	10	10	9	6	3	0	8	5	10	8	6	11	10	7	7	3	11	10	10	11	15	12	6	6	8	8	6	13	4	19	12	12	10	13	11	3	3	6	2	10	11	5	11	4	12	7	3	5	7	11	9	6	7	10	10	10	10	5	8	4	8	7	6	5	5	6	7	11	11	9	1	5	5	1	3									
		0.56%	0.34%	0.27%	0.19%	0.83%	0.53%	1.00%	0.68%	0.61%	0.83%	0.46%	0.66%	0.00%	0.65%	0.45%	0.62%	0.73%	0.38%	0.69%	0.60%	0.47%	0.48%	0.39%	0.64%	0.67%	0.58%	0.73%	0.87%	0.77%	0.40%	0.50%	0.68%	0.56%	0.48%	0.82%	0.25%	1.15%	0.79%	0.87%	0.77%	0.71%	0.60%	0.19%	0.17%	0.39%	0.14%	0.77%	0.76%	0.44%	0.77%	0.30%	0.75%	0.41%	0.25%	0.58%	0.44%	0.70%	0.68%	0.46%	0.55%	0.94%	0.78%	0.62%	0.62%	0.37%	0.59%	0.30%	0.50%	0.51%	0.53%	0.33%	0.35%	0.29%	0.44%	0.80%	0.82%	0.76%	0.16%	0.42%	0.46%	0.22%	1.18%									
19	Титов Борис Юрьевич	742	5	9	11	10	9	10	6	11	7	12	2	3	8	3	6	5	15	8	9	9	6	2	15	9	12	8	6	4	7	5	8	11	15	15	13	12	10	11	15	6	18	17	5	11	11	8	7	5	12	12	5	13	8	8	9	10	4	12	10	10	9	15	14	15	8	7	10	5	10	13	18	23	16	5	2	4	2	13	6	3	1									
		0.67%	0.57%	0.60%	0.69%	0.64%	0.59%	0.72%	0.41%	0.67%	0.65%	0.93%	0.44%	0.73%	0.65%	0.27%	0.37%	0.46%	0.95%	0.50%	0.54%	0.60%	0.41%	0.26%	0.88%	0.60%	0.69%	0.53%	0.35%	0.26%	0.47%	0.42%	0.68%	0.76%	1.21%	0.95%	0.83%	0.73%	0.65%	0.80%	1.15%	0.33%	0.98%	1.10%	0.29%	0.71%	0.80%	0.62%	0.49%	0.44%	0.84%	0.89%	0.31%	0.77%	0.68%	0.93%	0.56%	0.64%	0.30%	0.91%	0.78%	0.94%	0.70%	0.92%	0.87%	1.10%	0.59%	0.53%	0.62%	0.36%	0.88%	0.87%	1.26%	1.11%	1.01%	0.36%	0.15%	0.34%	0.33%	1.10%	0.56%	0.67%	0.39%									
20	Явлинский Григорий Алексеевич	1064	4	16	12	14	7	11	15	10	15	13	5	0	5	8	10	9	11	10	5	10	6	5	11	11	20	22	18	16	16	7	15	13	10	14	18	16	11	14	17	25	17	14	22	17	14	12	18	7	9	22	8	20	15	11	17	14	14	12	14	5	13	19	24	19	22	22	17	15	22	18	18	22	16	8	13	7	5	9	12	3	3									
		0.96%	0.46%	1.07%	0.75%	0.89%	0.46%	0.79%	1.02%	0.61%	1.38%	1.00%	1.09%	0.00%	0.41%	0.73%	0.62%	0.82%	0.69%	0.62%	0.30%	0.67%	0.41%	0.66%	0.64%	0.73%	1.16%	1.46%	1.04%	1.03%	1.07%	0.58%	1.28%	0.90%	0.81%	0.89%	1.14%	0.97%	0.72%	1.01%	1.30%	1.37%	0.92%	0.90%	1.28%	1.10%	1.01%	0.93%	1.25%	0.61%	0.63%	1.63%	0.50%	1.19%	1.27%	1.28%	1.06%	0.90%	1.06%	0.91%	1.10%	0.47%	1.01%	1.17%	1.49%	1.40%	1.61%	1.66%	1.06%	1.09%	1.93%	1.20%	1.26%	1.06%	1.01%	0.58%	0.97%	0.59%	0.82%	0.76%	1.11%	0.67%	1.18%									
																																																																																												
																																																																																												
																																																																																												
																																																																																												
																																																																																												
																																																																																												
																																																																																												
																																																																																												
																																																																																												
																																																																																												
																																																																																												
																																																																																												
																																																																																												
																																																																																												
																																																																																												
																																																																																												
																																																																																												
																																																																																												
																																																																																												
																																																																																												
																																																																																												
																																																																																												
																																																																																												
																																																																																												
																																																																																												
																																																																																												
																																																																																												
