Выборы Президента Российской Федерации																																																																															
Дата голосования: 04.03.2012																																																																															
																																																																															
Наименование Избирательной комиссии:    Барнаул, Индустриальная																																																																															
																																																																															
Сводная таблица итогов голосования																																																																															
																																																																															
	Число участковых избирательных комиссий	68																																																																													
	Число участковых избирательных комиссий, приступивших к передаче сведений	68																																																																													
																																																																															
		Сумма	УИК №59	УИК №60	УИК №61	УИК №62	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85	УИК №86	УИК №87	УИК №88	УИК №89	УИК №90	УИК №91	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №1880	УИК №1881	УИК №1888	УИК №1889	УИК №1890	УИК №1891	УИК №1900	УИК №1901	УИК №1910	УИК №1911	УИК №1912	УИК №1913	УИК №1914									
1	Число избирателей, включенных в список избирателей	146012	2543	2728	2302	2274	2813	1584	666	2265	1999	2737	2294	315	2476	2563	2599	412	884	1339	2565	2595	2123	2427	2488	2030	2130	2011	2585	2665	2131	2152	2600	2339	2242	2362	2155	2241	1855	1997	1836	2726	2517	2211	2046	2224	2351	2089	2184	2082	2293	2561	2377	2095	2089	1992	2285	823	2390	2374	2828	2243	1618	2720	1945	1622	1949	3053	2910	1093									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	129080	2250	2100	2100	2100	2500	1400	600	2000	1750	2500	2000	310	2000	2250	2300	370	790	1200	2250	2300	1850	2200	2250	1750	1850	1800	2300	2400	1900	1900	2350	2000	2000	2150	1900	1950	1650	1800	1650	2400	2300	2000	2000	1900	2100	1900	1900	1900	2100	2300	2150	1900	1900	1750	2000	650	2150	2100	2500	2000	1300	2350	1700	1400	1750	2500	2500	960									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	89275	1464	1715	1414	1449	1728	977	384	1255	1135	1550	1244	299	1305	1389	1493	279	552	898	1632	1607	1369	1552	1554	1271	1297	1187	1638	1617	1370	1384	1537	1525	1307	1454	1171	1396	1198	1287	1122	1694	1494	1324	1323	1411	1428	1224	1352	1266	1487	1670	1461	1355	1373	1268	1433	461	1508	1489	1701	1499	1024	1489	1296	917	1143	1727	1759	694									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	2026	34	35	34	29	49	27	14	28	22	40	66	0	54	41	27	25	22	28	34	22	30	27	38	26	18	21	25	25	15	23	21	31	52	45	43	29	37	35	31	59	72	47	36	21	35	42	39	29	26	38	27	21	22	19	25	4	20	19	28	16	21	42	15	28	17	27	16	12									
6	Число погашенных избирательных бюллетеней	37779	752	350	652	622	723	396	202	717	593	910	690	11	641	820	780	66	216	274	584	671	451	621	658	453	535	592	637	758	515	493	792	444	641	651	686	525	415	478	497	647	734	629	641	468	637	634	509	605	587	592	662	524	505	463	542	185	622	592	771	485	255	819	389	455	590	746	725	254									
