Выборы Президента Российской Федерации																																																																
																																																																
"Наименование Избирательной комиссии:    Барнаул, Индустриальная"																																																																
																																																																
Итоги голосования 																																																																
																																																																
		Сумма	УИК №59	УИК №60	УИК №61	УИК №62	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85	УИК №86	УИК №87	УИК №88	УИК №89	УИК №90	УИК №91	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №1880	УИК №1881					
1	"Число избирателей, внесенных в список"	122366	2749	2705	2522	2809	2522	2487	632	2359	1795	2483	2449	194	1773	1598	1929	421	551	704	2593	2496	2082	2788	1730	2715	2737	2885	2677	2432	2357	2308	2743	2389	2386	2522	2410	1718	2105	2250	2021	2231	2299	2299	2046	2136	2490	2264	2156	1975	2210	2833	2557	2119	2252	2385	2272	529	2287					
2	Число полученных избирательных бюллетеней	110846	2480	2425	2280	2590	2290	2230	635	2145	1610	2265	2200	250	1565	1380	1665	417	538	647	2350	2255	1900	2530	1560	2460	2500	2630	2445	2190	2060	2090	2510	2190	2160	2300	2220	1575	1825	2040	1825	2000	2100	2055	1870	1910	2290	2070	1870	1825	2010	2585	2340	1870	2030	2165	2075	534	2020					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	74492	1520	1518	1484	1802	1529	1548	377	1301	1095	1504	1279	181	1059	926	1051	293	356	490	1590	1508	1293	1697	1072	1687	1565	1723	1676	1522	1536	1409	1610	1496	1380	1573	1378	1083	1295	1413	1279	1389	1391	1352	1279	1301	1523	1348	1348	1182	1441	1810	1561	1336	1456	1484	1413	330	1450					
5	"Число избирательных бюллетеней, выданных вне помещения"	2084	39	58	33	46	43	19	27	36	60	40	87	0	36	44	91	31	12	6	29	33	24	12	14	29	41	30	16	18	14	21	31	32	54	88	62	35	105	27	38	44	31	55	34	35	50	48	41	30	12	27	37	36	33	30	30	3	47					
6	Число погашенных избирательных бюллетеней	34270	921	849	763	742	718	663	231	808	455	721	834	69	470	410	523	93	170	151	731	714	583	821	474	744	894	877	753	650	510	660	869	662	726	639	780	457	425	600	508	567	678	648	557	574	717	674	481	613	557	748	742	498	541	651	632	201	523					
7	Число избирательных бюллетеней в переносных ящиках	2083	39	58	33	46	43	19	27	36	60	40	87	0	36	44	91	31	12	6	29	33	24	12	14	29	41	30	16	18	14	21	31	32	54	88	62	35	104	27	38	44	31	55	34	35	50	48	41	30	12	27	37	36	33	30	30	3	47					
8	Число бюллетеней в стационарных ящиках для голосования	74387	1517	1513	1484	1802	1527	1548	377	1301	1095	1504	1279	181	1056	925	1048	293	356	490	1576	1507	1290	1697	1072	1687	1555	1723	1674	1522	1531	1407	1610	1489	1375	1573	1378	1081	1293	1411	1278	1389	1391	1348	1275	1299	1523	1346	1346	1182	1437	1806	1556	1334	1456	1484	1410	330	1450					
9	Число недействительных избирательных бюллетеней	595	10	11	12	18	22	10	1	14	21	18	13	1	10	6	12	0	2	4	19	16	3	5	8	0	5	6	9	7	15	6	8	11	14	7	15	18	10	10	12	17	15	17	18	10	20	6	10	16	13	7	12	5	8	10	12	2	8					
10	Число действительных избирательных бюллетеней	75875	1546	1560	1505	1830	1548	1557	403	1323	1134	1526	1353	180	1082	963	1127	324	366	492	1586	1524	1311	1704	1078	1716	1591	1747	1681	1533	1530	1422	1633	1510	1415	1654	1425	1098	1387	1428	1304	1416	1407	1386	1291	1324	1553	1388	1377	1196	1436	1826	1581	1365	1481	1504	1428	331	1489					
