Выборы Президента Российской Федерации																																																																						
Дата голосования: 02.03.2008																																																																						
																																																																						
"Наименование Избирательной комиссии:    Барнаул, Индустриальная"																																																																						
																																																																						
Сводная таблица результатов выборов																																																																						
																																																																						
	Число участковых избирательных комиссий	63																																																																				
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	63																																																																				
																																																																						
		Сумма	УИК №59	УИК №60	УИК №61	УИК №62	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85	УИК №86	УИК №87	УИК №88	УИК №89	УИК №90	УИК №91	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №1880	УИК №1881	УИК №1888	УИК №1889	УИК №1890	УИК №1891	УИК №1900	УИК №1901					
1	"Число избирателей, включенных в списки избирателей"	132548	2537	2232	2375	2681	2408	2320	683	2166	2027	2412	2376	279	2068	1868	2256	447	685	1169	2656	2648	2116	2535	2585	2565	2575	2640	2668	2731	2159	2033	2680	2255	2280	2479	2374	1696	1922	2138	1992	2105	2259	2272	2033	2149	2380	2125	2319	1800	2388	2705	2497	2169	2221	2102	2285	708	2274	2374	2333	2190	875	975	2294					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	119030	2300	2000	2200	2400	2200	2100	600	1900	1800	2200	2000	300	1800	1700	2000	400	600	1100	2400	2400	1900	2300	2300	2300	2300	2400	2400	2500	1900	1800	2400	2000	2100	2300	2200	1500	1700	1900	1700	1900	2000	2100	1900	1900	2200	1900	2100	1600	2100	2400	2300	2000	2000	1900	2100	640	2100	2000	2100	2000	740	750	2000					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	74956	1307	1223	1434	1634	1384	1247	382	1124	1110	1321	1261	272	1237	947	1140	314	427	769	1529	1429	1151	1516	1450	1420	1359	1462	1555	1473	1334	1196	1376	1339	1185	1438	1172	985	1117	1280	1170	1247	1272	1255	1225	1234	1330	1189	1362	1023	1394	1600	1385	1249	1321	1204	1322	401	1356	1386	1087	1291	514	557	1283					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	2339	37	36	33	58	60	49	23	41	44	38	53	0	37	64	59	34	22	32	25	16	26	21	34	38	49	25	19	28	18	20	31	64	49	74	72	36	51	40	37	52	55	74	31	23	46	50	53	28	18	30	41	35	36	36	37	8	32	16	53	25	26	18	23					
6	Число погашенных избирательных бюллетеней	41735	956	741	733	708	756	804	195	735	646	841	686	28	526	689	801	52	151	299	846	955	723	763	816	842	892	913	826	999	548	584	993	597	866	788	956	479	532	580	493	601	673	771	644	643	824	661	685	549	688	770	874	716	643	660	741	231	712	598	960	684	200	175	694					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2339	37	36	33	58	60	49	23	41	44	38	53	0	37	64	59	34	22	32	25	16	26	21	34	38	49	25	19	28	18	20	31	64	49	74	72	36	51	40	37	52	55	74	31	23	46	50	53	28	18	30	41	35	36	36	37	8	32	16	53	25	26	18	23					
8	Число бюллетеней в стационарных ящиках для голосования	74840	1304	1223	1434	1634	1381	1245	379	1122	1109	1318	1260	272	1237	947	1140	314	425	769	1528	1429	1149	1516	1450	1416	1359	1457	1543	1471	1333	1196	1370	1336	1184	1432	1171	983	1114	1276	1165	1246	1271	1255	1220	1231	1330	1185	1359	1022	1393	1598	1381	1247	1321	1204	1322	401	1355	1381	1087	1290	514	557	1279					
9	Число недействительных избирательных бюллетеней	1115	25	21	19	23	23	12	3	19	20	20	27	7	22	9	16	5	8	5	22	16	19	20	28	27	20	25	22	30	19	18	13	23	18	28	13	19	19	22	19	26	18	13	21	24	15	17	10	17	17	20	30	14	19	12	27	6	15	18	17	10	7	5	13					
10	Число действительных избирательных бюллетеней	76064	1316	1238	1448	1669	1418	1282	399	1144	1133	1336	1286	265	1252	1002	1183	343	439	796	1531	1429	1156	1517	1456	1427	1388	1457	1540	1469	1332	1198	1388	1377	1215	1478	1230	1000	1146	1294	1183	1272	1308	1316	1230	1230	1361	1218	1402	1033	1394	1608	1392	1268	1338	1228	1332	403	1372	1379	1123	1305	533	570	1289					
