Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																										
Дата голосования: 04.12.2011																										
																										
Наименование Избирательной комиссии:    Заокская																										
																										
Сводная таблица результатов выборов																										
																										
		Сумма	УИК №322	УИК №323	УИК №324	УИК №325	УИК №326	УИК №327	УИК №328	УИК №329	УИК №330	УИК №331	УИК №332	УИК №333	УИК №334	УИК №335	УИК №336	УИК №337	УИК №338	УИК №339	УИК №340					
1	"Число избирателей, внесенных в список избирателей"	14914	365	983	382	534	347	366	799	621	1052	308	1048	163	542	566	778	487	2201	1934	1438					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	13650	300	900	400	500	300	300	700	600	1000	300	1000	150	500	500	700	400	2000	1800	1300					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	9162	192	635	241	353	272	274	585	389	671	161	960	56	447	320	398	304	1009	848	1047					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1233	40	103	86	41	20	20	57	126	131	37	10	44	43	61	139	41	86	77	71					
6	Число погашенных избирательных бюллетеней	3255	68	162	73	106	8	6	58	85	198	102	30	50	10	119	163	55	905	875	182					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1233	40	103	86	41	20	20	57	126	131	37	10	44	43	61	139	41	86	77	71					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	9162	192	635	241	353	272	274	585	389	671	161	960	56	447	320	398	304	1009	848	1047					
9	Число недействительных избирательных бюллетеней	69	3	0	1	9	2	0	0	1	2	2	1	0	1	1	2	1	17	26	0					
10	Число действительных избирательных бюллетеней	10326	229	738	326	385	290	294	642	514	800	196	969	100	489	380	535	344	1078	899	1118					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	98	2	10	2	2	5	5	5	2	2	6	2	2	5	5	2	5	21	5	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	98	2	10	2	2	5	5	5	2	2	6	2	2	5	5	2	5	21	5	10					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	455	6	25	4	2	6	20	32	18	10	9	20	6	19	19	62	75	10	88	24					
14	Число погашенных неиспользованных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	402	21	11	36	20	0	0	4	20	31	20	51	0	0	20	44	15	19	78	12					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																										
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1005	33	54	20	28	28	32	64	13	54	31	77	12	34	23	59	42	195	127	79					
		9.67%	14.22%	7.32%	6.12%	7.11%	9.59%	10.88%	9.97%	2.52%	6.73%	15.66%	7.94%	12.00%	6.94%	6.04%	10.99%	12.17%	17.81%	13.73%	7.07%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1025	31	56	43	60	18	15	47	32	74	23	111	14	31	51	46	34	124	117	98					
		9.86%	13.36%	7.59%	13.15%	15.23%	6.16%	5.10%	7.32%	6.21%	9.23%	11.62%	11.44%	14.00%	6.33%	13.39%	8.57%	9.86%	11.32%	12.65%	8.77%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	44	4	0	0	6	0	0	0	0	0	4	0	0	0	0	0	0	15	15	0					
		0.42%	1.72%	0.00%	0.00%	1.52%	0.00%	0.00%	0.00%	0.00%	0.00%	2.02%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.37%	1.62%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	1837	45	127	64	77	55	58	101	79	127	32	115	19	67	64	86	72	236	178	235					
		17.67%	19.40%	17.21%	19.57%	19.54%	18.84%	19.73%	15.73%	15.34%	15.84%	16.16%	11.86%	19.00%	13.67%	16.80%	16.01%	20.87%	21.55%	19.24%	21.02%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	190	9	2	4	4	8	2	3	2	1	1	11	3	9	8	4	9	47	50	13					
		1.83%	3.88%	0.27%	1.22%	1.02%	2.74%	0.68%	0.47%	0.39%	0.12%	0.51%	1.13%	3.00%	1.84%	2.10%	0.74%	2.61%	4.29%	5.41%	1.16%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	6200	107	498	193	210	180	187	426	387	543	105	653	51	347	234	338	186	452	411	692					
		59.64%	46.12%	67.48%	59.02%	53.30%	61.64%	63.61%	66.36%	75.15%	67.71%	53.03%	67.32%	51.00%	70.82%	61.42%	62.94%	53.91%	41.28%	44.43%	61.90%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	25	0	1	2	0	1	0	1	1	1	0	2	1	1	0	2	1	9	1	1					
		0.24%	0.00%	0.14%	0.61%	0.00%	0.34%	0.00%	0.16%	0.19%	0.12%	0.00%	0.21%	1.00%	0.20%	0.00%	0.37%	0.29%	0.82%	0.11%	0.09%					
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
