Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																		
Дата голосования: 02.12.2007																																		
																																		
Наименование Избирательной комиссии:    ТИК Александровского МР																																		
																																		
Сводная таблица результатов выборов																																		
																																		
		Сумма	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127					
1	"Число избирателей, внесенных в списки избирателей"	26918	669	768	514	908	1818	1941	1945	1773	1957	855	1871	1912	1844	1781	158	1640	820	278	1543	209	117	530	340	64	122	457	84					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	26201	660	742	500	905	1755	1830	1930	1730	1800	820	1880	1880	1800	1730	160	1620	800	260	1520	210	110	502	342	60	115	460	80					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	13328	303	366	210	442	1105	1026	1184	978	1070	363	959	945	886	506	28	731	343	167	742	106	46	302	199	42	60	182	37					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	957	52	24	28	25	37	91	40	19	56	25	43	39	47	86	41	95	34	12	78	13	0	41	6	1	4	12	8					
6	Число погашенных избирательных бюллетеней	11916	305	352	262	438	613	713	706	733	674	432	878	896	867	1138	91	794	423	81	700	91	64	159	137	17	51	266	35					
7	Число избирательных бюллетеней в переносных ящиках для голосования	957	52	24	28	25	37	91	40	19	56	25	43	39	47	86	41	95	34	12	78	13	0	41	6	1	4	12	8					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	13323	303	366	210	442	1105	1026	1184	978	1070	363	959	945	882	506	28	731	343	167	742	106	45	302	199	42	60	182	37					
9	Число недействительных избирательных бюллетеней	143	2	5	0	10	6	11	13	13	19	3	12	10	4	3	0	8	2	5	9	1	0	3	2	1	0	1	0					
10	Число действительных избирательных бюллетеней	14137	353	385	238	457	1136	1106	1211	984	1107	385	990	974	925	589	69	818	375	174	811	118	45	340	203	42	64	193	45					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	589	13	10	40	30	35	39	35	35	30	20	30	30	30	20	10	30	20	10	30	10	10	20	10	10	2	20	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	351	12	4	35	13	32	39	35	33	27	3	11	13	18	4	1	17	7	5	11	10	10	3	6	0	1	1	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	165	4	6	3	5	8	8	6	16	18	3	4	8	9	6	4	9	2	7	7	5	3	12	5	2	1	4	0					
14	Число погашенных неиспользованных открепительных удостоверений	238	1	6	5	17	3	0	0	2	3	17	19	17	12	16	9	13	13	5	19	0	0	17	4	10	1	19	10					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	25	2	0	0	0	1	2	1	1	2	2	2	0	1	3	1	3	0	0	1	1	1	0	0	0	0	1	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																		
18	1.Политическая партия «Аграрная партия России»	364	4	7	3	7	32	30	18	20	26	5	28	38	30	17	2	19	12	12	25	3	0	10	8	1	3	4	0					
		2.55%	1.13%	1.79%	1.26%	1.50%	2.80%	2.69%	1.47%	2.01%	2.31%	1.29%	2.79%	3.86%	3.23%	2.87%	2.90%	2.30%	3.18%	6.70%	3.05%	2.52%	0.00%	2.92%	3.90%	2.33%	4.69%	2.06%	0.00%					
19	2.Всероссийская политическая партия «Гражданская Сила»	99	0	5	1	2	7	4	9	5	8	2	12	7	8	2	0	4	4	1	13	0	0	2	0	0	2	1	0					
		0.69%	0.00%	1.28%	0.42%	0.43%	0.61%	0.36%	0.74%	0.50%	0.71%	0.52%	1.20%	0.71%	0.86%	0.34%	0.00%	0.48%	1.06%	0.56%	1.59%	0.00%	0.00%	0.58%	0.00%	0.00%	3.13%	0.52%	0.00%					
20	3.Политическая партия «Демократическая партия России»	15	0	2	0	1	0	4	4	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0					
		0.11%	0.00%	0.51%	0.00%	0.21%	0.00%	0.36%	0.33%	0.00%	0.00%	0.00%	0.00%	0.10%	0.00%	0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.84%	0.00%	0.00%	0.00%	0.00%	1.56%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1179	32	33	19	33	100	122	117	95	74	29	78	80	49	30	5	86	45	3	63	14	2	31	17	9	0	11	2					
