Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																														
Дата голосования: 07.12.2003 0:00:00																																														
																																														
Наименование Избирательной комиссии:    Дзержинская																																														
																																														
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																														
																																														
		Сумма	УИК №1058	УИК №1059	УИК №1060	УИК №1061	УИК №1062	УИК №1063	УИК №1064	УИК №1065	УИК №1066	УИК №1067	УИК №1068	УИК №1069	УИК №1070	УИК №1071	УИК №1072	УИК №1073	УИК №1074	УИК №1075	УИК №1076	УИК №1077	УИК №1078	УИК №1079	УИК №1080	УИК №1081	УИК №1082	УИК №1083	УИК №1084	УИК №1085	УИК №1086	УИК №1087	УИК №1088	УИК №1089	УИК №1090	УИК №1091	УИК №1092	УИК №1093	УИК №1094	УИК №1095	УИК №1096					
1	"Число избирателей, внесенных в списки"	12437	656	744	765	732	398	565	1144	993	127	440	368	112	64	116	60	132	331	159	632	274	110	89	319	63	82	445	51	47	35	700	181	193	57	123	561	225	184	55	105					
2	"Число бюллетеней, полученных участковыми комиссиями"	12503	660	750	767	733	380	564	1144	996	125	443	369	112	65	119	62	134	329	161	638	278	111	93	322	64	82	443	53	49	37	703	184	194	58	124	572	225	196	58	106					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	6705	365	366	381	342	185	283	498	413	75	217	258	68	54	69	55	93	172	121	286	138	87	67	184	49	53	275	33	39	32	442	121	120	47	74	275	147	109	46	66					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	425	19	19	17	7	56	0	11	8	7	15	19	0	6	8	0	14	14	1	23	14	0	0	37	8	11	18	5	0	0	2	5	11	0	3	35	22	5	0	5					
6	Число погашенных бюллетеней	5373	276	365	369	384	139	281	635	575	43	211	92	44	5	42	7	27	143	39	329	126	24	26	101	7	18	150	15	10	5	259	58	63	11	47	262	56	82	12	35					
7	Число бюллетеней в переносных ящиках для голосования	425	19	19	17	7	56	0	11	8	7	15	19	0	6	8	0	14	14	1	23	14	0	0	37	8	11	18	5	0	0	2	5	11	0	3	35	22	5	0	5					
8	Число бюллетеней в стационарных ящиках для голосования	6704	365	366	381	342	184	283	498	413	75	217	258	68	54	69	55	93	172	121	286	138	87	67	184	49	53	275	33	39	32	442	121	120	47	74	275	147	109	46	66					
9	Число недействительных бюллетеней	137	17	14	0	3	1	7	7	3	0	3	8	0	0	1	0	1	8	3	6	2	1	5	4	4	0	10	0	1	0	2	3	10	0	6	5	2	0	0	0					
10	Число действительных бюллетеней	6992	367	371	398	346	239	276	502	418	82	229	269	68	60	76	55	106	178	119	303	150	86	62	217	53	64	283	38	38	32	442	123	121	47	71	305	167	114	46	71					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	149	7	7	7	7	8	7	10	7	3	5	5	2	2	2	2	5	3	2	5	3	2	2	5	2	2	5	2	2	2	5	2	2	2	2	5	2	2	2	2					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	22	2	2	2	2	0	0	1	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	5	2	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	10	1	0	1	0	2	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0					
14	Число погашенных открепительных удостоверений	127	5	5	5	5	8	7	9	7	3	5	5	2	2	1	2	5	2	2	4	3	2	2	4	2	2	5	2	2	2	4	2	1	2	2	0	0	2	2	2					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																														
18	"1. ""ЕДИНЕНИЕ"""	110	5	9	7	3	1	4	1	1	0	4	2	3	0	1	0	5	0	5	5	0	1	5	6	1	0	12	0	1	9	7	2	1	0	0	0	3	3	3	0					
		1.54%	1.30%	2.33%	1.75%	0.85%	0.41%	1.41%	0.19%	0.23%	0.0%	1.72%	0.72%	4.41%	0.0%	1.29%	0.0%	4.67%	0.0%	4.09%	1.61%	0.0%	1.14%	7.46%	2.71%	1.75%	0.0%	4.09%	0.0%	2.56%	28.12%	1.57%	1.58%	0.76%	0.0%	0.0%	0.0%	1.77%	2.63%	6.52%	0.0%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	47	2	0	3	2	2	1	4	5	0	0	5	0	1	0	5	2	1	3	3	0	0	1	2	0	0	1	0	1	0	0	0	0	1	0	0	1	0	0	1					
