Выборы Президента Российской Федерации																						
																						
Наименование Избирательной комиссии:    Алейская городская																						
																						
Итоги голосования 																						
																						
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15					
1	"Число избирателей, внесенных в список"	25347	1710	659	1927	1636	1866	1625	1688	1670	2002	1820	2603	985	230	2314	2612					
2	Число полученных избирательных бюллетеней	23700	1700	600	1900	1600	1800	1600	1600	1600	1900	1700	2500	900	300	2000	2000					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	12891	799	379	668	730	862	833	828	903	1103	906	1509	392	152	1261	1566					
5	"Число избирательных бюллетеней, выданных вне помещения"	1021	33	13	63	46	69	46	74	70	91	71	60	30	43	39	273					
6	Число погашенных избирательных бюллетеней	9788	868	208	1169	824	869	721	698	627	706	723	931	478	105	700	161					
7	Число избирательных бюллетеней в переносных ящиках	1021	33	13	63	46	69	46	74	70	91	71	60	30	43	39	273					
8	Число бюллетеней в стационарных ящиках для голосования	12885	799	379	668	730	860	833	828	899	1103	906	1509	392	152	1261	1566					
9	Число недействительных избирательных бюллетеней	149	11	6	6	11	10	11	5	16	14	13	16	5	1	4	20					
10	Число действительных избирательных бюллетеней	13757	821	386	725	765	919	868	897	953	1180	964	1553	417	194	1296	1819					
11	Число полученных открепительных  удостоверений	460	20	10	20	20	20	20	20	20	20	20	30	10	0	65	165					
12	Число выданных открепительных удостоверений	331	15	8	6	4	10	7	6	7	16	13	27	5	0	51	156					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	113	0	6	1	2	4	1	3	14	6	10	8	4	36	7	11					
14	Число неиспользованных открепительных удостоверений	129	5	2	14	16	10	13	14	13	4	7	3	5	0	14	9					
15	"Число открепительных удостоверений, выданных в ТИК"	5	0	0	1	0	0	0	2	0	1	0	1	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																						
18	. Глазьев Сергей Юрьевич	464	39	17	19	25	43	38	42	24	58	19	56	16	6	36	26					
		3.34%	4.69%	4.34%	2.60%	3.22%	4.63%	4.32%	4.66%	2.48%	4.86%	1.94%	3.57%	3.79%	3.08%	2.77%	1.41%					
19	. Малышкин Олег Александрович	499	53	18	27	27	51	43	30	35	35	35	37	25	6	43	34					
		3.59%	6.37%	4.59%	3.69%	3.48%	5.49%	4.89%	3.33%	3.61%	2.93%	3.58%	2.36%	5.92%	3.08%	3.31%	1.85%					
20	. Миронов Сергей Михайлович	100	7	5	12	16	5	7	6	3	13	6	12	1	0	4	3					
		0.72%	0.84%	1.28%	1.64%	2.06%	0.54%	0.80%	0.67%	0.31%	1.09%	0.61%	0.76%	0.24%	0.00%	0.31%	0.16%					
21	. Путин Владимир Владимирович	9721	496	259	488	527	595	587	604	687	766	625	1097	291	138	982	1579					
		69.91%	59.62%	66.07%	66.76%	67.91%	64.05%	66.78%	66.96%	70.90%	64.15%	63.97%	69.92%	68.96%	70.77%	75.54%	85.86%					
22	. Хакамада Ирина Муцуовна	333	20	9	12	4	27	20	23	24	48	24	35	6	7	39	35					
		2.39%	2.40%	2.30%	1.64%	0.52%	2.91%	2.28%	2.55%	2.48%	4.02%	2.46%	2.23%	1.42%	3.59%	3.00%	1.90%					
23	. Харитонов Николай Михайлович	2323	181	72	146	151	177	159	167	170	236	232	291	69	27	165	80					
		16.71%	21.75%	18.37%	19.97%	19.46%	19.05%	18.09%	18.51%	17.54%	19.77%	23.75%	18.55%	16.35%	13.85%	12.69%	4.35%					
																						
24	Против всех	317	25	6	21	15	21	14	25	10	24	23	25	9	10	27	62					
		2.28%	3.00%	1.53%	2.87%	1.93%	2.26%	1.59%	2.77%	1.03%	2.01%	2.35%	1.59%	2.13%	5.13%	2.08%	3.37%					
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
