Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																					
Дата голосования: 18.09.2016																																					
																																					
Наименование Избирательной комиссии:    Каякентская																																					
																																					
Сводная таблица итогов голосования по федеральному избирательному округу																																					
																																					
		Сумма	УИК №662	УИК №663	УИК №664	УИК №665	УИК №666	УИК №667	УИК №668	УИК №669	УИК №670	УИК №671	УИК №672	УИК №673	УИК №674	УИК №675	УИК №676	УИК №677	УИК №678	УИК №679	УИК №680	УИК №681	УИК №682	УИК №683	УИК №684	УИК №685	УИК №686	УИК №687									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	34733	1567	1839	532	72	140	180	1982	1855	1734	1797	1402	848	409	1264	1703	222	1022	1592	2465	1821	2353	2509	2840	1491	485	609									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	33705	1500	1800	500	75	140	180	1900	1800	1700	1750	1350	850	400	1200	1650	210	1000	1550	2300	1800	2300	2450	2800	1450	450	600									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	28221	1332	1628	456	70	136	153	1729	1458	1411	1470	1120	820	361	1011	281	75	879	1441	1713	1659	2047	2278	2474	1381	382	456									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	150	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	7	24	62	0	0	0	0	27	12									
6	Число погашенных избирательных бюллетеней	5334	168	172	44	5	4	27	171	342	289	280	230	30	39	171	1369	135	121	102	563	79	253	172	326	69	41	132									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	150	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	7	24	62	0	0	0	0	27	12									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	28221	1332	1628	456	70	136	153	1729	1458	1411	1470	1120	820	361	1011	281	75	879	1441	1713	1659	2047	2278	2474	1381	382	456									
9	Число недействительных избирательных бюллетеней	179	28	0	0	0	0	2	17	12	17	0	0	0	25	6	10	0	0	7	14	0	0	10	2	0	14	15									
10	Число действительных избирательных бюллетеней	28192	1304	1628	456	70	136	151	1712	1446	1394	1470	1120	820	336	1023	271	75	879	1441	1723	1721	2047	2268	2472	1381	395	453									
