Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																															
Дата голосования: 18.09.2016																																															
																																															
Наименование Избирательной комиссии:    Сухобузимская																																															
																																															
Сводная таблица итогов голосования по федеральному избирательному округу																																															
																																															
		Сумма	УИК №1889	УИК №1890	УИК №1891	УИК №1892	УИК №1893	УИК №1894	УИК №1895	УИК №1896	УИК №1897	УИК №1898	УИК №1899	УИК №1900	УИК №1901	УИК №1902	УИК №1903	УИК №1904	УИК №1905	УИК №1906	УИК №1907	УИК №1908	УИК №1909	УИК №1910	УИК №1911	УИК №1912	УИК №1913	УИК №1914	УИК №1915	УИК №1916	УИК №1917	УИК №1918	УИК №1919	УИК №1920	УИК №1921	УИК №1922	УИК №2267	УИК №2280									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	17052	1123	355	368	190	418	671	392	769	217	216	272	787	134	338	1895	125	324	106	202	242	724	351	118	153	1612	750	1023	69	165	176	1392	136	139	152	383	565									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	16950	1120	350	360	190	415	660	385	780	215	215	270	790	135	335	1900	110	325	104	200	240	725	350	115	150	1600	740	1020	59	160	170	1384	135	140	148	390	565									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	5020	297	110	98	59	128	186	115	238	68	63	60	237	95	100	464	35	174	77	117	101	235	111	59	44	434	208	225	33	49	70	313	71	38	67	128	113									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	476	48	0	2	0	14	24	16	15	13	9	0	15	0	10	27	7	29	0	8	30	65	6	0	20	40	5	6	1	2	8	8	0	9	16	11	12									
6	Число погашенных избирательных бюллетеней	11454	775	240	260	131	273	450	254	527	134	143	210	538	40	225	1409	68	122	27	75	109	425	233	56	86	1126	527	789	25	109	92	1063	64	93	65	251	440									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	476	48	0	2	0	14	24	16	15	13	9	0	15	0	10	27	7	29	0	8	30	65	6	0	20	40	5	6	1	2	8	8	0	9	16	11	12									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	5020	297	110	98	59	128	186	115	238	68	63	60	237	95	100	464	35	174	77	117	101	235	111	59	44	434	208	225	33	49	70	313	71	38	67	128	113									
9	Число недействительных избирательных бюллетеней	97	4	2	2	1	2	3	0	2	0	2	1	7	1	1	10	0	1	0	2	0	2	2	2	0	14	7	9	0	1	3	14	0	0	0	2	0									
10	Число действительных избирательных бюллетеней	5399	341	108	98	58	140	207	131	251	81	70	59	245	94	109	481	42	202	77	123	131	298	115	57	64	460	206	222	34	50	75	307	71	47	83	137	125									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	300	15	5	5	1	10	10	5	15	5	5	5	16	5	5	30	1	5	1	5	5	15	5	5	1	30	10	20	1	5	1	30	1	1	1	10	10									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	38	3	0	1	0	0	4	0	4	0	4	2	0	2	1	1	0	1	0	0	0	4	1	1	0	4	0	1	0	0	0	1	0	0	0	2	1									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	63	2	0	0	3	0	2	1	2	0	2	1	3	0	3	4	3	2	0	0	0	7	0	2	0	4	1	7	1	1	0	7	1	3	1	0	0									
14	Число погашенных неиспользованных открепительных удостоверений	262	12	5	4	1	10	6	5	11	5	1	3	16	3	4	29	1	4	1	5	5	11	4	4	1	26	10	19	1	5	1	29	1	1	1	8	9									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																															
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	73	3	1	2	1	0	0	1	3	3	1	1	2	0	6	6	1	0	2	0	1	3	2	1	2	11	5	8	0	0	0	1	0	1	3	2	0									
		1.33%	0.87%	0.91%	2.00%	1.69%	0.00%	0.00%	0.76%	1.19%	3.70%	1.39%	1.67%	0.79%	0.00%	5.45%	1.22%	2.38%	0.00%	2.60%	0.00%	0.76%	1.00%	1.71%	1.69%	3.13%	2.32%	2.35%	3.46%	0.00%	0.00%	0.00%	0.31%	0.00%	2.13%	3.61%	1.44%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	138	11	2	1	1	5	6	1	8	0	5	2	10	3	2	12	0	4	0	0	0	3	2	1	1	11	9	7	1	1	1	12	2	3	1	7	3									
		2.51%	3.19%	1.82%	1.00%	1.69%	3.52%	2.86%	0.76%	3.16%	0.00%	6.94%	3.33%	3.97%	3.16%	1.82%	2.44%	0.00%	1.97%	0.00%	0.00%	0.00%	1.00%	1.71%	1.69%	1.56%	2.32%	4.23%	3.03%	2.94%	1.96%	1.28%	3.74%	2.82%	6.38%	1.20%	5.04%	2.40%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	134	9	2	6	4	2	8	5	9	1	0	4	10	0	2	14	1	5	0	3	0	9	3	1	1	12	3	5	0	0	2	5	1	1	0	6	0									
		2.44%	2.61%	1.82%	6.00%	6.78%	1.41%	3.81%	3.82%	3.56%	1.23%	0.00%	6.67%	3.97%	0.00%	1.82%	2.85%	2.38%	2.46%	0.00%	2.40%	0.00%	3.00%	2.56%	1.69%	1.56%	2.53%	1.41%	2.16%	0.00%	0.00%	2.56%	1.56%	1.41%	2.13%	0.00%	4.32%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	2759	159	61	41	35	69	105	38	133	64	40	29	112	76	62	204	20	132	59	90	95	177	67	33	42	199	95	103	15	25	32	131	53	20	32	59	52									
		50.20%	46.09%	55.45%	41.00%	59.32%	48.59%	50.00%	29.01%	52.57%	79.01%	55.56%	48.33%	44.44%	80.00%	56.36%	41.55%	47.62%	65.02%	76.62%	72.00%	72.52%	59.00%	57.26%	55.93%	65.63%	41.98%	44.60%	44.59%	44.12%	49.02%	41.03%	40.81%	74.65%	42.55%	38.55%	42.45%	41.60%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	41	2	2	0	0	1	6	0	1	0	1	0	0	0	0	5	0	2	0	0	2	0	2	0	0	7	2	3	2	0	0	1	0	0	0	2	0									
		0.75%	0.58%	1.82%	0.00%	0.00%	0.70%	2.86%	0.00%	0.40%	0.00%	1.39%	0.00%	0.00%	0.00%	0.00%	1.02%	0.00%	0.99%	0.00%	0.00%	1.53%	0.00%	1.71%	0.00%	0.00%	1.48%	0.94%	1.30%	5.88%	0.00%	0.00%	0.31%	0.00%	0.00%	0.00%	1.44%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	10	0	0	0	0	1	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	2	0	1	0	0	0	0	0									
		0.18%	0.00%	0.00%	0.00%	0.00%	0.70%	0.48%	0.76%	0.00%	0.00%	0.00%	1.67%	0.00%	0.00%	0.00%	0.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.21%	0.00%	0.43%	0.00%	3.92%	0.00%	0.31%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1315	95	29	34	7	40	31	61	69	10	15	16	68	9	24	127	7	25	7	20	19	53	26	17	11	103	49	53	14	19	25	97	8	13	28	39	47									
		23.93%	27.54%	26.36%	34.00%	11.86%	28.17%	14.76%	46.56%	27.27%	12.35%	20.83%	26.67%	26.98%	9.47%	21.82%	25.87%	16.67%	12.32%	9.09%	16.00%	14.50%	17.67%	22.22%	28.81%	17.19%	21.73%	23.00%	22.94%	41.18%	37.25%	32.05%	30.22%	11.27%	27.66%	33.73%	28.06%	37.60%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	20	1	1	0	0	0	2	1	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	8	0	3	0	0	0	1	0	0	0	0	0									
		0.36%	0.29%	0.91%	0.00%	0.00%	0.00%	0.95%	0.76%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.20%	0.00%	0.00%	0.00%	0.80%	0.00%	0.33%	0.00%	0.00%	0.00%	1.69%	0.00%	1.30%	0.00%	0.00%	0.00%	0.31%	0.00%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	24	3	0	0	1	0	1	1	1	0	0	0	1	0	0	3	0	2	0	0	0	2	0	0	0	2	1	2	0	1	0	1	0	0	0	1	1									
		0.44%	0.87%	0.00%	0.00%	1.69%	0.00%	0.48%	0.76%	0.40%	0.00%	0.00%	0.00%	0.40%	0.00%	0.00%	0.61%	0.00%	0.99%	0.00%	0.00%	0.00%	0.67%	0.00%	0.00%	0.00%	0.42%	0.47%	0.87%	0.00%	1.96%	0.00%	0.31%	0.00%	0.00%	0.00%	0.72%	0.80%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	11	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	5	1	0									
		0.20%	0.00%	0.91%	1.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.56%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.62%	0.00%	0.00%	6.02%	0.72%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	40	2	0	1	0	0	3	1	1	0	0	0	0	0	1	4	2	0	0	1	0	2	8	1	1	6	1	1	0	0	0	1	0	0	0	2	1									
		0.73%	0.58%	0.00%	1.00%	0.00%	0.00%	1.43%	0.76%	0.40%	0.00%	0.00%	0.00%	0.00%	0.00%	0.91%	0.81%	4.76%	0.00%	0.00%	0.80%	0.00%	0.67%	6.84%	1.69%	1.56%	1.27%	0.47%	0.43%	0.00%	0.00%	0.00%	0.31%	0.00%	0.00%	0.00%	1.44%	0.80%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	624	39	8	9	8	17	35	17	16	2	5	4	35	5	10	80	10	27	8	5	12	30	0	2	2	75	34	26	2	2	9	45	1	7	11	10	16									
		11.35%	11.30%	7.27%	9.00%	13.56%	11.97%	16.67%	12.98%	6.32%	2.47%	6.94%	6.67%	13.89%	5.26%	9.09%	16.29%	23.81%	13.30%	10.39%	4.00%	9.16%	10.00%	0.00%	3.39%	3.13%	15.82%	15.96%	11.26%	5.88%	3.92%	11.54%	14.02%	1.41%	14.89%	13.25%	7.19%	12.80%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	83	11	1	2	0	4	3	2	2	0	1	0	3	0	0	11	1	2	0	2	0	8	3	0	1	10	1	3	0	0	3	4	2	0	0	2	1									
		1.51%	3.19%	0.91%	2.00%	0.00%	2.82%	1.43%	1.53%	0.79%	0.00%	1.39%	0.00%	1.19%	0.00%	0.00%	2.24%	2.38%	0.99%	0.00%	1.60%	0.00%	2.67%	2.56%	0.00%	1.56%	2.11%	0.47%	1.30%	0.00%	0.00%	3.85%	1.25%	2.82%	0.00%	0.00%	1.44%	0.80%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	127	6	0	1	1	1	6	2	8	1	2	2	4	1	2	13	0	3	1	1	2	10	2	1	2	15	6	7	0	0	3	5	4	2	3	6	4									
		2.31%	1.74%	0.00%	1.00%	1.69%	0.70%	2.86%	1.53%	3.16%	1.23%	2.78%	3.33%	1.59%	1.05%	1.82%	2.65%	0.00%	1.48%	1.30%	0.80%	1.53%	3.33%	1.71%	1.69%	3.13%	3.16%	2.82%	3.03%	0.00%	0.00%	3.85%	1.56%	5.63%	4.26%	3.61%	4.32%	3.20%									
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
