Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																												
Дата голосования: 02.12.2007																																																												
																																																												
"Наименование Избирательной комиссии:    Ставрополь, Ленинская"																																																												
																																																												
Сводная таблица результатов выборов																																																												
																																																												
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52	УИК №53					
1	"Число избирателей, внесенных в списки избирателей"	79975	1613	1845	2833	1330	958	834	594	1093	1123	1715	2050	1659	2287	1111	2511	2161	2435	1221	1397	2345	1555	1106	758	1070	1096	2173	1850	2490	888	1567	2373	2133	2318	1180	1336	483	1636	2120	1406	1719	1890	1935	2948	3072	1140	1781	33	137	43	110	72	1014	1428					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	59950	1250	1300	2400	1050	800	850	450	850	900	1400	1450	1150	1600	800	1750	1500	1700	900	1000	1650	1050	800	600	1000	800	1600	1300	1750	600	1700	1800	1500	1600	850	950	350	1100	1450	1000	1200	1300	1350	2550	2100	800	1250	150	250	100	150	100	1100	1000					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	44423	1027	1076	2142	881	649	667	299	561	735	994	1048	780	1277	576	1319	988	1347	607	604	1167	822	669	454	845	571	1233	932	1383	436	924	1487	916	1186	606	704	231	743	961	634	864	926	864	2120	1568	487	913	31	133	20	97	54	1014	851					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1456	21	43	20	13	22	54	7	39	19	28	34	35	33	17	38	34	14	5	17	25	59	18	18	1	21	58	35	47	36	22	45	52	57	27	23	20	55	56	51	34	29	49	17	27	26	19	2	0	7	10	0	0	17					
6	Число погашенных избирательных бюллетеней	14071	202	181	238	156	129	129	144	250	146	378	368	335	290	207	393	478	339	288	379	458	169	113	128	154	208	309	333	320	128	754	268	532	357	217	223	99	302	433	315	302	345	437	413	505	287	318	117	117	73	43	46	86	132					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1442	21	43	20	13	22	53	7	39	19	28	34	35	33	17	38	34	14	5	17	25	56	18	18	1	21	57	35	47	36	22	45	51	57	27	23	20	55	55	45	34	29	49	17	27	26	19	1	0	7	10	0	0	17					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	44169	1023	1072	2125	880	647	667	299	556	729	991	1046	776	1262	575	1317	983	1341	606	603	1171	819	663	452	833	569	1206	929	1396	429	913	1450	906	1182	601	699	231	743	957	632	861	920	848	2112	1558	481	911	31	132	20	97	54	1014	851					
9	Число недействительных избирательных бюллетеней	550	7	9	18	10	10	4	2	10	8	5	18	12	12	5	22	11	10	12	7	11	10	10	3	5	2	39	17	13	1	14	18	7	13	6	10	1	12	8	8	7	7	9	12	20	3	8	1	4	1	3	2	70	3					
10	Число действительных избирательных бюллетеней	45061	1037	1106	2127	883	659	716	304	585	740	1014	1062	799	1283	587	1333	1006	1345	599	613	1185	865	671	467	829	588	1224	947	1430	464	921	1477	950	1226	622	712	250	786	1004	669	888	942	888	2117	1565	504	922	31	128	26	104	52	944	865					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	854	20	25	20	15	13	8	8	15	13	20	25	20	25	15	25	25	25	15	20	25	20	15	8	8	15	20	20	25	8	20	20	25	25	15	15	8	20	20	15	20	20	20	15	30	15	20	0	0	0	0	0	0	15					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	517	20	22	17	11	8	4	8	7	9	9	10	13	9	14	17	13	13	6	15	18	15	12	5	0	6	14	16	22	4	16	9	17	11	5	4	2	6	6	4	12	7	16	6	29	3	13	0	0	0	0	0	0	14					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	773	13	18	12	20	20	31	9	6	27	8	16	16	16	8	10	16	10	7	3	11	7	15	12	18	17	10	7	9	3	4	13	13	11	5	10	2	7	0	5	13	15	5	17	7	7	7	3	8	9	25	4	205	3					
14	Число погашенных неиспользованных открепительных удостоверений	333	0	3	3	4	5	4	0	8	4	11	15	7	16	1	8	12	12	9	5	7	5	3	3	8	9	6	4	3	4	4	11	8	14	10	11	6	14	14	11	8	13	4	9	1	12	3	0	0	0	0	0	0	1					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	57	0	3	1	2	0	0	0	0	1	1	1	1	0	2	1	3	1	0	1	1	0	0	0	2	2	0	0	2	0	1	1	3	4	2	3	1	0	2	2	1	2	2	1	0	2	4	0	0	0	0	0	0	1					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
