Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																			
Дата голосования: 07.12.2003 0:00:00																																			
																																			
Наименование Избирательной комиссии:    Сердобская																																			
																																			
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																			
																																			
		Сумма	УИК №1100	УИК №1101	УИК №1102	УИК №1103	УИК №1104	УИК №1105	УИК №1106	УИК №1107	УИК №1108	УИК №1109	УИК №1110	УИК №1111	УИК №1112	УИК №1113	УИК №1114	УИК №1115	УИК №1116	УИК №1117	УИК №1118	УИК №1119	УИК №1120	УИК №1121	УИК №1122	УИК №1123	УИК №1124	УИК №1125	УИК №1126	УИК №1127					
1	"Число избирателей, внесенных в списки"	17535	422	482	587	181	1121	97	148	616	109	547	291	1251	494	314	437	1371	1803	1499	143	917	1336	198	820	653	141	395	346	816					
2	"Число бюллетеней, полученных участковыми комиссиями"	15492	368	430	508	162	982	85	135	539	97	491	263	1116	436	276	386	1222	1609	1289	126	790	1191	176	736	590	129	361	297	702					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	9693	258	317	265	101	529	68	106	399	77	352	174	768	221	166	209	506	808	765	89	480	835	133	421	585	113	208	214	526					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	910	43	17	48	9	116	4	20	40	0	21	20	53	56	4	54	122	25	40	12	124	41	9	19	0	0	0	0	13					
6	Число погашенных бюллетеней	4889	67	96	195	52	337	13	9	100	20	118	69	295	159	106	123	594	776	484	25	186	315	34	296	5	16	153	83	163					
7	Число бюллетеней в переносных ящиках для голосования	910	43	17	48	9	116	4	20	40	0	21	20	53	56	4	54	122	25	40	12	124	41	9	19	0	0	0	0	13					
8	Число бюллетеней в стационарных ящиках для голосования	9691	258	317	265	101	528	68	106	399	77	351	174	768	221	166	209	506	808	765	89	480	835	133	421	585	113	208	214	526					
9	Число недействительных бюллетеней	130	0	5	6	5	9	0	0	5	0	14	6	6	1	7	1	3	20	4	1	3	17	0	1	3	1	5	1	6					
10	Число действительных бюллетеней	10471	301	329	307	105	635	72	126	434	77	358	188	815	276	163	262	625	813	801	100	601	859	142	439	582	112	203	213	533					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	250	9	9	9	7	12	7	7	9	7	9	7	12	9	7	9	12	12	12	7	9	12	7	9	9	7	9	7	9					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	45	0	2	2	0	2	0	0	1	1	1	0	0	2	3	0	2	4	4	0	1	6	1	5	2	0	2	0	4					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	155	2	5	2	2	5	2	0	4	1	5	2	6	2	11	2	15	15	32	3	8	4	1	1	6	0	1	7	11					
