Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																				
Дата голосования: 18.09.2016																																				
																																				
Наименование Избирательной комиссии:    Зеленоградская																																				
																																				
Сводная таблица итогов голосования по федеральному избирательному округу																																				
																																				
		Сумма	УИК №146	УИК №147	УИК №148	УИК №149	УИК №150	УИК №151	УИК №152	УИК №153	УИК №154	УИК №155	УИК №156	УИК №157	УИК №158	УИК №159	УИК №160	УИК №161	УИК №162	УИК №163	УИК №164	УИК №165	УИК №166	УИК №167	УИК №168	УИК №169	УИК №170									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	26927	2392	1400	1938	2424	1276	2781	292	689	98	1411	1059	568	502	1104	966	570	679	1088	589	1351	1028	714	877	151	980									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	25185	2250	1300	1800	2250	1200	2600	250	650	85	1100	1050	550	450	1100	950	550	650	1100	550	1300	850	700	850	150	900									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	12108	1071	481	893	1200	607	1427	177	391	64	726	438	169	310	399	368	175	228	321	182	828	454	308	257	75	559									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	348	18	6	9	18	4	62	0	9	1	8	9	2	5	3	15	2	5	18	6	7	120	13	1	4	3									
6	Число погашенных избирательных бюллетеней	12729	1161	813	898	1032	589	1111	73	250	20	366	603	379	135	698	567	373	417	761	362	465	276	379	592	71	338									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	347	18	6	9	18	4	62	0	9	1	8	9	2	5	3	15	2	5	18	6	7	119	13	1	4	3									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	12099	1070	479	893	1198	606	1427	177	391	64	726	438	169	310	399	368	175	228	321	182	828	451	308	257	75	559									
9	Число недействительных избирательных бюллетеней	416	38	7	24	39	16	46	11	14	2	26	17	10	12	10	11	2	2	13	6	30	20	11	19	3	27									
10	Число действительных избирательных бюллетеней	12030	1050	478	878	1177	594	1443	166	386	63	708	430	161	303	392	372	175	231	326	182	805	550	310	239	76	535									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	399	14	14	14	14	14	15	15	15	15	15	15	15	15	16	16	16	21	22	22	16	16	16	16	16	16									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	169	9	1	10	12	3	12	0	1	0	8	6	3	10	6	11	1	11	15	3	9	16	3	10	0	9									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	428	59	55	57	54	24	83	16	21	3	18	4	0	6	0	4	1	2	2	1	5	0	4	2	0	7									
14	Число погашенных неиспользованных открепительных удостоверений	230	5	13	4	2	11	3	15	14	15	7	9	12	5	10	5	15	10	7	19	7	0	13	6	16	7									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	161	4	5	6	4	1	13	0	2	0	5	8	3	8	14	6	6	5	15	5	21	5	4	6	1	14									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																				
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	252	19	7	20	38	20	30	4	3	0	12	13	7	2	6	9	2	5	9	6	7	6	1	8	0	18									
		2.02%	1.75%	1.44%	2.22%	3.13%	3.28%	2.01%	2.26%	0.75%	0.00%	1.63%	2.91%	4.09%	0.63%	1.49%	2.35%	1.13%	2.15%	2.65%	3.19%	0.84%	1.05%	0.31%	3.10%	0.00%	3.20%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	331	35	12	18	33	12	28	4	10	3	18	14	5	12	12	16	4	5	12	2	25	20	10	10	1	10									
