Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																														
Дата голосования: 02.12.2007																																														
																																														
Наименование Избирательной комиссии:    Сегежская																																														
																																														
Сводная таблица результатов выборов																																														
																																														
		Сумма	УИК №475	УИК №476	УИК №477	УИК №478	УИК №479	УИК №480	УИК №481	УИК №482	УИК №483	УИК №484	УИК №485	УИК №486	УИК №487	УИК №488	УИК №489	УИК №490	УИК №491	УИК №492	УИК №493	УИК №494	УИК №495	УИК №496	УИК №497	УИК №498	УИК №499	УИК №500	УИК №501	УИК №502	УИК №503	УИК №504	УИК №505	УИК №506	УИК №507	УИК №508	УИК №509	УИК №510	УИК №511	УИК №512	УИК №513					
1	"Число избирателей, внесенных в списки избирателей"	35991	1181	1223	2318	2541	1958	2488	1036	2786	1303	908	1255	1228	1986	1283	365	718	628	230	188	982	871	941	927	860	959	387	705	145	422	91	235	190	507	245	322	51	216	1189	123					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	28840	950	1000	1850	2000	1600	2000	850	2250	1050	750	1000	1000	1600	1000	300	450	500	200	150	800	700	800	750	650	750	300	550	100	350	90	200	150	400	150	300	50	150	1000	100					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	14	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	18654	451	611	1225	1121	1105	1390	576	1499	667	525	692	660	1083	720	181	447	191	86	114	524	487	444	523	435	558	141	381	75	207	52	145	100	279	121	157	38	81	498	64					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	716	12	17	19	113	17	25	17	17	10	1	12	12	24	8	6	3	13	7	6	15	4	14	19	61	18	6	15	8	15	6	9	12	47	29	12	0	16	65	6					
6	Число погашенных избирательных бюллетеней	9425	487	372	606	766	478	585	257	734	373	224	296	328	493	272	113	0	296	107	30	261	209	342	208	154	174	153	154	17	128	32	46	38	74	0	100	12	53	423	30					
7	Число избирательных бюллетеней в переносных ящиках для голосования	761	12	17	19	113	17	25	17	17	10	1	12	12	24	8	6	3	13	7	6	15	4	14	19	61	18	6	15	8	15	6	9	12	47	29	43	0	16	79	6					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	18647	451	611	1225	1119	1105	1390	576	1499	667	524	692	660	1082	720	181	447	191	86	114	523	487	444	523	434	558	141	381	75	207	52	145	100	279	121	157	38	81	497	64					
9	Число недействительных избирательных бюллетеней	222	6	6	24	10	9	17	0	16	6	6	16	3	25	8	2	7	2	1	1	8	7	1	11	1	5	0	7	0	0	2	3	2	2	1	1	0	2	3	1					
10	Число действительных избирательных бюллетеней	19186	457	622	1220	1222	1113	1398	593	1500	671	519	688	669	1081	720	185	443	202	92	119	530	484	457	531	494	571	147	389	83	222	56	151	110	324	149	199	38	95	573	69					
