Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																														
Дата голосования: 18.09.2016																																														
																																														
Наименование Избирательной комиссии:    Подпорожская																																														
																																														
Сводная таблица итогов голосования по федеральному избирательному округу																																														
																																														
		Сумма	УИК №720	УИК №721	УИК №722	УИК №723	УИК №724	УИК №725	УИК №726	УИК №727	УИК №728	УИК №729	УИК №730	УИК №731	УИК №732	УИК №733	УИК №734	УИК №735	УИК №736	УИК №737	УИК №738	УИК №739	УИК №740	УИК №741	УИК №742	УИК №743	УИК №744	УИК №745	УИК №746	УИК №747	УИК №748	УИК №749	УИК №750	УИК №751	УИК №752	УИК №753	УИК №754									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	26537	789	1056	692	1398	1099	1775	1417	1692	2081	1426	1408	722	128	144	1153	1176	1382	1163	246	84	180	86	1401	526	231	222	1193	424	241	258	95	261	79	234	75									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	26675	800	1080	700	1380	1100	1760	1420	1730	2100	1430	1410	730	120	140	1200	1180	1400	1170	230	80	180	80	1430	530	230	230	1200	410	240	250	95	260	75	230	75									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	9794	255	421	265	554	432	699	605	714	804	530	336	210	23	60	353	383	554	369	65	41	90	39	492	215	89	87	485	198	63	77	32	101	34	80	39									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	985	11	9	11	65	13	50	14	14	10	12	13	27	34	13	33	40	19	36	34	7	22	15	137	25	36	20	83	29	49	37	7	16	9	30	5									
6	Число погашенных избирательных бюллетеней	15896	534	650	424	761	655	1011	801	1002	1286	888	1061	493	63	67	814	757	827	765	131	32	68	26	801	290	105	123	632	183	128	136	56	143	32	120	31									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	985	11	9	11	65	13	50	14	14	10	12	13	27	34	13	33	40	19	36	34	7	22	15	137	25	36	20	83	29	49	37	7	16	9	30	5									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	9794	255	421	265	554	432	699	605	714	804	530	336	210	23	60	353	383	554	369	65	41	90	39	492	215	89	87	485	198	63	77	32	101	34	80	39									
9	Число недействительных избирательных бюллетеней	414	9	12	10	15	14	31	18	44	35	32	22	10	0	0	14	14	31	11	1	2	5	0	29	6	2	3	14	15	1	2	3	4	3	1	1									
10	Число действительных избирательных бюллетеней	10365	257	418	266	604	431	718	601	684	779	510	327	227	57	73	372	409	542	394	98	46	107	54	600	234	123	104	554	212	111	112	36	113	40	109	43									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	465	10	20	10	15	15	25	20	30	25	25	15	10	5	5	20	25	25	20	5	3	3	3	30	10	5	5	30	10	10	10	5	5	3	5	3									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	179	3	12	2	8	10	13	16	13	18	12	2	1	2	0	12	7	3	2	0	0	3	0	8	2	4	5	10	2	2	1	2	1	1	0	2									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	165	3	4	0	0	4	14	12	5	0	7	1	4	12	6	3	3	8	3	5	2	1	2	8	3	4	2	13	1	1	7	5	2	8	10	2									
14	Число погашенных неиспользованных открепительных удостоверений	286	7	8	8	7	5	12	4	17	7	13	13	9	3	5	8	18	22	18	5	3	0	3	22	8	1	0	20	8	8	9	3	4	2	5	1									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	24	1	4	0	0	0	2	4	4	0	0	2	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																														
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	148	2	8	5	8	5	12	10	12	15	10	6	4	1	1	8	2	5	4	3	1	1	2	3	4	1	1	5	1	2	1	2	0	0	1	2									
		1.37%	0.75%	1.86%	1.81%	1.29%	1.12%	1.60%	1.62%	1.65%	1.84%	1.85%	1.72%	1.69%	1.75%	1.37%	2.07%	0.47%	0.87%	0.99%	3.03%	2.08%	0.89%	3.70%	0.48%	1.67%	0.80%	0.93%	0.88%	0.44%	1.79%	0.88%	5.13%	0.00%	0.00%	0.91%	4.55%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	305	10	5	9	15	13	14	10	20	29	26	13	6	4	0	9	11	9	13	2	2	3	0	12	9	2	6	17	15	3	6	0	6	2	2	2									
		2.83%	3.76%	1.16%	3.26%	2.42%	2.92%	1.87%	1.62%	2.75%	3.56%	4.80%	3.72%	2.53%	7.02%	0.00%	2.33%	2.60%	1.57%	3.21%	2.02%	4.17%	2.68%	0.00%	1.91%	3.75%	1.60%	5.61%	2.99%	6.61%	2.68%	5.26%	0.00%	5.13%	4.65%	1.82%	4.55%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	305	9	8	6	15	14	26	11	19	24	14	9	7	0	1	17	20	18	21	2	1	2	0	19	4	0	0	18	9	5	6	0	0	0	0	0									
		2.83%	3.38%	1.86%	2.17%	2.42%	3.15%	3.47%	1.78%	2.61%	2.95%	2.58%	2.58%	2.95%	0.00%	1.37%	4.40%	4.73%	3.14%	5.19%	2.02%	2.08%	1.79%	0.00%	3.02%	1.67%	0.00%	0.00%	3.17%	3.96%	4.46%	5.26%	0.00%	0.00%	0.00%	0.00%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	5124	122	195	118	304	221	361	310	324	372	217	172	105	29	48	177	195	264	192	49	27	49	34	344	107	59	60	267	103	50	56	22	58	28	64	21									
		47.54%	45.86%	45.35%	42.75%	49.11%	49.66%	48.20%	50.08%	44.51%	45.70%	40.04%	49.28%	44.30%	50.88%	65.75%	45.85%	46.10%	46.07%	47.41%	49.49%	56.25%	43.75%	62.96%	54.69%	44.58%	47.20%	56.07%	47.01%	45.37%	44.64%	49.12%	56.41%	49.57%	65.12%	58.18%	47.73%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	82	8	3	2	4	3	5	2	6	4	10	3	2	0	0	2	3	6	3	0	0	2	1	1	0	2	0	4	0	0	1	0	3	0	2	0									
		0.76%	3.01%	0.70%	0.72%	0.65%	0.67%	0.67%	0.32%	0.82%	0.49%	1.85%	0.86%	0.84%	0.00%	0.00%	0.52%	0.71%	1.05%	0.74%	0.00%	0.00%	1.79%	1.85%	0.16%	0.00%	1.60%	0.00%	0.70%	0.00%	0.00%	0.88%	0.00%	2.56%	0.00%	1.82%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	29	0	1	1	1	0	3	1	0	2	3	2	0	1	0	0	2	1	0	0	0	0	1	0	3	0	1	3	0	2	0	0	0	0	0	1									
		0.27%	0.00%	0.23%	0.36%	0.16%	0.00%	0.40%	0.16%	0.00%	0.25%	0.55%	0.57%	0.00%	1.75%	0.00%	0.00%	0.47%	0.17%	0.00%	0.00%	0.00%	0.00%	1.85%	0.00%	1.25%	0.00%	0.93%	0.53%	0.00%	1.79%	0.00%	0.00%	0.00%	0.00%	0.00%	2.27%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1736	46	56	43	92	58	109	78	112	130	81	51	53	7	12	73	65	91	72	23	6	25	7	102	39	33	18	109	41	27	25	5	22	2	15	8									
		16.11%	17.29%	13.02%	15.58%	14.86%	13.03%	14.55%	12.60%	15.38%	15.97%	14.94%	14.61%	22.36%	12.28%	16.44%	18.91%	15.37%	15.88%	17.78%	23.23%	12.50%	22.32%	12.96%	16.22%	16.25%	26.40%	16.82%	19.19%	18.06%	24.11%	21.93%	12.82%	18.80%	4.65%	13.64%	18.18%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	79	2	4	4	9	4	1	7	8	9	7	2	0	0	0	4	2	2	2	0	0	2	0	0	1	0	1	2	0	0	1	0	1	1	3	0									
		0.73%	0.75%	0.93%	1.45%	1.45%	0.90%	0.13%	1.13%	1.10%	1.11%	1.29%	0.57%	0.00%	0.00%	0.00%	1.04%	0.47%	0.35%	0.49%	0.00%	0.00%	1.79%	0.00%	0.00%	0.42%	0.00%	0.93%	0.35%	0.00%	0.00%	0.88%	0.00%	0.85%	2.33%	2.73%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	202	4	7	6	17	14	18	15	19	16	7	5	3	2	1	7	16	7	1	2	2	4	0	9	6	1	1	4	2	1	2	1	0	1	1	0									
		1.87%	1.50%	1.63%	2.17%	2.75%	3.15%	2.40%	2.42%	2.61%	1.97%	1.29%	1.43%	1.27%	3.51%	1.37%	1.81%	3.78%	1.22%	0.25%	2.02%	4.17%	3.57%	0.00%	1.43%	2.50%	0.80%	0.93%	0.70%	0.88%	0.89%	1.75%	2.56%	0.00%	2.33%	0.91%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	15	0	0	0	1	0	0	0	1	1	2	1	0	1	0	2	1	0	0	0	0	0	0	1	1	0	2	0	0	1	0	0	0	0	0	0									
		0.14%	0.00%	0.00%	0.00%	0.16%	0.00%	0.00%	0.00%	0.14%	0.12%	0.37%	0.29%	0.00%	1.75%	0.00%	0.52%	0.24%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.16%	0.42%	0.00%	1.87%	0.00%	0.00%	0.89%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	191	5	14	4	12	5	13	12	13	16	13	4	3	2	1	15	17	5	4	1	0	0	0	8	3	0	2	9	0	1	1	0	1	1	6	0									
		1.77%	1.88%	3.26%	1.45%	1.94%	1.12%	1.74%	1.94%	1.79%	1.97%	2.40%	1.15%	1.27%	3.51%	1.37%	3.89%	4.02%	0.87%	0.99%	1.01%	0.00%	0.00%	0.00%	1.27%	1.25%	0.00%	1.87%	1.58%	0.00%	0.89%	0.88%	0.00%	0.85%	2.33%	5.45%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1121	27	52	33	76	43	72	66	75	88	69	26	21	8	6	21	30	69	32	9	4	8	6	56	38	15	6	82	27	17	8	4	16	1	7	3									
		10.40%	10.15%	12.09%	11.96%	12.28%	9.66%	9.61%	10.66%	10.30%	10.81%	12.73%	7.45%	8.86%	14.04%	8.22%	5.44%	7.09%	12.04%	7.90%	9.09%	8.33%	7.14%	11.11%	8.90%	15.83%	12.00%	5.61%	14.44%	11.89%	15.18%	7.02%	10.26%	13.68%	2.33%	6.36%	6.82%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	47	2	2	2	2	5	2	1	4	4	0	2	0	0	0	2	1	2	4	1	0	0	0	5	0	1	0	3	0	0	0	0	0	1	0	1									
		0.44%	0.75%	0.47%	0.72%	0.32%	1.12%	0.27%	0.16%	0.55%	0.49%	0.00%	0.57%	0.00%	0.00%	0.00%	0.52%	0.24%	0.35%	0.99%	1.01%	0.00%	0.00%	0.00%	0.79%	0.00%	0.80%	0.00%	0.53%	0.00%	0.00%	0.00%	0.00%	0.00%	2.33%	0.00%	2.27%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	981	20	63	33	48	46	82	78	71	69	51	31	23	2	3	35	44	63	46	6	3	11	3	40	19	9	6	31	14	2	5	2	6	3	8	5									
		9.10%	7.52%	14.65%	11.96%	7.75%	10.34%	10.95%	12.60%	9.75%	8.48%	9.41%	8.88%	9.70%	3.51%	4.11%	9.07%	10.40%	10.99%	11.36%	6.06%	6.25%	9.82%	5.56%	6.36%	7.92%	7.20%	5.61%	5.46%	6.17%	1.79%	4.39%	5.13%	5.13%	6.98%	7.27%	11.36%									
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
