Выборы Президента Российской Федерации																																		
Дата голосования: 18.03.2018																																		
																																		
Наименование Избирательной комиссии:    Котельничская																																		
																																		
Сводная таблица итогов голосования																																		
																																		
	Число участковых избирательных комиссий	23																																
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	23																																
																																		
		Сумма	УИК №544	УИК №545	УИК №546	УИК №547	УИК №548	УИК №549	УИК №550	УИК №551	УИК №552	УИК №553	УИК №554	УИК №555	УИК №556	УИК №557	УИК №558	УИК №559	УИК №560	УИК №561	УИК №562	УИК №563	УИК №564	УИК №565	УИК №566									
1	"Число избирателей, включенных в список избирателей"	12644	270	1120	1101	295	513	478	566	784	707	265	321	999	354	670	621	214	948	354	145	214	184	914	607									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	12480	280	1100	1100	300	540	490	550	750	650	250	300	1000	350	650	640	200	950	350	140	200	160	930	600									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	6162	146	553	557	167	224	235	244	344	344	113	180	461	181	321	273	136	445	135	78	97	85	530	313									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	1284	15	49	53	22	49	55	102	121	27	24	24	160	30	118	98	12	67	76	34	21	19	47	61									
6	Число погашенных избирательных бюллетеней	5034	119	498	490	111	267	200	204	285	279	113	96	379	139	211	269	52	438	139	28	82	56	353	226									
7	Число избирательных бюллетеней в переносных ящиках для голосования	1284	15	49	53	22	49	55	102	121	27	24	24	160	30	118	98	12	67	76	34	21	19	47	61									
8	Число бюллетеней в стационарных ящиках для голосования	6162	146	553	557	167	224	235	244	344	344	113	180	461	181	321	273	136	445	135	78	97	85	530	313									
9	Число недействительных избирательных бюллетеней	61	2	3	9	0	3	4	3	3	1	0	0	4	2	2	2	1	13	0	0	2	1	6	0									
