Выборы Президента Российской Федерации																																																																						
Дата голосования: 02.03.2008																																																																						
																																																																						
"Наименование Избирательной комиссии:    Екатеринбург, Железнодорожная"																																																																						
																																																																						
Сводная таблица результатов выборов																																																																						
																																																																						
	Число участковых избирательных комиссий	63																																																																				
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	63																																																																				
																																																																						
		Сумма	УИК №694	УИК №695	УИК №696	УИК №1325	УИК №1326	УИК №1327	УИК №1328	УИК №1329	УИК №1330	УИК №1331	УИК №1332	УИК №1333	УИК №1334	УИК №1335	УИК №1336	УИК №1337	УИК №1338	УИК №1339	УИК №1340	УИК №1341	УИК №1342	УИК №1343	УИК №1344	УИК №1345	УИК №1346	УИК №1347	УИК №1348	УИК №1349	УИК №1350	УИК №1351	УИК №1352	УИК №1353	УИК №1354	УИК №1355	УИК №1356	УИК №1357	УИК №1358	УИК №1359	УИК №1360	УИК №1361	УИК №1362	УИК №1363	УИК №1364	УИК №1365	УИК №1366	УИК №1367	УИК №1368	УИК №1369	УИК №1370	УИК №1371	УИК №1372	УИК №1373	УИК №1374	УИК №1375	УИК №1376	УИК №1377	УИК №1378	УИК №1379	УИК №1380	УИК №1381	УИК №1382	УИК №1383	УИК №1384					
1	"Число избирателей, включенных в списки избирателей"	117777	2083	769	120	2197	1999	1535	1056	1252	1970	1631	1821	1612	2485	2259	1213	1686	1838	2118	235	1754	1612	1984	2096	2770	2086	2017	2365	2161	2735	2149	2800	2539	2336	2264	2173	2469	2954	2632	1702	2296	1826	2220	1728	3149	2574	3061	2461	2630	2452	2653	2216	2252	2555	2318	170	648	808	1686	109	129	276	300	1783					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	106050	1750	800	600	1950	1800	1400	950	1000	1750	1450	1650	1450	2250	2050	1150	1500	1700	2200	200	1700	1450	1750	1850	2500	1850	1800	2100	2000	2500	1950	2550	2250	2100	1950	2000	2250	2600	2150	1550	2100	1600	1950	1500	2550	2350	2500	2200	2500	2250	2300	1950	2000	2250	2050	150	500	800	1450	150	250	300	300	1650					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	64789	1462	769	120	1213	1133	961	645	690	1109	807	1122	963	1217	1371	726	1080	1070	1463	115	824	738	952	1146	1517	1126	1129	1257	1238	1515	1144	1549	1419	1250	1116	1076	1353	1557	1417	916	1280	944	1210	942	1693	1437	1490	1228	1315	1304	1318	1143	1154	1379	1166	100	336	431	884	93	129	276	214	1048					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	1600	9	0	0	48	48	30	22	101	36	18	29	22	63	73	16	11	2	16	2	9	28	15	16	13	14	19	17	15	23	18	26	17	8	12	25	20	81	12	20	16	15	12	13	14	10	68	26	10	20	31	19	15	9	123	17	21	35	46	16	0	0	86	24					
6	Число погашенных избирательных бюллетеней	39661	279	31	480	689	619	409	283	209	605	625	499	465	970	606	408	409	628	721	83	867	684	783	688	970	710	652	826	747	962	788	975	814	842	822	899	877	962	721	614	804	641	728	545	843	903	942	946	1175	926	951	788	831	862	761	33	143	334	520	41	121	24	0	578					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1600	9	0	0	48	48	30	22	101	36	18	29	22	63	73	16	11	2	16	2	9	28	15	16	13	14	19	17	15	23	18	26	17	8	12	25	20	81	12	20	16	15	12	13	14	10	68	26	10	20	31	19	15	9	123	17	21	35	46	16	0	0	86	24					
8	Число бюллетеней в стационарных ящиках для голосования	64669	1462	768	120	1208	1126	960	645	686	1104	801	1120	956	1212	1371	721	1080	1064	1456	115	824	736	952	1146	1505	1124	1128	1257	1237	1515	1142	1549	1419	1250	1116	1072	1353	1553	1417	916	1277	941	1208	936	1685	1437	1490	1227	1313	1304	1316	1143	1150	1379	1166	100	336	431	884	93	129	276	214	1048					
9	Число недействительных избирательных бюллетеней	1361	20	7	0	36	39	25	10	18	24	23	29	36	35	34	13	22	21	37	2	17	13	16	19	33	22	19	33	33	30	25	24	30	32	27	25	19	29	25	18	26	20	19	19	24	32	27	26	22	29	14	18	31	27	30	4	13	9	13	2	2	7	2	25					
