Выборы Президента Российской Федерации																																																																																	
Дата голосования: 04.03.2012																																																																																	
																																																																																	
Наименование Избирательной комиссии:    Екатеринбург, Железнодорожная																																																																																	
																																																																																	
Сводная таблица итогов голосования																																																																																	
																																																																																	
	Число участковых избирательных комиссий	70																																																																															
	Число участковых избирательных комиссий, приступивших к передаче сведений	70																																																																															
																																																																																	
		Сумма	УИК №244	УИК №245	УИК №620	УИК №679	УИК №694	УИК №695	УИК №696	УИК №960	УИК №961	УИК №964	УИК №1325	УИК №1326	УИК №1327	УИК №1328	УИК №1329	УИК №1330	УИК №1331	УИК №1332	УИК №1333	УИК №1334	УИК №1335	УИК №1336	УИК №1337	УИК №1338	УИК №1339	УИК №1340	УИК №1341	УИК №1342	УИК №1343	УИК №1344	УИК №1345	УИК №1346	УИК №1347	УИК №1348	УИК №1349	УИК №1350	УИК №1351	УИК №1352	УИК №1353	УИК №1354	УИК №1355	УИК №1356	УИК №1357	УИК №1358	УИК №1359	УИК №1360	УИК №1361	УИК №1362	УИК №1363	УИК №1364	УИК №1365	УИК №1366	УИК №1367	УИК №1368	УИК №1369	УИК №1370	УИК №1371	УИК №1372	УИК №1373	УИК №1374	УИК №1375	УИК №1376	УИК №1377	УИК №1378	УИК №1379	УИК №1380	УИК №1381	УИК №1382	УИК №1383	УИК №1384									
1	Число избирателей, включенных в список избирателей	117952	1959	1994	537	1375	1916	1561	1732	21	616	60	2103	1902	1439	1066	1072	1851	1697	1768	1509	2010	2110	1192	1982	1980	1362	223	1665	1627	1939	2693	2409	1979	1938	2267	2189	2247	2561	2067	2149	2268	1406	2076	2331	2171	2059	1685	1850	1716	2208	1639	2075	1426	2142	2123	2048	2298	2282	2408	2339	2175	2321	239	711	903	1718	76	2196	186	302	1808									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	107920	1750	1800	700	1250	1700	1450	1600	550	650	250	1900	1750	1300	950	950	1700	1450	1600	1300	1750	2000	1000	1800	1650	1250	200	1500	1450	1750	2450	2150	1850	1800	2100	1950	2100	2350	1900	1950	2050	1750	1900	2150	2000	1900	1500	1700	1600	1950	1500	1700	1250	1850	1950	1850	2100	2050	2100	2050	1950	2000	170	600	800	1550	300	1950	300	300	1550									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	68464	1081	1124	537	775	1154	879	947	21	602	60	1251	1145	940	641	691	1168	1066	1132	1006	1060	1384	824	1286	1156	900	85	822	857	918	1609	1389	1142	1126	1253	1254	1263	1438	1191	1282	1320	1023	1028	1356	1187	1093	946	1090	931	1267	909	1140	880	1178	1160	1075	1205	1363	1346	1287	1258	1241	141	420	436	913	76	1181	185	218	1152									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	1218	3	17	0	4	4	16	9	0	0	0	22	27	23	17	15	25	20	31	15	29	24	11	19	8	17	2	10	9	23	21	20	17	12	25	21	21	25	17	17	15	5	35	14	66	8	20	14	23	11	25	6	4	23	15	5	18	13	18	17	9	22	14	17	40	44	0	15	0	82	24									
6	Число погашенных избирательных бюллетеней	38238	666	659	163	471	542	555	644	529	48	190	627	578	337	292	244	507	364	437	279	661	592	165	495	486	333	113	668	584	809	820	741	691	662	822	675	816	887	692	651	715	722	837	780	747	799	534	596	646	672	566	554	366	649	775	770	877	674	736	746	683	737	15	163	324	593	224	754	115	0	374									
7	Число избирательных бюллетеней в переносных ящиках для голосования	1215	3	17	0	4	4	16	9	0	0	0	22	27	23	17	15	25	20	31	15	29	24	11	19	8	17	2	10	8	23	21	20	17	12	25	21	21	23	17	17	15	5	35	14	66	8	20	14	23	11	25	6	4	23	15	5	18	13	18	17	9	22	14	17	40	44	0	15	0	82	24									
8	Число бюллетеней в стационарных ящиках для голосования	68403	1081	1121	537	775	1154	879	947	21	602	60	1250	1143	939	639	691	1166	1066	1130	1005	1059	1383	822	1284	1156	895	85	821	857	918	1605	1386	1141	1126	1253	1254	1263	1438	1191	1280	1318	1019	1027	1356	1186	1093	946	1090	930	1266	909	1140	880	1178	1160	1074	1203	1360	1345	1287	1254	1241	141	420	436	913	76	1181	185	218	1148									
9	Число недействительных избирательных бюллетеней	1049	18	11	4	12	11	9	9	0	9	0	15	13	7	10	15	12	17	16	18	6	18	22	13	37	36	2	10	27	19	16	23	55	8	20	15	13	17	17	18	20	13	20	16	19	17	11	17	11	64	13	7	15	10	19	15	30	26	22	6	12	13	0	7	8	10	0	15	3	2	10									
10	Число действительных избирательных бюллетеней	68569	1066	1127	533	767	1147	886	947	21	593	60	1257	1157	955	646	691	1179	1069	1145	1002	1082	1389	811	1290	1127	876	85	821	838	922	1610	1383	1103	1130	1258	1260	1271	1444	1191	1279	1313	1011	1042	1354	1233	1084	955	1087	942	1213	921	1139	869	1191	1156	1064	1191	1347	1341	1298	1251	1250	155	430	468	947	76	1181	182	298	1162									
11	Число полученных открепительных  удостоверений	2850	45	40	0	40	55	40	30	0	0	0	50	40	35	30	35	50	50	45	25	60	45	35	60	45	70	5	45	35	40	50	50	50	50	50	45	70	55	55	45	45	40	40	60	45	65	35	55	35	60	40	45	50	50	50	50	50	55	60	50	50	45	10	10	20	35	0	50	0	10	70									
12	Число открепительных удостоверений, выданных избирателям на избирательном участке	2244	29	38	0	25	51	36	25	0	0	0	26	29	28	23	24	31	39	38	19	46	42	25	33	19	41	1	25	29	35	46	40	40	41	40	28	57	52	55	32	42	32	35	50	35	55	22	38	29	56	36	37	34	34	40	48	38	48	57	48	37	33	2	8	12	34	0	41	0	10	65									
13	Число избирателей, проголосовавших по открепительным удостоверениям	3237	37	24	537	22	28	19	30	21	18	60	31	39	24	30	34	26	111	45	103	143	94	91	57	36	51	10	29	26	61	35	37	30	11	35	19	32	31	58	47	30	18	18	25	40	18	52	17	22	84	36	72	48	51	24	35	29	20	45	46	21	38	34	45	17	26	21	21	68	6	38									
14	Число неиспользованных открепительных удостоверений	606	16	2	0	15	4	4	5	0	0	0	24	11	7	7	11	19	11	7	6	14	3	10	27	26	29	4	20	6	5	4	10	10	9	10	17	13	3	0	13	3	8	5	10	10	10	13	17	6	4	4	8	16	16	10	2	12	7	3	2	13	12	8	2	8	1	0	9	0	0	5									
