Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																							
Дата голосования: 04.12.2011																							
																							
Наименование Избирательной комиссии:    Курьинская																							
																							
Сводная таблица результатов выборов																							
																							
		Сумма	УИК №1016	УИК №1017	УИК №1018	УИК №1019	УИК №1020	УИК №1021	УИК №1022	УИК №1023	УИК №1024	УИК №1025	УИК №1026	УИК №1027	УИК №1028	УИК №1029	УИК №1030	УИК №1031					
1	"Число избирателей, внесенных в список избирателей"	9678	72	134	1036	87	373	1177	167	797	630	810	182	507	551	838	142	2175					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	8790	70	120	930	80	340	1070	150	720	570	750	160	450	500	750	130	2000					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	4997	41	84	500	59	192	594	92	349	305	429	115	248	384	419	78	1108					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	584	13	10	71	8	14	52	4	40	126	37	11	34	43	39	5	77					
6	Число погашенных избирательных бюллетеней	3209	16	26	359	13	134	424	54	331	139	284	34	168	73	292	47	815					
7	Число избирательных бюллетеней в переносных ящиках для голосования	584	13	10	71	8	14	52	4	40	126	37	11	34	43	39	5	77					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	4997	41	84	500	59	192	594	92	349	305	429	115	248	384	419	78	1108					
9	Число недействительных избирательных бюллетеней	92	0	0	7	2	4	6	3	5	3	10	2	6	11	12	2	19					
10	Число действительных избирательных бюллетеней	5489	54	94	564	65	202	640	93	384	428	456	124	276	416	446	81	1166					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	98	1	2	11	2	5	8	2	4	5	16	2	4	6	5	2	23					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	60	0	2	2	0	1	8	2	1	5	16	0	0	0	0	0	23					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	54	0	1	3	2	4	2	3	5	4	4	1	1	15	1	3	5					
14	Число погашенных неиспользованных открепительных удостоверений	38	1	0	9	2	4	0	0	3	0	0	2	4	6	5	2	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																							
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	677	3	12	64	7	30	113	16	26	35	63	12	49	37	62	10	138					
		12.13%	5.56%	12.77%	11.21%	10.45%	14.56%	17.49%	16.67%	6.68%	8.12%	13.52%	9.52%	17.38%	8.67%	13.54%	12.05%	11.65%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	595	4	16	82	9	23	72	12	33	46	54	11	22	56	34	4	117					
		10.66%	7.41%	17.02%	14.36%	13.43%	11.17%	11.15%	12.50%	8.48%	10.67%	11.59%	8.73%	7.80%	13.11%	7.42%	4.82%	9.87%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	31	1	0	4	0	1	3	0	0	1	4	0	3	3	1	0	10					
		0.56%	1.85%	0.00%	0.70%	0.00%	0.49%	0.46%	0.00%	0.00%	0.23%	0.86%	0.00%	1.06%	0.70%	0.22%	0.00%	0.84%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	1515	11	18	130	13	65	192	30	105	123	158	53	48	70	134	24	341					
		27.15%	20.37%	19.15%	22.77%	19.40%	31.55%	29.72%	31.25%	26.99%	28.54%	33.91%	42.06%	17.02%	16.39%	29.26%	28.92%	28.78%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	49	1	1	11	1	0	3	0	2	4	3	0	0	2	5	1	15					
		0.88%	1.85%	1.06%	1.93%	1.49%	0.00%	0.46%	0.00%	0.51%	0.93%	0.64%	0.00%	0.00%	0.47%	1.09%	1.20%	1.27%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	2614	34	47	273	35	83	256	35	218	218	173	48	154	248	210	42	540					
		46.84%	62.96%	50.00%	47.81%	52.24%	40.29%	39.63%	36.46%	56.04%	50.58%	37.12%	38.10%	54.61%	58.08%	45.85%	50.60%	45.57%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	8	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	5					
		0.14%	0.00%	0.00%	0.00%	0.00%	0.00%	0.15%	0.00%	0.00%	0.23%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.42%					
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
