Выборы Президента Российской Федерации																																																																						
Дата голосования: 02.03.2008																																																																						
																																																																						
Наименование Избирательной комиссии:    Фрунзенская N23																																																																						
																																																																						
Сводная таблица результатов выборов																																																																						
																																																																						
	Число участковых избирательных комиссий	63																																																																				
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	63																																																																				
																																																																						
		Сумма	УИК №1576	УИК №1577	УИК №1578	УИК №1579	УИК №1580	УИК №1581	УИК №1582	УИК №1583	УИК №1584	УИК №1585	УИК №1586	УИК №1587	УИК №1588	УИК №1589	УИК №1590	УИК №1591	УИК №1592	УИК №1593	УИК №1594	УИК №1595	УИК №1596	УИК №1597	УИК №1598	УИК №1599	УИК №1600	УИК №1601	УИК №1602	УИК №1603	УИК №1604	УИК №1605	УИК №1606	УИК №1607	УИК №1608	УИК №1609	УИК №1610	УИК №1611	УИК №1612	УИК №1613	УИК №1614	УИК №1615	УИК №1616	УИК №1617	УИК №1618	УИК №1619	УИК №1620	УИК №1621	УИК №1622	УИК №1623	УИК №1624	УИК №1625	УИК №1626	УИК №1627	УИК №1628	УИК №1629	УИК №1630	УИК №1631	УИК №1632	УИК №1633	УИК №1634	УИК №1635	УИК №1636	УИК №1637	УИК №1638					
1	"Число избирателей, включенных в списки избирателей"	127157	2066	2317	2080	1942	2381	1856	1617	1699	1480	2448	2206	2244	2082	2270	2573	2165	2399	2412	2555	2121	2104	1692	2222	2201	2385	1698	1942	2574	2034	2011	2186	1985	859	2102	1460	1714	1849	1891	1817	2278	2325	2445	2306	1985	1919	1888	1718	1660	1676	1920	1920	1860	1909	2011	2111	1957	2010	1589	1656	2140	2030	1975	2230					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	115600	2000	2000	2000	1800	2000	1500	1600	1500	1500	2000	2000	2000	2000	2000	2500	2000	2000	2000	2500	2000	2000	1500	2200	2000	2000	1500	1800	2200	2000	2000	2000	2000	700	2000	1300	1500	1500	1800	1700	2000	2000	2000	2000	2000	1500	1500	1500	1500	1500	2000	1800	1700	1700	2000	1800	1800	1700	1500	1500	2000	2000	2000	2000					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	79180	1226	1601	1220	1146	1525	932	1418	1013	922	1618	1368	1458	1261	1502	1550	1321	1366	1447	1601	1235	1197	995	1326	1302	1418	1163	1228	1736	1303	1334	1414	1293	500	1280	861	1003	1082	1515	1476	1393	1421	1478	1298	1277	1141	1211	1117	987	986	1144	1183	1127	1141	1195	1257	1163	1177	1130	973	1261	1270	1250	1444					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	1832	20	16	30	40	11	108	38	22	18	26	16	19	35	22	20	28	32	26	21	28	26	18	14	21	40	18	31	19	24	23	32	32	25	26	5	28	40	23	40	27	30	16	28	33	126	32	39	19	27	11	21	12	24	12	21	30	24	41	47	63	36	23	29					
6	Число погашенных избирательных бюллетеней	34588	754	383	750	614	464	460	144	465	560	356	616	523	704	476	930	651	602	527	878	737	777	487	860	677	542	319	541	445	673	643	554	675	175	694	434	469	378	262	184	580	549	506	674	690	233	257	344	494	487	845	596	561	535	793	522	607	499	329	480	676	694	727	527					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1832	20	16	30	40	11	108	38	22	18	26	16	19	35	22	20	28	32	26	21	28	26	18	14	21	40	18	31	19	24	23	32	32	25	26	5	28	40	23	40	27	30	16	28	33	126	32	39	19	27	11	21	12	24	12	21	30	24	41	47	63	36	23	29					
8	Число бюллетеней в стационарных ящиках для голосования	79018	1226	1601	1219	1137	1525	932	1418	1013	922	1607	1368	1458	1261	1502	1550	1321	1364	1438	1601	1233	1197	995	1319	1295	1418	1163	1228	1736	1296	1330	1407	1292	497	1280	860	1000	1077	1515	1476	1393	1421	1470	1295	1277	1141	1211	1117	983	983	1144	1157	1127	1135	1187	1248	1158	1175	1127	971	1259	1270	1248	1444					
9	Число недействительных избирательных бюллетеней	1535	33	34	20	20	34	18	96	15	21	43	19	13	14	26	32	26	24	26	29	21	21	13	28	30	28	21	16	20	13	24	10	18	4	17	25	11	26	2	3	17	27	27	23	18	10	20	10	24	103	26	23	16	27	22	45	26	29	23	15	26	28	27	29					
