Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																							
Дата голосования: 02.12.2007																																																							
																																																							
Наименование Избирательной комиссии:    Серовская городская																																																							
																																																							
Сводная таблица результатов выборов																																																							
																																																							
		Сумма	УИК №2467	УИК №2468	УИК №2469	УИК №2470	УИК №2471	УИК №2472	УИК №2473	УИК №2474	УИК №2475	УИК №2476	УИК №2477	УИК №2478	УИК №2479	УИК №2480	УИК №2481	УИК №2482	УИК №2483	УИК №2484	УИК №2485	УИК №2486	УИК №2487	УИК №2488	УИК №2489	УИК №2490	УИК №2491	УИК №2492	УИК №2493	УИК №2494	УИК №2495	УИК №2496	УИК №2497	УИК №2498	УИК №2499	УИК №2500	УИК №2501	УИК №2502	УИК №2503	УИК №2504	УИК №2505	УИК №2506	УИК №2507	УИК №2508	УИК №2509	УИК №2510	УИК №2511	УИК №2512	УИК №2513	УИК №2514					
1	"Число избирателей, внесенных в списки избирателей"	71127	618	1863	1697	1365	1401	1520	1231	1176	1490	1609	1616	1616	1874	1623	1528	1516	1733	1561	1491	1444	1300	1784	1543	1537	1653	2083	1690	1593	1934	1257	1764	2364	1206	1986	1567	1629	851	1108	696	917	326	1993	1849	1786	1663	1534	1375	167					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	67700	600	1700	1650	1300	1300	1400	1200	1150	1450	1450	1550	1550	1800	1600	1500	1450	1650	1500	1400	1400	1250	1650	1500	1500	1550	1900	1650	1500	1900	1200	1700	2250	1150	1900	1500	1550	800	950	650	900	250	1900	1800	1700	1550	1500	1300	150					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	40871	363	990	921	704	798	857	675	628	857	980	914	827	1118	1012	912	962	1150	1018	857	890	847	1042	991	982	1067	1028	1121	1047	1166	819	1113	1352	624	1118	676	837	521	491	401	530	113	1155	1027	1035	957	732	596	50					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	2061	205	23	20	15	47	45	14	54	13	71	15	22	48	27	18	25	38	25	22	36	27	82	38	20	77	108	19	21	15	48	31	31	50	17	39	57	16	76	63	16	82	20	22	27	60	56	130	30					
6	Число погашенных избирательных бюллетеней	24768	32	687	709	581	455	498	511	468	580	399	621	701	634	561	570	463	462	457	521	474	376	526	471	498	406	764	510	432	719	333	556	867	476	765	785	656	263	383	186	354	55	725	751	638	533	712	574	70					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2061	205	23	20	15	47	45	14	54	13	71	15	22	48	27	18	25	38	25	22	36	27	82	38	20	77	108	19	21	15	48	31	31	50	17	39	57	16	76	63	16	82	20	22	27	60	56	130	30					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	40867	363	990	921	704	798	857	675	628	857	980	914	827	1118	1012	912	962	1150	1018	857	890	847	1042	989	982	1066	1028	1121	1047	1166	819	1112	1352	624	1118	676	837	521	491	401	530	113	1155	1027	1035	957	732	596	50					
9	Число недействительных избирательных бюллетеней	368	6	10	11	6	2	10	9	6	7	8	7	5	9	10	5	8	4	18	4	7	12	6	5	11	16	10	4	11	10	7	9	17	2	19	5	5	7	1	0	5	3	12	7	11	7	4	9	1					
10	Число действительных избирательных бюллетеней	42560	562	1003	930	713	843	892	680	676	863	1043	922	844	1157	1029	925	979	1184	1025	875	919	862	1118	1022	991	1127	1126	1136	1057	1171	860	1134	1366	672	1116	710	889	530	566	464	541	192	1163	1042	1051	1010	784	717	79					
