Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																
Дата голосования: 07.12.2003 0:00:00																																																
																																																
Наименование Избирательной комиссии:    Олекминская																																																
																																																
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																
																																																
		Сумма	УИК №446	УИК №447	УИК №448	УИК №449	УИК №450	УИК №451	УИК №452	УИК №453	УИК №454	УИК №455	УИК №456	УИК №457	УИК №458	УИК №459	УИК №460	УИК №461	УИК №462	УИК №463	УИК №464	УИК №465	УИК №466	УИК №467	УИК №468	УИК №469	УИК №470	УИК №471	УИК №472	УИК №473	УИК №474	УИК №475	УИК №476	УИК №477	УИК №478	УИК №479	УИК №480	УИК №481	УИК №482	УИК №483	УИК №484	УИК №485	УИК №486					
1	"Число избирателей, внесенных в списки"	16685	53	422	241	88	370	301	797	496	72	568	45	305	374	238	558	212	665	216	308	484	233	134	474	78	581	168	158	127	258	455	77	1120	1027	925	1213	538	823	793	209	326	155					
2	"Число бюллетеней, полученных участковыми комиссиями"	15153	61	499	237	87	374	299	820	510	79	547	52	295	367	252	534	220	650	221	301	461	239	134	474	76	590	169	158	129	256	450	73	800	715	750	750	500	650	700	220	300	154					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	120	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	54	0	0	7	0	0	0	0	0	0	0	0	9	13	0	0	0	0	0	0	11	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	11126	45	385	233	58	261	251	705	401	23	431	45	230	279	195	331	173	395	175	196	317	204	125	333	73	447	147	143	115	154	257	51	505	519	597	679	258	434	457	166	202	131					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1028	0	37	0	7	23	10	27	42	45	50	0	26	18	10	53	5	75	25	31	30	26	0	40	0	70	12	3	0	4	48	7	32	82	64	37	18	42	20	3	6	0					
6	Число погашенных бюллетеней	2879	16	77	4	22	90	38	88	67	11	66	7	39	70	21	150	42	180	21	74	60	9	9	94	3	73	10	12	14	98	145	15	254	101	89	34	224	174	223	51	81	23					
7	Число бюллетеней в переносных ящиках для голосования	1148	0	37	0	7	23	10	27	42	45	50	0	26	18	36	53	5	75	25	31	84	26	0	47	0	70	12	3	0	4	48	7	41	95	64	37	18	42	20	3	17	0					
8	Число бюллетеней в стационарных ящиках для голосования	11125	45	385	233	58	261	251	705	401	23	431	45	230	279	195	331	173	395	175	196	317	204	125	332	73	447	147	143	115	154	257	51	505	519	597	679	258	434	457	166	202	131					
9	Число недействительных бюллетеней	163	4	3	0	0	6	5	0	6	0	6	1	3	2	0	8	8	13	5	3	6	1	5	7	0	3	1	0	1	4	12	0	3	10	10	3	4	6	7	4	1	2					
10	Число действительных бюллетеней	12110	41	419	233	65	278	256	732	437	68	475	44	253	295	231	376	170	457	195	224	395	229	120	372	73	514	158	146	114	154	293	58	543	604	651	713	272	470	470	165	218	129					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	285	2	2	2	3	8	13	25	14	3	5	6	9	4	6	16	3	11	2	5	18	10	2	2	2	6	3	4	3	3	3	3	10	10	11	10	10	10	10	3	5	8					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	172	0	1	0	0	5	11	14	13	3	3	5	6	3	4	13	2	9	0	5	14	6	0	0	0	4	1	1	2	3	1	3	8	0	10	3	2	3	6	0	4	4					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	68	0	0	1	0	0	6	1	2	1	4	2	2	0	2	1	1	2	1	1	2	1	0	2	0	0	0	0	0	0	0	0	10	10	7	2	1	3	1	0	1	1					
14	Число погашенных открепительных удостоверений	113	2	1	2	3	3	2	11	1	0	2	1	3	1	2	3	1	2	2	0	4	4	2	2	2	2	2	3	1	0	2	0	2	10	1	7	8	7	4	3	1	4					
15	Число открепительных удостоверений выданных ТИК	5	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																
18	"1. ""ЕДИНЕНИЕ"""	309	0	10	2	4	1	5	25	11	1	27	0	7	9	10	11	6	22	3	14	15	7	0	7	1	14	2	1	4	9	13	0	6	8	10	9	10	8	8	4	1	4					
		2.51%	0.0%	2.36%	0.85%	6.15%	0.35%	1.91%	3.41%	2.48%	1.47%	5.61%	0.0%	2.73%	3.03%	4.32%	2.86%	3.37%	4.68%	1.5%	6.16%	3.74%	3.04%	0.0%	1.84%	1.36%	2.70%	1.25%	0.68%	3.47%	5.69%	4.26%	0.0%	1.09%	1.30%	1.51%	1.25%	3.62%	1.68%	1.67%	2.36%	0.45%	3.05%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	576	0	8	0	1	2	4	13	28	3	51	8	39	35	21	26	12	19	8	6	17	0	0	11	0	29	15	4	3	8	2	0	34	37	23	43	8	20	33	1	3	1					
		4.69%	0.0%	1.89%	0.0%	1.53%	0.70%	1.53%	1.77%	6.32%	4.41%	10.60%	17.77%	15.23%	11.78%	9.09%	6.77%	6.74%	4.04%	4.0%	2.64%	4.23%	0.0%	0.0%	2.90%	0.0%	5.60%	9.43%	2.73%	2.60%	5.06%	0.65%	0.0%	6.22%	6.02%	3.47%	6.00%	2.89%	4.20%	6.91%	0.59%	1.36%	0.76%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	296	5	13	2	2	4	4	10	5	3	16	2	4	10	6	5	4	8	6	8	10	7	3	12	0	9	8	8	17	14	4	1	13	16	13	15	8	7	7	4	2	1					
		2.41%	11.11%	3.08%	0.85%	3.07%	1.40%	1.53%	1.36%	1.12%	4.41%	3.32%	4.44%	1.56%	3.36%	2.59%	1.30%	2.24%	1.70%	3.0%	3.52%	2.49%	3.04%	2.4%	3.16%	0.0%	1.74%	5.03%	5.47%	14.78%	8.86%	1.31%	1.72%	2.38%	2.60%	1.96%	2.09%	2.89%	1.47%	1.46%	2.36%	0.91%	0.76%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	144	0	0	2	0	0	0	8	1	1	5	0	4	0	1	4	1	5	2	6	0	1	0	4	0	2	3	2	0	3	1	0	12	17	17	17	3	6	6	3	5	2					
		1.17%	0.0%	0.0%	0.85%	0.0%	0.0%	0.0%	1.09%	0.22%	1.47%	1.03%	0.0%	1.56%	0.0%	0.43%	1.04%	0.56%	1.06%	1.0%	2.64%	0.0%	0.43%	0.0%	1.05%	0.0%	0.38%	1.88%	1.36%	0.0%	1.89%	0.32%	0.0%	2.19%	2.76%	2.57%	2.37%	1.08%	1.26%	1.25%	1.77%	2.28%	1.52%					
22	"5. ""За Русь Святую"""	38	0	1	0	0	0	0	2	0	0	2	0	1	0	0	3	0	3	5	2	1	1	0	1	0	1	0	0	0	0	0	0	1	3	2	4	0	3	0	0	1	1					
		0.30%	0.0%	0.23%	0.0%	0.0%	0.0%	0.0%	0.27%	0.0%	0.0%	0.41%	0.0%	0.39%	0.0%	0.0%	0.78%	0.0%	0.63%	2.5%	0.88%	0.24%	0.43%	0.0%	0.26%	0.0%	0.19%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.18%	0.48%	0.30%	0.55%	0.0%	0.63%	0.0%	0.0%	0.45%	0.76%					
23	"6. ""Объединенная Российская партия ""Русь"""	14	0	0	0	0	0	0	0	1	1	0	1	1	1	0	2	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0					
		0.11%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.22%	1.47%	0.0%	2.22%	0.39%	0.33%	0.0%	0.52%	0.0%	0.42%	0.5%	0.0%	0.24%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.13%	0.0%	0.0%	0.0%	1.18%	0.0%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	39	0	1	1	0	1	0	2	0	0	1	0	0	0	1	0	1	3	0	0	2	0	0	0	1	4	0	0	3	1	0	1	0	1	1	5	0	2	6	1	0	0					
		0.31%	0.0%	0.23%	0.42%	0.0%	0.35%	0.0%	0.27%	0.0%	0.0%	0.20%	0.0%	0.0%	0.0%	0.43%	0.0%	0.56%	0.63%	0.0%	0.0%	0.49%	0.0%	0.0%	0.0%	1.36%	0.77%	0.0%	0.0%	2.60%	0.63%	0.0%	1.72%	0.0%	0.16%	0.15%	0.69%	0.0%	0.42%	1.25%	0.59%	0.0%	0.0%					
25	"8. ""Народно-республиканская партия России"""	13	0	1	0	0	1	0	0	2	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	1	0	0	1	0	0					
		0.10%	0.0%	0.23%	0.0%	0.0%	0.35%	0.0%	0.0%	0.45%	0.0%	0.20%	0.0%	0.39%	0.33%	0.0%	0.26%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.19%	0.0%	0.68%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.13%	0.36%	0.0%	0.0%	0.59%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	14	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	1	1	0	2	1	0	0					
		0.11%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.33%	0.43%	0.26%	0.56%	0.0%	0.5%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.18%	0.16%	0.30%	0.13%	0.36%	0.0%	0.41%	0.59%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	280	1	9	5	3	0	2	16	12	3	19	1	10	7	4	24	10	25	9	2	8	1	12	12	0	7	0	9	1	3	11	0	4	8	12	13	4	5	3	3	1	1					
		2.28%	2.22%	2.13%	2.14%	4.61%	0.0%	0.76%	2.18%	2.70%	4.41%	3.95%	2.22%	3.90%	2.35%	1.73%	6.25%	5.61%	5.31%	4.5%	0.88%	1.99%	0.43%	9.6%	3.16%	0.0%	1.35%	0.0%	6.16%	0.86%	1.89%	3.60%	0.0%	0.73%	1.30%	1.81%	1.81%	1.44%	1.05%	0.62%	1.77%	0.45%	0.76%					
28	"11. ""Истинные патриоты России"""	25	0	1	1	0	0	3	1	1	0	0	0	1	2	0	0	0	3	0	2	1	1	0	0	0	0	1	0	0	2	1	0	0	0	0	0	0	3	0	1	0	0					
		0.20%	0.0%	0.23%	0.42%	0.0%	0.0%	1.14%	0.13%	0.22%	0.0%	0.0%	0.0%	0.39%	0.67%	0.0%	0.0%	0.0%	0.63%	0.0%	0.88%	0.24%	0.43%	0.0%	0.0%	0.0%	0.0%	0.62%	0.0%	0.0%	1.26%	0.32%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.63%	0.0%	0.59%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	56	0	2	0	0	3	0	4	1	0	1	3	1	1	3	0	1	5	1	1	0	2	0	3	0	1	1	3	0	0	1	0	2	4	3	4	1	1	0	3	0	0					
		0.45%	0.0%	0.47%	0.0%	0.0%	1.05%	0.0%	0.54%	0.22%	0.0%	0.20%	6.66%	0.39%	0.33%	1.29%	0.0%	0.56%	1.06%	0.5%	0.44%	0.0%	0.86%	0.0%	0.79%	0.0%	0.19%	0.62%	2.05%	0.0%	0.0%	0.32%	0.0%	0.36%	0.65%	0.45%	0.55%	0.36%	0.21%	0.0%	1.77%	0.0%	0.0%					
30	"13. ""Демократическая партия России"""	18	0	1	0	0	0	0	3	0	0	0	0	0	0	3	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	2	1	0	1					
		0.14%	0.0%	0.23%	0.0%	0.0%	0.0%	0.0%	0.40%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.29%	0.0%	0.0%	0.21%	0.0%	0.0%	0.0%	0.86%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.32%	0.0%	0.18%	0.16%	0.15%	0.0%	0.0%	0.0%	0.41%	0.59%	0.0%	0.76%					
31	"14. ""Великая Россия - Евразийский Союз"""	47	0	1	0	0	0	1	10	0	0	6	2	2	1	0	1	0	1	2	0	0	0	0	0	0	3	0	0	1	0	0	0	3	4	2	3	0	2	1	0	0	1					
		0.38%	0.0%	0.23%	0.0%	0.0%	0.0%	0.38%	1.36%	0.0%	0.0%	1.24%	4.44%	0.78%	0.33%	0.0%	0.26%	0.0%	0.21%	1.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.58%	0.0%	0.0%	0.86%	0.0%	0.0%	0.0%	0.54%	0.65%	0.30%	0.41%	0.0%	0.42%	0.20%	0.0%	0.0%	0.76%					
32	"15. ""Партия СЛОН"""	10	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0					
		0.08%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.13%	0.0%	0.0%	0.20%	0.0%	0.0%	0.0%	0.43%	0.0%	0.0%	0.0%	0.5%	0.0%	0.24%	0.0%	0.0%	0.0%	0.0%	0.19%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.16%	0.0%	0.41%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	792	0	11	2	1	8	19	59	47	1	25	0	15	14	14	19	18	29	9	14	80	9	21	12	5	27	7	17	9	15	22	1	25	43	40	39	21	37	34	5	14	4					
		6.45%	0.0%	2.60%	0.85%	1.53%	2.81%	7.27%	8.06%	10.60%	1.47%	5.19%	0.0%	5.85%	4.71%	6.06%	4.94%	10.11%	6.17%	4.5%	6.16%	19.95%	3.91%	16.8%	3.16%	6.84%	5.22%	4.40%	11.64%	7.82%	9.49%	7.21%	1.72%	4.57%	7.00%	6.05%	5.44%	7.60%	7.77%	7.12%	2.95%	6.39%	3.05%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	31	0	0	1	1	1	0	0	0	2	1	0	0	0	0	0	0	2	0	0	4	2	0	0	0	2	1	1	0	0	1	0	2	1	3	4	0	0	2	0	0	0					
		0.25%	0.0%	0.0%	0.42%	1.53%	0.35%	0.0%	0.0%	0.0%	2.94%	0.20%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.42%	0.0%	0.0%	0.99%	0.86%	0.0%	0.0%	0.0%	0.38%	0.62%	0.68%	0.0%	0.0%	0.32%	0.0%	0.36%	0.16%	0.45%	0.55%	0.0%	0.0%	0.41%	0.0%	0.0%	0.0%					
35	"18. ""ЛДПР"""	605	4	24	20	3	11	9	14	8	0	8	0	4	1	5	20	1	30	4	21	9	18	6	28	0	10	3	2	0	2	16	3	46	40	48	45	32	35	29	12	19	15					
		4.92%	8.88%	5.68%	8.58%	4.61%	3.87%	3.44%	1.91%	1.80%	0.0%	1.66%	0.0%	1.56%	0.33%	2.16%	5.20%	0.56%	6.38%	2.0%	9.25%	2.24%	7.82%	4.8%	7.38%	0.0%	1.93%	1.88%	1.36%	0.0%	1.26%	5.24%	5.17%	8.42%	6.51%	7.26%	6.28%	11.59%	7.35%	6.07%	7.10%	8.67%	11.45%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	329	1	2	4	0	7	7	48	18	4	34	2	10	8	13	3	1	5	7	6	10	2	0	5	3	20	3	3	6	2	3	0	11	10	10	23	5	11	9	6	6	1					
		2.68%	2.22%	0.47%	1.71%	0.0%	2.46%	2.68%	6.55%	4.06%	5.88%	7.06%	4.44%	3.90%	2.69%	5.62%	0.78%	0.56%	1.06%	3.5%	2.64%	2.49%	0.86%	0.0%	1.31%	4.10%	3.86%	1.88%	2.05%	5.21%	1.26%	0.98%	0.0%	2.01%	1.62%	1.51%	3.21%	1.81%	2.31%	1.88%	3.55%	2.73%	0.76%					
37	"20. ""Политическая партия ""Единая Россия"""	6640	26	272	188	40	210	143	394	243	47	225	18	118	130	122	204	92	226	94	128	170	164	73	256	58	272	71	67	54	28	170	45	276	300	336	391	148	259	265	108	132	77					
		54.10%	57.77%	64.45%	80.68%	61.53%	73.94%	54.78%	53.82%	54.85%	69.11%	46.77%	40.0%	46.09%	43.77%	52.81%	53.12%	51.68%	48.08%	47.0%	56.38%	42.39%	71.30%	58.4%	67.54%	79.45%	52.61%	44.65%	45.89%	46.95%	17.72%	55.73%	77.58%	50.54%	48.85%	50.83%	54.60%	53.62%	54.41%	55.55%	63.90%	60.27%	58.77%					
38	"21. ""Российская Конституционно-демократическая партия"""	37	1	0	0	3	1	2	2	0	0	2	0	1	2	2	0	0	0	0	0	2	1	0	2	1	5	0	0	0	2	3	0	0	1	1	1	0	0	1	0	1	0					
		0.30%	2.22%	0.0%	0.0%	4.61%	0.35%	0.76%	0.27%	0.0%	0.0%	0.41%	0.0%	0.39%	0.67%	0.86%	0.0%	0.0%	0.0%	0.0%	0.0%	0.49%	0.43%	0.0%	0.52%	1.36%	0.96%	0.0%	0.0%	0.0%	1.26%	0.98%	0.0%	0.0%	0.16%	0.15%	0.13%	0.0%	0.0%	0.20%	0.0%	0.45%	0.0%					
39	"22. ""Развитие предпринимательства"""	22	0	0	0	0	0	1	4	2	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	2	1	0	0	1	5	1	0	1	0					
		0.17%	0.0%	0.0%	0.0%	0.0%	0.0%	0.38%	0.54%	0.45%	0.0%	0.20%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.21%	0.0%	0.0%	0.0%	0.43%	0.0%	0.0%	0.0%	0.19%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.36%	0.16%	0.0%	0.0%	0.36%	1.05%	0.20%	0.0%	0.45%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	1414	2	51	3	7	20	55	94	42	1	40	6	23	65	17	42	20	49	35	11	49	6	3	13	3	93	39	23	13	62	37	3	84	80	105	65	27	47	46	4	20	9					
		11.52%	4.44%	12.08%	1.28%	10.76%	7.04%	21.07%	12.84%	9.48%	1.47%	8.31%	13.33%	8.98%	21.88%	7.35%	10.93%	11.23%	10.42%	17.5%	4.84%	12.21%	2.60%	2.4%	3.43%	4.10%	17.98%	24.52%	15.75%	11.30%	39.24%	12.13%	5.17%	15.38%	13.02%	15.88%	9.07%	9.78%	9.87%	9.64%	2.36%	9.13%	6.87%					
																																																
