Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																							
Дата голосования: 02.12.2007																																							
																																							
Наименование Избирательной комиссии:    Балтасинская																																							
																																							
Сводная таблица результатов выборов																																							
																																							
		Сумма	УИК №1058	УИК №1059	УИК №1060	УИК №1061	УИК №1062	УИК №1063	УИК №1064	УИК №1065	УИК №1066	УИК №1067	УИК №1068	УИК №1069	УИК №1070	УИК №1071	УИК №1072	УИК №1073	УИК №1074	УИК №1075	УИК №1076	УИК №1077	УИК №1078	УИК №1079	УИК №1080	УИК №1081	УИК №1082	УИК №1083	УИК №1084	УИК №1085	УИК №1086	УИК №1087	УИК №1088	УИК №1089					
1	"Число избирателей, внесенных в списки избирателей"	24585	1387	1459	859	402	532	330	878	543	876	523	1837	765	776	374	499	225	1330	721	733	653	384	434	717	343	217	1645	464	822	156	935	1373	1393					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	24658	1384	1453	865	403	532	329	885	544	880	529	1832	773	772	372	505	222	1348	725	737	658	383	442	724	347	216	1635	464	821	155	939	1377	1407					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	22692	1328	1406	787	376	511	322	850	496	755	433	1688	700	727	357	435	188	1146	701	685	630	375	429	586	325	195	1503	449	774	150	760	1307	1318					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1477	0	3	70	25	19	7	27	41	111	81	115	60	38	13	63	32	180	16	43	21	8	2	131	18	21	97	10	47	4	131	27	16					
6	Число погашенных избирательных бюллетеней	489	56	44	8	2	2	0	8	7	14	15	29	13	7	2	7	2	22	8	9	7	0	11	7	4	0	35	5	0	1	48	43	73					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1477	0	3	70	25	19	7	27	41	111	81	115	60	38	13	63	32	180	16	43	21	8	2	131	18	21	97	10	47	4	131	27	16					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	22691	1328	1406	786	376	511	322	850	496	755	433	1688	700	727	357	435	188	1146	701	685	630	375	429	586	325	195	1503	449	774	150	760	1307	1318					
9	Число недействительных избирательных бюллетеней	132	3	26	0	2	0	3	0	0	0	0	10	2	0	0	5	2	0	0	30	3	1	0	0	5	0	3	0	17	4	0	8	8					
10	Число действительных избирательных бюллетеней	24036	1325	1383	856	399	530	326	877	537	866	514	1793	758	765	370	493	218	1326	717	698	648	382	431	717	338	216	1597	459	804	150	891	1326	1326					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	248	15	11	9	4	5	3	7	4	9	5	13	9	8	7	7	2	18	7	7	6	2	7	13	5	2	10	5	8	2	9	11	18					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	188	15	10	6	3	2	2	7	3	3	5	10	9	3	4	7	0	18	6	4	4	0	7	11	5	0	5	2	5	0	4	11	17					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	76	9	5	1	0	2	1	1	2	0	1	10	1	6	2	2	2	1	2	0	1	1	1	3	1	1	6	2	2	1	1	5	3					
14	Число погашенных неиспользованных открепительных удостоверений	60	0	1	3	1	3	1	0	1	6	0	3	0	5	3	0	2	0	1	3	2	2	0	2	0	2	5	3	3	2	5	0	1					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
