Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																					
Дата голосования: 07.12.2003 0:00:00																																																					
																																																					
Наименование Избирательной комиссии:    Усманская																																																					
																																																					
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																					
																																																					
		Сумма	УИК №809	УИК №810	УИК №811	УИК №812	УИК №813	УИК №814	УИК №815	УИК №816	УИК №817	УИК №818	УИК №819	УИК №820	УИК №821	УИК №822	УИК №823	УИК №824	УИК №825	УИК №826	УИК №827	УИК №828	УИК №829	УИК №830	УИК №831	УИК №832	УИК №833	УИК №834	УИК №835	УИК №836	УИК №837	УИК №838	УИК №839	УИК №840	УИК №841	УИК №842	УИК №843	УИК №844	УИК №845	УИК №846	УИК №847	УИК №848	УИК №849	УИК №850	УИК №851	УИК №852	УИК №853	УИК №854					
1	"Число избирателей, внесенных в списки"	38957	1248	826	1521	1996	2037	2044	1856	1594	2120	554	584	308	501	697	1156	1343	1125	303	310	831	425	457	625	885	281	484	782	725	827	590	227	521	1073	2254	1025	379	243	358	582	1064	649	202	406	188	384	367					
2	"Число бюллетеней, полученных участковыми комиссиями"	38724	1212	788	1499	1865	2046	2052	1826	1603	2044	549	598	307	511	696	1208	1272	1129	307	312	818	464	457	648	894	311	479	770	751	685	737	233	516	1128	2167	1019	346	255	360	580	1068	664	208	408	186	376	372					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	16184	449	325	531	724	831	971	718	611	733	292	258	162	290	293	570	628	572	149	167	377	145	175	309	281	132	264	243	268	347	235	82	295	453	621	274	193	112	209	353	537	210	136	246	107	170	136					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	3629	69	67	39	138	55	23	69	62	114	80	25	89	33	75	158	98	130	34	74	34	39	133	43	51	83	62	122	103	27	35	44	69	103	298	153	41	47	44	44	118	227	26	83	29	76	63					
6	Число погашенных бюллетеней	18911	694	396	929	1003	1160	1058	1039	930	1197	177	315	56	188	328	480	546	427	124	71	407	280	149	296	562	96	153	405	380	311	467	107	152	572	1248	592	112	96	107	183	413	227	46	79	50	130	173					
7	Число бюллетеней в переносных ящиках для голосования	3628	69	67	39	138	55	23	69	62	114	80	25	89	33	75	158	98	130	34	74	34	39	133	43	51	83	62	122	103	27	35	44	69	103	298	153	41	47	44	44	118	227	26	82	29	76	63					
8	Число бюллетеней в стационарных ящиках для голосования	16186	449	325	531	724	831	971	718	611	733	292	258	162	290	293	570	628	572	149	167	377	145	175	309	281	132	264	243	268	347	235	82	295	453	624	274	193	112	209	353	537	209	136	246	107	170	136					
9	Число недействительных бюллетеней	445	3	7	1	9	13	7	11	2	16	11	7	10	18	18	16	24	13	7	12	10	12	4	1	5	1	10	11	13	17	11	3	2	6	24	12	2	0	16	22	26	0	5	10	5	7	5					
10	Число действительных бюллетеней	19369	515	385	569	853	873	987	776	671	831	361	276	241	305	350	712	702	689	176	229	401	172	304	351	327	214	316	354	358	357	259	123	362	550	898	415	232	159	237	375	629	436	157	318	131	239	194					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	600	19	10	19	20	20	20	19	19	20	10	10	10	10	10	19	19	19	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	19	20	19	10	10	10	10	19	10	10	10	10	10	10					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	60	3	2	6	3	1	11	3	3	0	0	2	0	0	0	2	7	0	0	0	0	1	0	0	2	0	0	0	0	2	1	0	2	1	2	1	2	0	0	0	0	0	0	3	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	70	2	0	2	1	0	6	1	4	0	2	2	0	0	2	4	0	1	0	0	0	1	3	0	1	2	0	3	1	1	1	2	3	1	3	1	0	1	2	0	0	1	1	2	4	7	2					
14	Число погашенных открепительных удостоверений	540	16	8	13	17	19	9	16	16	20	10	8	10	10	10	17	12	19	10	10	10	9	10	10	8	10	10	10	10	8	9	10	8	18	18	18	8	10	10	10	19	10	10	7	10	10	10					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																					
