Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																				
Дата голосования: 02.12.2007																				
																				
Наименование Избирательной комиссии:    Гаринская																				
																				
Сводная таблица результатов выборов																				
																				
		Сумма	УИК №333	УИК №334	УИК №335	УИК №336	УИК №337	УИК №338	УИК №339	УИК №340	УИК №341	УИК №342	УИК №343	УИК №344	УИК №345					
1	"Число избирателей, внесенных в списки избирателей"	3790	1335	459	558	98	256	62	30	69	114	628	34	55	92					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	3797	1267	460	560	110	270	65	35	95	115	620	40	65	95					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	2303	834	228	307	71	210	47	11	42	88	324	25	42	74					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	357	102	60	80	16	9	7	7	0	2	73	0	1	0					
6	Число погашенных избирательных бюллетеней	1137	331	172	173	23	51	11	17	53	25	223	15	22	21					
7	Число избирательных бюллетеней в переносных ящиках для голосования	357	102	60	80	16	9	7	7	0	2	73	0	1	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	2303	834	228	307	71	210	47	11	42	88	324	25	42	74					
9	Число недействительных избирательных бюллетеней	27	14	7	4	0	0	0	0	0	1	0	1	0	0					
10	Число действительных избирательных бюллетеней	2633	922	281	383	87	219	54	18	42	89	397	24	43	74					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	75	17	10	10	5	5	3	3	3	5	5	3	3	3					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	40	14	5	10	5	0	0	3	0	0	2	1	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	27	11	1	2	0	10	0	0	1	2	0	0	0	0					
14	Число погашенных неиспользованных открепительных удостоверений	35	3	5	0	0	5	3	0	3	5	3	2	3	3					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	25	5	0	8	0	4	0	2	4	1	1	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																				
18	1.Политическая партия «Аграрная партия России»	33	12	2	7	0	4	0	0	0	1	2	0	1	4					
		1.24%	1.28%	0.69%	1.81%	0.00%	1.83%	0.00%	0.00%	0.00%	1.11%	0.50%	0.00%	2.33%	5.41%					
19	2.Всероссийская политическая партия «Гражданская Сила»	6	4	1	1	0	0	0	0	0	0	0	0	0	0					
		0.23%	0.43%	0.35%	0.26%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	2	0	1	0	0	0	0	0	0	1	0	0	0	0					
		0.08%	0.00%	0.35%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.11%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	138	64	18	16	6	7	1	0	0	8	15	0	3	0					
		5.19%	6.84%	6.25%	4.13%	6.90%	3.20%	1.85%	0.00%	0.00%	8.89%	3.78%	0.00%	6.98%	0.00%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	14	8	1	3	0	1	0	0	0	0	1	0	0	0					
		0.53%	0.85%	0.35%	0.78%	0.00%	0.46%	0.00%	0.00%	0.00%	0.00%	0.25%	0.00%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	8	5	1	1	0	0	0	0	1	0	0	0	0	0					
		0.30%	0.53%	0.35%	0.26%	0.00%	0.00%	0.00%	0.00%	2.38%	0.00%	0.00%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	278	84	23	46	6	34	6	1	9	17	34	3	12	3					
		10.45%	8.97%	7.99%	11.89%	6.90%	15.53%	11.11%	5.56%	21.43%	18.89%	8.56%	12.00%	27.91%	4.05%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	84	31	13	18	1	5	1	0	1	0	13	0	1	0					
		3.16%	3.31%	4.51%	4.65%	1.15%	2.28%	1.85%	0.00%	2.38%	0.00%	3.27%	0.00%	2.33%	0.00%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	13	4	2	2	0	0	0	0	0	0	4	0	1	0					
		0.49%	0.43%	0.69%	0.52%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.01%	0.00%	2.33%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	2038	703	218	281	74	167	46	17	31	62	326	21	25	67					
		76.62%	75.11%	75.69%	72.61%	85.06%	76.26%	85.19%	94.44%	73.81%	68.89%	82.12%	84.00%	58.14%	90.54%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	19	7	1	8	0	1	0	0	0	0	2	0	0	0					
		0.71%	0.75%	0.35%	2.07%	0.00%	0.46%	0.00%	0.00%	0.00%	0.00%	0.50%	0.00%	0.00%	0.00%					
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
