Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																												
Дата голосования: 07.12.2003 0:00:00																												
																												
Наименование Избирательной комиссии:    Смидовичская																												
																												
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																												
																												
		Сумма	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85	УИК №86	УИК №87	УИК №88	УИК №89	УИК №90					
1	"Число избирателей, внесенных в списки"	19641	542	240	1473	1384	1257	685	726	849	1615	141	615	862	539	1075	1312	1496	1454	1235	1389	89	663					
2	"Число бюллетеней, полученных участковыми комиссиями"	19577	545	275	1530	1428	1220	669	718	856	1596	138	615	874	542	1023	1294	1497	1399	1227	1394	91	646					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	92	0	0	0	58	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	10345	312	213	732	673	603	462	496	436	820	129	474	528	379	401	703	647	586	584	577	79	511					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1544	36	27	92	119	117	26	35	131	76	7	21	41	52	200	54	113	137	117	91	0	52					
6	Число погашенных бюллетеней	7596	197	35	706	578	500	181	187	289	700	2	120	271	111	422	537	737	676	526	726	12	83					
7	Число бюллетеней в переносных ящиках для голосования	1635	36	27	92	177	117	26	35	131	76	7	21	75	52	200	54	113	137	116	91	0	52					
8	Число бюллетеней в стационарных ящиках для голосования	10348	312	213	732	673	603	462	496	436	824	129	472	528	379	401	703	647	586	585	577	79	511					
9	Число недействительных бюллетеней	142	7	0	7	6	14	5	3	3	2	0	5	0	3	2	31	13	6	7	24	0	4					
10	Число действительных бюллетеней	11841	341	240	817	844	706	483	528	564	898	136	488	603	428	599	726	747	717	694	644	79	559					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	395	15	15	25	15	20	15	15	15	15	15	15	15	10	20	20	20	20	35	35	20	20					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	130	4	0	6	12	5	1	2	12	9	1	1	15	8	11	12	10	1	13	5	2	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	70	1	0	2	10	3	2	2	5	5	3	1	3	4	2	4	1	7	9	2	0	4					
14	Число погашенных открепительных удостоверений	265	11	15	19	3	15	14	13	3	6	14	14	0	2	9	8	10	19	22	30	18	20					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																												
18	"1. ""ЕДИНЕНИЕ"""	174	4	6	8	9	6	11	4	11	18	1	17	10	6	5	10	11	8	5	15	2	7					
		1.45%	1.14%	2.5%	0.97%	1.05%	0.83%	2.25%	0.75%	1.94%	2.0%	0.73%	3.44%	1.65%	1.39%	0.83%	1.32%	1.44%	1.10%	0.71%	2.24%	2.53%	1.24%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	148	1	6	7	18	22	9	1	5	8	1	10	6	3	6	4	3	10	9	7	7	5					
		1.23%	0.28%	2.5%	0.84%	2.11%	3.05%	1.84%	0.18%	0.88%	0.88%	0.73%	2.02%	0.99%	0.69%	0.99%	0.52%	0.39%	1.38%	1.28%	1.04%	8.86%	0.88%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	313	6	6	13	22	26	15	4	11	27	4	5	8	3	25	18	26	27	26	26	1	14					
		2.61%	1.72%	2.5%	1.57%	2.58%	3.61%	3.07%	0.75%	1.94%	3.0%	2.94%	1.01%	1.32%	0.69%	4.15%	2.37%	3.42%	3.73%	3.70%	3.89%	1.26%	2.48%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	289	5	0	22	35	17	4	1	5	31	1	2	6	4	17	24	27	26	32	19	0	11					
		2.41%	1.43%	0.0%	2.66%	4.11%	2.36%	0.81%	0.18%	0.88%	3.44%	0.73%	0.40%	0.99%	0.92%	2.82%	3.17%	3.55%	3.59%	4.56%	2.84%	0.0%	1.95%					
22	"5. ""За Русь Святую"""	36	5	0	2	4	2	0	0	4	2	2	1	2	1	0	1	4	1	2	3	0	0					
		0.30%	1.43%	0.0%	0.24%	0.47%	0.27%	0.0%	0.0%	0.70%	0.22%	1.47%	0.20%	0.33%	0.23%	0.0%	0.13%	0.52%	0.13%	0.28%	0.44%	0.0%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	25	0	0	1	1	1	3	1	3	2	0	2	1	0	2	0	2	0	1	5	0	0					
		0.20%	0.0%	0.0%	0.12%	0.11%	0.13%	0.61%	0.18%	0.52%	0.22%	0.0%	0.40%	0.16%	0.0%	0.33%	0.0%	0.26%	0.0%	0.14%	0.74%	0.0%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	64	0	0	3	4	4	3	1	4	8	1	1	2	0	7	7	7	4	4	1	3	0					
		0.53%	0.0%	0.0%	0.36%	0.47%	0.55%	0.61%	0.18%	0.70%	0.88%	0.73%	0.20%	0.33%	0.0%	1.16%	0.92%	0.92%	0.55%	0.57%	0.14%	3.79%	0.0%					
25	"8. ""Народно-республиканская партия России"""	10	0	2	1	0	0	1	1	0	0	0	0	0	0	1	0	2	0	1	0	1	0					
		0.08%	0.0%	0.83%	0.12%	0.0%	0.0%	0.20%	0.18%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.16%	0.0%	0.26%	0.0%	0.14%	0.0%	1.26%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	24	1	0	2	4	1	2	0	2	0	0	1	2	0	1	0	0	2	1	1	2	2					
		0.20%	0.28%	0.0%	0.24%	0.47%	0.13%	0.40%	0.0%	0.35%	0.0%	0.0%	0.20%	0.33%	0.0%	0.16%	0.0%	0.0%	0.27%	0.14%	0.14%	2.53%	0.35%					
27	"10. ""Аграрная партия России"""	197	4	2	14	7	7	17	7	13	13	1	7	16	7	8	11	15	18	17	9	1	3					
		1.64%	1.14%	0.83%	1.69%	0.82%	0.97%	3.48%	1.31%	2.29%	1.44%	0.73%	1.41%	2.65%	1.62%	1.33%	1.45%	1.97%	2.48%	2.42%	1.34%	1.26%	0.53%					
28	"11. ""Истинные патриоты России"""	14	0	0	0	5	0	1	3	0	0	0	0	3	1	0	0	0	0	1	0	0	0					
