Выборы Президента Российской Федерации																																																											
																																																											
Наименование Избирательной комиссии:    Купинская																																																											
																																																											
Итоги голосования 																																																											
																																																											
		Сумма	УИК №573	УИК №574	УИК №575	УИК №576	УИК №577	УИК №578	УИК №579	УИК №580	УИК №581	УИК №582	УИК №583	УИК №584	УИК №585	УИК №586	УИК №587	УИК №588	УИК №589	УИК №590	УИК №591	УИК №592	УИК №593	УИК №594	УИК №595	УИК №596	УИК №597	УИК №598	УИК №599	УИК №600	УИК №601	УИК №602	УИК №603	УИК №604	УИК №605	УИК №606	УИК №607	УИК №608	УИК №609	УИК №610	УИК №611	УИК №612	УИК №613	УИК №614	УИК №615	УИК №616	УИК №617	УИК №618	УИК №619	УИК №620	УИК №621	УИК №622	УИК №623	УИК №624					
1	"Число избирателей, внесенных в список"	25861	2113	1301	1531	1485	1747	1718	1207	1019	572	219	138	458	125	85	141	510	166	252	672	104	190	499	150	215	417	511	226	119	647	389	577	450	618	343	122	380	548	86	97	167	209	427	214	138	64	414	127	535	581	544	137	157					
2	Число полученных избирательных бюллетеней	25929	2073	1332	1531	1451	1752	1709	1161	1015	571	221	139	470	128	89	144	511	171	256	670	107	189	505	153	220	421	515	228	124	648	391	605	450	626	347	127	390	553	87	97	167	211	430	216	140	68	420	129	547	579	550	139	156					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	17571	1309	675	916	744	881	1053	579	588	409	187	107	323	119	81	103	434	153	219	438	96	141	382	125	188	351	423	196	106	500	307	477	332	469	274	84	272	422	84	85	118	148	363	194	127	61	333	118	340	442	419	130	146					
5	"Число избирательных бюллетеней, выданных вне помещения"	1591	29	78	105	109	77	77	168	57	37	2	19	50	0	0	18	2	0	0	106	0	0	69	0	14	14	12	0	0	58	19	70	43	30	20	30	21	0	0	0	37	10	12	0	0	2	58	0	60	17	61	0	0					
6	Число погашенных избирательных бюллетеней	6767	735	579	510	598	794	579	414	370	125	32	13	97	9	8	23	75	18	37	126	11	48	54	28	18	56	80	32	18	90	65	58	75	127	53	13	97	131	3	12	12	53	55	22	13	5	29	11	147	120	70	9	10					
7	Число избирательных бюллетеней в переносных ящиках	1590	29	78	105	108	77	77	168	57	37	2	19	50	0	0	18	2	0	0	106	0	0	69	0	14	14	12	0	0	58	19	70	43	30	20	30	21	0	0	0	37	10	12	0	0	2	58	0	60	17	61	0	0					
8	Число бюллетеней в стационарных ящиках для голосования	17539	1280	675	916	742	881	1053	579	588	409	187	107	323	119	81	103	434	153	219	438	96	141	382	125	188	351	423	196	106	500	306	477	332	469	274	84	272	422	84	85	118	148	363	194	127	61	333	118	340	442	419	130	146					
9	Число недействительных избирательных бюллетеней	222	10	14	16	5	13	19	7	5	8	3	0	5	5	2	0	11	1	0	4	2	1	1	2	1	4	7	2	1	9	4	9	6	6	1	1	4	0	1	1	0	0	6	1	0	1	5	0	2	7	9	0	0					
10	Число действительных избирательных бюллетеней	18907	1299	739	1005	845	945	1111	740	640	438	186	126	368	114	79	121	425	152	219	540	94	140	450	123	201	361	428	194	105	549	321	538	369	493	293	113	289	422	83	84	155	158	369	193	127	62	386	118	398	452	471	130	146					
