Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																								
Дата голосования: 07.12.2003 0:00:00																																								
																																								
Наименование Избирательной комиссии:    Гатчинская городская																																								
																																								
Сводная таблица итогов голосования  по федеральному округу																																								
																																								
		Сумма	УИК №442	УИК №443	УИК №444	УИК №445	УИК №446	УИК №447	УИК №448	УИК №449	УИК №450	УИК №451	УИК №452	УИК №453	УИК №454	УИК №455	УИК №456	УИК №457	УИК №458	УИК №459	УИК №460	УИК №461	УИК №462	УИК №463	УИК №464	УИК №465	УИК №466	УИК №467	УИК №468	УИК №469	УИК №470	УИК №471	УИК №472	УИК №473	УИК №474					
1	"Число избирателей, внесенных в списки"	70945	2177	2937	2153	2161	2895	2213	2007	2084	2012	2065	1947	1874	2090	1829	1894	1767	2055	2048	2049	2123	2121	2203	2284	2113	2036	1859	1912	2289	2406	2221	2449	2123	2549					
2	"Число бюллетеней, полученных участковыми комиссиями"	70350	2150	2750	2150	2000	2900	2200	2000	2100	2000	2050	1950	1850	2100	1850	1900	1750	2050	2050	2050	2100	2100	2200	2300	2100	1950	1850	1900	2300	2400	2200	2450	2100	2550					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	30188	973	1181	938	1065	1303	1184	887	988	920	1023	947	797	932	882	664	730	781	930	824	918	986	737	742	764	718	773	453	1047	1004	954	1123	949	1071					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1132	12	192	241	20	10	21	9	12	27	10	18	30	25	18	10	31	46	26	46	20	18	43	23	13	26	27	66	10	9	20	11	20	22					
6	Число погашенных бюллетеней	39030	1165	1377	971	915	1587	995	1104	1100	1053	1017	985	1023	1143	950	1226	989	1223	1094	1180	1162	1096	1420	1535	1323	1206	1050	1381	1243	1387	1226	1316	1131	1457					
7	Число бюллетеней в переносных ящиках для голосования	1131	12	192	240	20	10	21	9	12	27	10	18	30	25	18	10	31	46	26	46	20	18	43	23	13	26	27	66	10	9	20	11	20	22					
8	Число бюллетеней в стационарных ящиках для голосования	30046	972	1181	936	1065	1302	1183	887	988	920	1023	947	797	930	882	664	730	781	930	824	918	986	693	742	764	718	773	451	1047	1001	954	1123	863	1071					
9	Число недействительных бюллетеней	210	1	7	16	6	9	5	2	6	9	6	4	7	7	9	5	2	3	12	4	13	10	7	4	6	4	8	4	2	8	6	8	5	5					
10	Число действительных бюллетеней	30967	983	1366	1160	1079	1303	1199	894	994	938	1027	961	820	948	891	669	759	824	944	866	925	994	729	761	771	740	792	513	1055	1002	968	1126	878	1088					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	1064	29	35	35	30	35	35	30	35	30	30	30	30	30	30	30	30	30	30	30	30	30	35	35	35	35	30	30	35	35	35	35	35	35					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	229	2	15	4	9	7	3	12	6	11	6	9	4	6	20	6	7	12	10	4	5	8	5	7	3	2	6	2	6	4	7	8	6	7					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	203	5	15	4	6	3	6	6	3	2	5	9	4	15	15	3	7	14	6	11	3	5	4	4	5	3	5	5	1	12	1	8	3	5					
14	Число погашенных открепительных удостоверений	835	27	20	31	21	28	32	18	29	19	24	21	26	24	10	24	23	18	20	26	25	22	30	28	32	33	24	28	29	31	28	27	29	28					
15	Число открепительных удостоверений выданных ТИК	6	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0					
