Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																											
Дата голосования: 18.09.2016																																											
																																											
Наименование Избирательной комиссии:    Устюженская																																											
																																											
Сводная таблица итогов голосования по федеральному избирательному округу																																											
																																											
		Сумма	УИК №726	УИК №727	УИК №728	УИК №729	УИК №730	УИК №731	УИК №732	УИК №733	УИК №734	УИК №735	УИК №736	УИК №737	УИК №738	УИК №739	УИК №740	УИК №741	УИК №742	УИК №743	УИК №744	УИК №745	УИК №746	УИК №747	УИК №748	УИК №749	УИК №750	УИК №751	УИК №752	УИК №753	УИК №754	УИК №755	УИК №756	УИК №757									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	13776	1039	1074	519	447	889	238	951	873	788	414	202	269	342	225	176	480	168	143	164	274	168	165	486	243	395	312	715	102	654	253	329	279									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	13875	1036	1081	527	443	902	229	960	875	786	422	185	282	332	217	167	484	147	147	179	276	182	173	504	254	399	309	720	98	664	254	358	283									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	5023	401	364	253	170	357	101	340	303	272	130	86	121	135	83	54	139	63	57	63	81	94	60	156	91	126	92	304	53	177	39	158	100									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	1227	30	15	8	41	13	30	13	12	19	54	47	56	61	37	43	53	29	12	31	68	15	50	73	37	34	55	40	10	102	72	20	47									
6	Число погашенных избирательных бюллетеней	7625	605	702	266	232	532	98	607	560	495	238	52	105	136	97	70	292	55	78	85	127	73	63	275	126	239	162	376	35	385	143	180	136									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	1227	30	15	8	41	13	30	13	12	19	54	47	56	61	37	43	53	29	12	31	68	15	50	73	37	34	55	40	10	102	72	20	47									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	5022	400	364	253	170	357	101	340	303	272	130	86	121	135	83	54	139	63	57	63	81	94	60	156	91	126	92	304	53	177	39	158	100									
9	Число недействительных избирательных бюллетеней	161	9	6	9	8	14	4	5	6	12	1	0	3	2	5	6	0	2	2	5	3	9	1	4	0	3	4	16	3	3	3	7	6									
10	Число действительных избирательных бюллетеней	6088	421	373	252	203	356	127	348	309	279	183	133	174	194	115	91	192	90	67	89	146	100	109	225	128	157	143	328	60	276	108	171	141									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	540	15	15	10	14	15	10	13	13	14	15	5	20	10	15	4	20	20	18	20	18	20	16	20	20	28	8	45	8	28	8	30	25									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	271	7	10	8	11	13	5	8	10	6	9	4	14	2	9	2	2	2	7	12	1	18	6	20	20	3	2	14	0	7	1	30	8									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	192	11	8	3	13	7	5	2	5	7	2	3	2	14	19	11	1	7	5	4	2	6	0	5	9	4	8	11	5	3	2	2	6									
14	Число погашенных неиспользованных открепительных удостоверений	269	8	5	2	3	2	5	5	3	8	6	1	6	8	6	2	18	18	11	8	17	2	10	0	0	25	6	31	8	21	7	0	17									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	40	1	5	3	2	4	0	2	1	2	0	0	0	0	0	1	0	1	2	3	0	2	1	0	1	4	1	0	0	2	1	0	1									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																											
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	220	9	21	6	3	19	8	20	16	19	10	3	4	4	2	0	5	3	1	0	6	1	1	8	6	6	3	13	0	6	6	7	4									
		3.52%	2.09%	5.54%	2.30%	1.42%	5.14%	6.11%	5.67%	5.08%	6.53%	5.43%	2.26%	2.26%	2.04%	1.67%	0.00%	2.60%	3.26%	1.45%	0.00%	4.03%	0.92%	0.91%	3.49%	4.69%	3.75%	2.04%	3.78%	0.00%	2.15%	5.41%	3.93%	2.72%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	137	13	5	5	7	5	1	8	8	4	4	5	4	4	4	1	3	0	0	3	6	7	3	3	4	3	0	6	2	9	3	4	3									
		2.19%	3.02%	1.32%	1.92%	3.32%	1.35%	0.76%	2.27%	2.54%	1.37%	2.17%	3.76%	2.26%	2.04%	3.33%	1.03%	1.56%	0.00%	0.00%	3.19%	4.03%	6.42%	2.73%	1.31%	3.13%	1.88%	0.00%	1.74%	3.17%	3.23%	2.70%	2.25%	2.04%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	200	7	13	7	6	10	2	11	17	7	5	2	5	10	5	8	7	1	1	3	6	1	5	6	5	2	4	19	2	5	4	4	10									
		3.20%	1.63%	3.43%	2.68%	2.84%	2.70%	1.53%	3.12%	5.40%	2.41%	2.72%	1.50%	2.82%	5.10%	4.17%	8.25%	3.65%	1.09%	1.45%	3.19%	4.03%	0.92%	4.55%	2.62%	3.91%	1.25%	2.72%	5.52%	3.17%	1.79%	3.60%	2.25%	6.80%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	2484	151	154	77	82	132	48	112	106	107	70	45	89	91	55	40	95	39	30	37	64	53	59	136	55	69	81	122	15	87	48	71	64									
		39.75%	35.12%	40.63%	29.50%	38.86%	35.68%	36.64%	31.73%	33.65%	36.77%	38.04%	33.83%	50.28%	46.43%	45.83%	41.24%	49.48%	42.39%	43.48%	39.36%	42.95%	48.62%	53.64%	59.39%	42.97%	43.13%	55.10%	35.47%	23.81%	31.18%	43.24%	39.89%	43.54%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	43	2	3	1	1	1	0	5	2	3	1	0	2	3	2	0	3	0	1	1	0	0	0	1	1	2	0	2	0	1	1	2	2									
		0.69%	0.47%	0.79%	0.38%	0.47%	0.27%	0.00%	1.42%	0.63%	1.03%	0.54%	0.00%	1.13%	1.53%	1.67%	0.00%	1.56%	0.00%	1.45%	1.06%	0.00%	0.00%	0.00%	0.44%	0.78%	1.25%	0.00%	0.58%	0.00%	0.36%	0.90%	1.12%	1.36%									
24	"6. Политическая партия ""Гражданская Платформа"""	12	0	1	0	1	1	1	0	0	0	0	1	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	1	1	0									
		0.19%	0.00%	0.26%	0.00%	0.47%	0.27%	0.76%	0.00%	0.00%	0.00%	0.00%	0.75%	0.56%	0.00%	0.83%	0.00%	0.52%	0.00%	0.00%	1.06%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.29%	0.00%	0.00%	0.90%	0.56%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1137	83	66	40	25	61	21	48	58	59	41	28	33	27	24	18	28	24	21	16	27	15	23	39	29	29	19	61	18	68	20	35	33									
		18.19%	19.30%	17.41%	15.33%	11.85%	16.49%	16.03%	13.60%	18.41%	20.27%	22.28%	21.05%	18.64%	13.78%	20.00%	18.56%	14.58%	26.09%	30.43%	17.02%	18.12%	13.76%	20.91%	17.03%	22.66%	18.13%	12.93%	17.73%	28.57%	24.37%	18.02%	19.66%	22.45%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	43	2	4	2	2	6	0	5	2	2	1	1	0	2	2	0	0	0	0	0	1	0	1	2	1	1	1	1	1	1	1	1	0									
		0.69%	0.47%	1.06%	0.77%	0.95%	1.62%	0.00%	1.42%	0.63%	0.69%	0.54%	0.75%	0.00%	1.02%	1.67%	0.00%	0.00%	0.00%	0.00%	0.00%	0.67%	0.00%	0.91%	0.87%	0.78%	0.63%	0.68%	0.29%	1.59%	0.36%	0.90%	0.56%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	79	8	4	3	1	7	1	9	3	4	1	5	2	1	3	3	2	1	0	2	0	0	0	1	0	2	2	3	0	2	0	5	4									
		1.26%	1.86%	1.06%	1.15%	0.47%	1.89%	0.76%	2.55%	0.95%	1.37%	0.54%	3.76%	1.13%	0.51%	2.50%	3.09%	1.04%	1.09%	0.00%	2.13%	0.00%	0.00%	0.00%	0.44%	0.00%	1.25%	1.36%	0.87%	0.00%	0.72%	0.00%	2.81%	2.72%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	11	0	0	0	1	2	0	0	0	0	0	5	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0									
		0.18%	0.00%	0.00%	0.00%	0.47%	0.54%	0.00%	0.00%	0.00%	0.00%	0.00%	3.76%	0.00%	0.00%	0.00%	0.00%	0.52%	0.00%	0.00%	0.00%	0.67%	0.00%	0.00%	0.00%	0.00%	0.63%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	65	8	1	3	2	5	1	5	2	4	1	7	1	1	0	2	5	1	1	0	1	0	1	1	0	0	0	3	0	5	2	1	1									
		1.04%	1.86%	0.26%	1.15%	0.95%	1.35%	0.76%	1.42%	0.63%	1.37%	0.54%	5.26%	0.56%	0.51%	0.00%	2.06%	2.60%	1.09%	1.45%	0.00%	0.67%	0.00%	0.91%	0.44%	0.00%	0.00%	0.00%	0.87%	0.00%	1.79%	1.80%	0.56%	0.68%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1016	85	54	71	44	58	21	68	55	34	41	24	24	31	9	11	18	15	9	22	26	14	9	19	18	26	29	57	15	58	11	26	14									
		16.26%	19.77%	14.25%	27.20%	20.85%	15.68%	16.03%	19.26%	17.46%	11.68%	22.28%	18.05%	13.56%	15.82%	7.50%	11.34%	9.38%	16.30%	13.04%	23.40%	17.45%	12.84%	8.18%	8.30%	14.06%	16.25%	19.73%	16.57%	23.81%	20.79%	9.91%	14.61%	9.52%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	30	1	2	3	0	2	0	1	0	1	1	2	0	7	2	2	0	1	1	0	0	0	2	0	0	0	0	1	0	0	0	0	1									
		0.48%	0.23%	0.53%	1.15%	0.00%	0.54%	0.00%	0.28%	0.00%	0.34%	0.54%	1.50%	0.00%	3.57%	1.67%	2.06%	0.00%	1.09%	1.45%	0.00%	0.00%	0.00%	1.82%	0.00%	0.00%	0.00%	0.00%	0.29%	0.00%	0.00%	0.00%	0.00%	0.68%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	611	52	45	34	28	47	23	56	40	35	7	5	9	13	6	6	24	5	2	4	8	9	5	9	9	16	4	39	7	34	11	14	5									
		9.78%	12.09%	11.87%	13.03%	13.27%	12.70%	17.56%	15.86%	12.70%	12.03%	3.80%	3.76%	5.08%	6.63%	5.00%	6.19%	12.50%	5.43%	2.90%	4.26%	5.37%	8.26%	4.55%	3.93%	7.03%	10.00%	2.72%	11.34%	11.11%	12.19%	9.91%	7.87%	3.40%									
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
