Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																									
Дата голосования: 04.12.2011																																									
																																									
Наименование Избирательной комиссии:    Ковровская																																									
																																									
Сводная таблица результатов выборов																																									
																																									
		Сумма	УИК №655	УИК №656	УИК №657	УИК №658	УИК №659	УИК №660	УИК №661	УИК №662	УИК №663	УИК №664	УИК №665	УИК №666	УИК №667	УИК №668	УИК №669	УИК №670	УИК №671	УИК №672	УИК №673	УИК №674	УИК №675	УИК №676	УИК №677	УИК №678	УИК №679	УИК №680	УИК №681	УИК №682	УИК №683	УИК №684	УИК №685	УИК №686	УИК №687	УИК №688					
1	"Число избирателей, внесенных в список избирателей"	26187	691	243	229	1763	1169	1467	312	162	447	850	412	412	524	1011	154	245	760	251	1175	352	426	628	411	501	1030	498	952	613	387	453	1339	1419	1925	2976					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	23890	650	240	220	1700	1100	1300	300	150	450	850	400	400	400	1000	150	200	700	250	1000	350	400	600	400	500	1000	500	900	600	350	450	1000	1000	1400	2980					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	13413	362	115	89	781	473	965	101	83	179	319	164	151	254	355	125	68	377	88	558	85	166	184	163	210	576	132	461	285	108	125	649	743	943	2976					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1560	64	43	50	60	58	182	41	14	72	32	12	23	16	93	9	31	29	31	46	33	43	111	30	34	19	109	15	30	49	48	46	44	43	0					
6	Число погашенных избирательных бюллетеней	8917	224	82	81	859	569	153	158	53	199	499	224	226	130	552	16	101	294	131	396	232	191	305	207	256	405	259	424	285	193	277	305	213	414	4					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1560	64	43	50	60	58	182	41	14	72	32	12	23	16	93	9	31	29	31	46	33	43	111	30	34	19	109	15	30	49	48	46	44	43	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	13412	362	115	89	781	473	964	101	83	179	319	164	151	254	355	125	68	377	88	558	85	166	184	163	210	576	132	461	285	108	125	649	743	943	2976					
9	Число недействительных избирательных бюллетеней	210	6	4	2	20	10	20	1	3	3	6	3	2	6	16	0	0	3	5	8	2	1	2	5	2	11	5	5	5	2	1	13	11	24	3					
10	Число действительных избирательных бюллетеней	14762	420	154	137	821	521	1126	141	94	248	345	173	172	264	432	134	99	403	114	596	116	208	293	188	242	584	236	471	310	155	172	682	776	962	2973					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	269	5	4	3	10	13	100	3	2	5	5	3	3	3	5	2	3	5	3	10	3	5	8	5	5	5	5	5	5	3	3	10	10	10	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	146	0	4	3	3	13	49	0	0	2	5	2	2	0	5	0	0	1	3	6	3	1	6	3	2	3	2	1	3	0	0	10	6	8	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	201	4	2	6	3	4	32	1	0	3	1	3	3	65	3	3	9	4	4	3	1	3	6	3	1	4	0	3	5	3	0	3	10	6	0					
14	Число погашенных неиспользованных открепительных удостоверений	123	5	0	0	7	0	51	3	2	3	0	1	1	3	0	2	3	4	0	4	0	4	2	2	3	2	3	4	2	3	3	0	4	2	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	18	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	1	1	1	1	1	0	1	0	0	0	1	0	0	3	3	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
