Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																													
Дата голосования: 07.12.2003 0:00:00																																													
																																													
"Наименование Избирательной комиссии:    Ульяновск, Железнодорожная"																																													
																																													
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																													
																																													
		Сумма	УИК №766	УИК №767	УИК №768	УИК №769	УИК №770	УИК №771	УИК №772	УИК №773	УИК №774	УИК №775	УИК №776	УИК №777	УИК №778	УИК №779	УИК №780	УИК №781	УИК №782	УИК №783	УИК №784	УИК №785	УИК №786	УИК №787	УИК №788	УИК №789	УИК №790	УИК №791	УИК №792	УИК №793	УИК №794	УИК №795	УИК №796	УИК №797	УИК №798	УИК №799	УИК №800	УИК №801	УИК №802	УИК №803					
1	"Число избирателей, внесенных в списки"	75403	290	2374	1591	2060	2486	2622	2244	2081	2253	1441	2100	1364	1740	2787	1334	2250	2199	2618	2739	2176	2483	2740	2777	2248	2810	2561	2299	1837	1781	1053	832	2480	869	1281	231	2069	2658	1645					
2	"Число бюллетеней, полученных участковыми комиссиями"	77810	230	2300	1500	2000	2400	2500	2200	2000	2200	1400	2000	1300	1700	2800	1300	4400	2150	2550	2700	2150	2400	2650	2700	2200	5600	2500	2300	1700	1700	1000	750	2200	850	1200	230	2000	2550	1500					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	36850	98	895	960	1149	1479	1563	830	1158	927	607	1099	687	901	1339	518	1202	1093	1391	1269	1098	1295	965	1481	1326	1253	1375	1305	793	970	476	365	1091	450	522	102	905	1068	845					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1714	127	602	31	45	25	39	24	28	48	9	116	19	41	12	25	21	41	39	46	25	23	18	23	24	13	27	30	9	30	26	16	24	1	13	29	16	22	7					
6	Число погашенных бюллетеней	39246	5	803	509	806	896	898	1346	814	1225	784	785	594	758	1449	757	3177	1016	1120	1385	1027	1082	1667	1196	850	4334	1098	965	898	700	498	369	1085	399	665	99	1079	1460	648					
7	Число бюллетеней в переносных ящиках для голосования	1712	127	600	31	45	25	39	24	28	48	9	116	19	41	12	25	21	41	39	46	25	23	18	23	24	13	27	30	9	30	26	16	24	1	13	29	16	22	7					
8	Число бюллетеней в стационарных ящиках для голосования	36789	98	890	960	1149	1479	1563	830	1154	926	607	1096	685	900	1336	518	1199	1092	1391	1269	1098	1295	965	1478	1322	1226	1375	1305	789	970	476	365	1091	450	522	102	905	1068	845					
9	Число недействительных бюллетеней	1357	3	34	17	23	24	17	59	98	65	26	67	32	16	20	20	43	54	37	59	18	67	9	59	28	0	39	21	11	46	29	22	107	18	36	19	46	42	26					
10	Число действительных бюллетеней	37144	222	1456	974	1171	1480	1585	795	1084	909	590	1145	672	925	1328	523	1177	1079	1393	1256	1105	1251	974	1442	1318	1239	1363	1314	787	954	473	359	1008	433	499	112	875	1048	826					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	546	0	10	11	18	18	18	18	18	18	11	18	11	11	18	11	18	18	17	18	18	18	18	18	18	18	16	18	11	11	11	7	18	8	11	7	11	18	11					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	342	0	8	11	12	18	16	8	14	9	6	16	11	3	9	2	6	12	8	9	5	12	8	11	18	18	9	11	8	8	5	3	14	1	7	1	7	12	6					
