Выборы Президента Российской Федерации																																																	
																																																	
Наименование Избирательной комиссии:    Салаватская																																																	
																																																	
Итоги голосования 																																																	
																																																	
		Сумма	УИК №3078	УИК №3079	УИК №3080	УИК №3081	УИК №3082	УИК №3083	УИК №3084	УИК №3085	УИК №3086	УИК №3087	УИК №3088	УИК №3089	УИК №3090	УИК №3091	УИК №3092	УИК №3093	УИК №3094	УИК №3095	УИК №3096	УИК №3097	УИК №3098	УИК №3099	УИК №3100	УИК №3101	УИК №3102	УИК №3103	УИК №3104	УИК №3105	УИК №3106	УИК №3107	УИК №3108	УИК №3109	УИК №3110	УИК №3111	УИК №3112	УИК №3113	УИК №3114	УИК №3115	УИК №3116	УИК №3117	УИК №3118	УИК №3119					
1	"Число избирателей, внесенных в список"	19469	613	479	364	1076	159	201	406	148	415	216	438	229	332	856	297	329	338	414	1546	1495	252	369	132	191	100	337	461	613	175	178	781	201	635	253	820	355	329	177	747	1001	687	324					
2	Число полученных избирательных бюллетеней	19115	590	480	370	1000	165	205	455	150	415	220	440	225	330	820	300	330	340	420	1420	1270	250	375	135	190	105	340	460	615	175	170	780	200	635	265	830	360	320	180	745	1020	690	330					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	17412	524	443	328	978	156	192	376	141	368	195	410	215	303	768	271	244	329	364	1381	1246	240	364	120	176	100	293	360	537	166	153	679	186	582	213	674	325	311	162	718	919	625	277					
5	"Число избирательных бюллетеней, выданных вне помещения"	678	16	25	19	22	0	0	19	5	12	8	6	8	10	14	13	36	4	36	26	22	6	0	8	7	0	19	19	39	5	1	48	3	16	22	40	12	7	9	15	50	21	30					
6	Число погашенных избирательных бюллетеней	1025	50	12	23	0	9	13	60	4	35	17	24	2	17	38	16	50	7	20	13	2	4	11	7	7	5	28	81	39	4	16	53	11	37	30	116	23	2	9	12	51	44	23					
7	Число избирательных бюллетеней в переносных ящиках	678	16	25	19	22	0	0	19	5	12	8	6	8	10	14	13	36	4	36	26	22	6	0	8	7	0	19	19	39	5	1	48	3	16	22	40	12	7	9	15	50	21	30					
8	Число бюллетеней в стационарных ящиках для голосования	17412	524	443	328	978	156	192	376	141	368	195	410	215	303	768	271	244	329	364	1381	1246	240	364	120	176	100	293	360	537	166	153	679	186	582	213	674	325	311	162	718	919	625	277					
9	Число недействительных избирательных бюллетеней	147	4	6	3	11	0	15	0	1	6	0	1	12	4	6	0	0	2	10	12	11	0	0	1	0	0	1	2	7	1	1	14	0	9	2	2	0	0	2	0	0	0	1					
10	Число действительных избирательных бюллетеней	17943	536	462	344	989	156	177	395	145	374	203	415	211	309	776	284	280	331	390	1395	1257	246	364	127	183	100	311	377	569	170	153	713	189	589	233	712	337	318	169	733	969	646	306					
