Выборы Президента Российской Федерации																																
																																
Наименование Избирательной комиссии:    Туринская																																
																																
Итоги голосования 																																
																																
		Сумма	УИК №1022	УИК №1023	УИК №1024	УИК №1025	УИК №1026	УИК №1027	УИК №1028	УИК №1029	УИК №1030	УИК №1031	УИК №1032	УИК №1033	УИК №1034	УИК №1035	УИК №1036	УИК №1037	УИК №1038	УИК №1039	УИК №1040	УИК №1041	УИК №1042	УИК №1043	УИК №1044	УИК №1045	УИК №1046					
1	"Число избирателей, внесенных в список"	25606	970	996	2343	1418	1950	1990	2166	1498	2139	595	839	792	1010	126	249	1048	407	835	507	253	779	530	567	776	823					
2	Число полученных избирательных бюллетеней	23092	885	905	2080	1270	1745	1800	2000	1350	1940	545	760	730	920	125	215	940	370	755	455	232	705	485	505	710	665					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	11232	405	400	1080	740	926	969	1019	618	1025	239	325	288	589	73	150	446	167	209	143	92	279	183	278	298	291					
5	"Число избирательных бюллетеней, выданных вне помещения"	2684	62	102	48	35	96	40	66	147	129	104	166	187	31	22	28	109	68	248	129	90	192	104	84	182	215					
6	Число погашенных избирательных бюллетеней	9176	418	403	952	495	723	791	915	585	786	202	269	255	300	30	37	385	135	298	183	50	234	198	143	230	159					
7	Число избирательных бюллетеней в переносных ящиках	2684	62	102	48	35	96	40	66	147	129	104	166	187	31	22	28	109	68	248	129	90	192	104	84	182	215					
8	Число бюллетеней в стационарных ящиках для голосования	11232	405	400	1080	740	926	969	1019	618	1025	239	325	288	589	73	150	446	167	209	143	92	279	183	278	298	291					
9	Число недействительных избирательных бюллетеней	120	3	5	7	11	8	5	5	7	3	3	0	3	6	1	7	5	4	2	0	1	6	5	5	10	8					
10	Число действительных избирательных бюллетеней	13796	464	497	1121	764	1014	1004	1080	758	1151	340	491	472	614	94	171	550	231	455	272	181	465	282	357	470	498					
11	Число полученных открепительных  удостоверений	492	19	18	43	26	36	37	42	27	40	12	16	16	20	3	5	20	8	16	10	5	15	10	17	15	16					
12	Число выданных открепительных удостоверений	146	8	3	11	4	7	12	9	3	9	6	3	8	0	0	0	4	5	1	1	2	8	0	17	15	10					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	74	3	3	2	4	7	8	3	9	3	0	2	1	0	2	0	0	2	0	1	1	2	0	13	7	1					
14	Число неиспользованных открепительных удостоверений	346	11	15	32	22	29	25	33	24	31	6	13	8	20	3	5	16	3	15	9	3	7	10	0	0	6					
15	"Число открепительных удостоверений, выданных в ТИК"	3	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																
18	. Глазьев Сергей Юрьевич	253	10	14	29	20	25	27	16	13	26	7	4	5	14	1	0	6	2	7	3	1	2	5	4	6	6					
		1.82%	2.14%	2.79%	2.57%	2.58%	2.45%	2.68%	1.47%	1.70%	2.25%	2.04%	0.81%	1.05%	2.26%	1.05%	0.00%	1.08%	0.85%	1.53%	1.10%	0.55%	0.42%	1.74%	1.10%	1.25%	1.19%					
19	. Малышкин Олег Александрович	320	13	11	27	28	21	23	24	14	29	5	9	4	21	0	7	12	4	9	7	0	17	5	7	7	16					
		2.30%	2.78%	2.19%	2.39%	3.61%	2.05%	2.28%	2.21%	1.83%	2.51%	1.46%	1.83%	0.84%	3.39%	0.00%	3.93%	2.16%	1.70%	1.97%	2.57%	0.00%	3.61%	1.74%	1.93%	1.46%	3.16%					
20	. Миронов Сергей Михайлович	88	6	4	6	5	6	3	5	6	11	1	1	4	3	0	1	5	1	1	3	8	1	1	1	2	3					
		0.63%	1.28%	0.80%	0.53%	0.65%	0.59%	0.30%	0.46%	0.78%	0.95%	0.29%	0.20%	0.84%	0.48%	0.00%	0.56%	0.90%	0.43%	0.22%	1.10%	4.40%	0.21%	0.35%	0.28%	0.42%	0.59%					
21	. Путин Владимир Владимирович	11255	349	411	871	589	810	803	881	633	927	297	428	398	497	77	147	474	207	400	211	148	387	231	308	394	377					
		80.88%	74.73%	81.87%	77.22%	76.00%	79.26%	79.58%	81.20%	82.75%	80.33%	86.59%	87.17%	83.79%	80.16%	81.05%	82.58%	85.41%	88.09%	87.53%	77.57%	81.32%	82.17%	80.49%	85.08%	82.08%	74.51%					
22	. Хакамада Ирина Муцуовна	306	21	15	27	20	31	23	40	17	28	2	11	11	6	5	3	6	1	7	2	0	4	12	2	3	9					
		2.20%	4.50%	2.99%	2.39%	2.58%	3.03%	2.28%	3.69%	2.22%	2.43%	0.58%	2.24%	2.32%	0.97%	5.26%	1.69%	1.08%	0.43%	1.53%	0.74%	0.00%	0.85%	4.18%	0.55%	0.62%	1.78%					
23	. Харитонов Николай Михайлович	1355	57	34	141	89	100	113	98	64	99	21	34	45	68	9	7	40	15	24	36	18	48	27	34	53	81					
		9.74%	12.21%	6.77%	12.50%	11.48%	9.78%	11.20%	9.03%	8.37%	8.58%	6.12%	6.92%	9.47%	10.97%	9.47%	3.93%	7.21%	6.38%	5.25%	13.24%	9.89%	10.19%	9.41%	9.39%	11.04%	16.01%					
																																
24	Против всех	219	8	8	20	13	21	12	16	11	31	7	4	5	5	2	6	7	1	7	10	6	6	1	1	5	6					
		1.57%	1.71%	1.59%	1.77%	1.68%	2.05%	1.19%	1.47%	1.44%	2.69%	2.04%	0.81%	1.05%	0.81%	2.11%	3.37%	1.26%	0.43%	1.53%	3.68%	3.30%	1.27%	0.35%	0.28%	1.04%	1.19%					
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
