Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																									
Дата голосования: 07.12.2003 0:00:00																																																									
																																																									
"Наименование Избирательной комиссии:    Ульяновск, Ленинская"																																																									
																																																									
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																									
																																																									
		Сумма	УИК №972	УИК №973	УИК №974	УИК №975	УИК №976	УИК №977	УИК №978	УИК №979	УИК №980	УИК №981	УИК №982	УИК №983	УИК №984	УИК №985	УИК №986	УИК №987	УИК №988	УИК №989	УИК №990	УИК №991	УИК №992	УИК №993	УИК №994	УИК №995	УИК №996	УИК №997	УИК №998	УИК №999	УИК №1000	УИК №1001	УИК №1002	УИК №1003	УИК №1004	УИК №1005	УИК №1006	УИК №1007	УИК №1008	УИК №1009	УИК №1010	УИК №1011	УИК №1012	УИК №1013	УИК №1014	УИК №1015	УИК №1016	УИК №1017	УИК №1018	УИК №1019	УИК №1020	УИК №1021					
1	"Число избирателей, внесенных в списки"	97592	1864	1020	2410	2164	2661	2509	2398	813	2104	2641	2334	2409	2640	1281	2365	1851	1324	1980	1597	2114	997	1554	1305	2208	2043	1697	2249	2607	2678	2736	2108	2882	2849	2786	2209	910	2486	2217	2881	1822	2153	2794	2600	622	1028	2491	1656	184	256	105					
2	"Число бюллетеней, полученных участковыми комиссиями"	94750	1820	960	2370	2100	2630	2340	2400	800	2070	2600	2300	2400	2650	1200	2370	1790	1250	1940	1100	2100	980	1500	1250	2190	2000	1600	2200	2540	2600	2590	2070	2780	2800	2700	2100	900	2400	2100	2800	1780	2100	2790	2570	600	960	2480	1630	200	240	110					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	47010	1008	449	1277	798	1015	976	1221	444	805	1296	1474	975	1363	796	1426	839	598	970	804	1283	590	903	799	1275	1210	850	761	1451	1496	1116	1405	1314	1494	1316	811	335	983	1033	1250	727	1116	1257	839	290	633	970	680	61	151	77					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1373	32	22	8	27	32	12	34	12	30	30	21	33	15	50	52	14	18	25	4	64	25	32	21	24	43	59	24	20	69	34	48	30	33	24	29	21	45	41	38	17	36	21	16	6	0	23	18	28	13	0					
6	Число погашенных бюллетеней	46367	780	489	1085	1275	1583	1352	1145	344	1235	1274	805	1392	1272	354	892	937	634	945	292	753	365	565	430	891	747	691	1415	1069	1035	1440	617	1436	1273	1360	1260	544	1372	1026	1512	1036	948	1512	1715	304	327	1487	932	111	76	33					
7	Число бюллетеней в переносных ящиках для голосования	1373	32	22	8	27	32	12	34	12	30	30	21	33	15	50	52	14	18	25	4	64	25	32	21	24	43	59	24	20	69	34	48	30	33	24	29	21	45	41	38	17	36	21	16	6	0	23	18	28	13	0					
8	Число бюллетеней в стационарных ящиках для голосования	46982	1008	449	1277	798	1015	976	1221	444	805	1296	1474	975	1363	796	1423	839	598	970	804	1283	590	903	799	1274	1210	848	761	1451	1496	1116	1405	1309	1494	1316	811	335	983	1032	1243	727	1116	1256	836	290	628	970	680	61	151	77					
9	Число недействительных бюллетеней	1249	21	7	7	19	34	34	32	11	26	9	30	32	17	8	20	61	6	18	8	18	13	9	14	17	12	39	23	14	18	37	10	35	38	27	27	14	47	58	34	59	41	19	38	32	15	81	53	0	4	3					
10	Число действительных бюллетеней	47106	1019	464	1278	806	1013	954	1223	445	809	1317	1465	976	1361	838	1455	792	610	977	800	1329	602	926	806	1281	1241	868	762	1457	1547	1113	1443	1304	1489	1313	813	342	981	1015	1247	685	1111	1258	814	264	613	912	645	89	160	74					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	737	18	8	17	17	17	17	17	8	17	17	17	17	17	9	17	17	17	17	17	17	8	17	17	17	17	17	17	17	17	17	17	16	17	17	17	8	17	17	17	17	17	17	17	8	8	17	17	0	0	0					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	534	10	7	15	11	11	17	17	4	11	8	16	13	17	4	10	9	9	11	17	17	8	15	10	15	15	11	8	14	16	17	12	16	15	15	9	1	17	12	17	4	17	16	2	1	4	2	11	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	545	5	21	3	8	3	8	6	6	7	5	1	3	11	11	6	3	8	14	10	16	2	7	11	6	14	7	8	8	9	10	3	13	3	12	2	3	7	5	6	4	4	6	3	2	0	3	3	42	110	77					
14	Число погашенных открепительных удостоверений	203	8	1	2	6	6	0	0	4	6	9	1	4	0	5	7	8	8	6	0	0	0	2	7	2	2	6	9	3	1	0	5	0	2	2	8	7	0	5	0	13	0	1	15	7	4	15	6	0	0	0					
15	Число открепительных удостоверений выданных ТИК	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																									
18	"1. ""ЕДИНЕНИЕ"""	304	7	1	1	5	11	7	9	0	8	5	7	6	12	11	6	1	1	2	6	6	1	1	2	4	1	3	7	11	9	11	7	10	4	6	6	4	7	7	12	6	5	10	15	7	7	15	11	0	2	1					
