Выборы Президента Российской Федерации																																													
Дата голосования: 02.03.2008																																													
																																													
"Наименование Избирательной комиссии:    Тамбов, Советская"																																													
																																													
Сводная таблица результатов выборов																																													
																																													
	Число участковых избирательных комиссий	38																																											
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	38																																											
																																													
		Сумма	УИК №836	УИК №837	УИК №838	УИК №839	УИК №840	УИК №841	УИК №842	УИК №843	УИК №844	УИК №845	УИК №846	УИК №847	УИК №848	УИК №849	УИК №850	УИК №851	УИК №852	УИК №853	УИК №854	УИК №855	УИК №856	УИК №857	УИК №858	УИК №859	УИК №860	УИК №861	УИК №862	УИК №863	УИК №864	УИК №865	УИК №866	УИК №867	УИК №868	УИК №869	УИК №870	УИК №871	УИК №872	УИК №873					
1	"Число избирателей, включенных в списки избирателей"	74291	2433	2516	1799	2349	2464	1346	1714	1553	2114	1461	2335	1962	2192	1125	1102	910	2295	2274	2967	2006	2342	2497	1429	1288	1519	2679	2605	905	2084	1796	2562	2307	2369	2645	1125	1734	1863	1625					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	68000	2200	2500	1600	2500	2300	1200	1500	1500	2000	1200	2500	1900	2200	1000	1000	800	2000	2000	2500	1800	2000	2200	1100	1000	1300	2400	2500	800	1900	1700	2500	2000	2000	2400	1000	1600	1900	1500					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	46444	1582	1615	1451	1570	1331	737	1102	1005	1226	1000	1466	1303	1226	745	678	629	1410	1374	1989	1320	1305	1410	787	766	1083	1781	1971	571	966	1035	1520	1720	1448	1539	559	928	1203	1093					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	5676	37	51	74	50	116	88	196	230	359	102	194	267	86	126	146	59	204	132	80	89	169	236	311	90	166	415	205	52	188	133	100	136	200	143	92	93	156	105					
6	Число погашенных избирательных бюллетеней	15880	581	834	75	880	853	375	202	265	415	98	840	330	888	129	176	112	386	494	431	391	526	554	2	144	51	204	324	177	746	532	880	144	352	718	349	579	541	302					
7	Число избирательных бюллетеней в переносных ящиках для голосования	5676	37	51	74	50	116	88	196	230	359	102	194	267	86	126	146	59	204	132	80	89	169	236	311	90	166	415	205	52	188	133	100	136	200	143	92	93	156	105					
8	Число бюллетеней в стационарных ящиках для голосования	46427	1582	1615	1451	1570	1331	737	1102	1005	1226	998	1466	1303	1226	745	677	629	1410	1374	1989	1320	1304	1410	787	766	1083	1781	1959	571	966	1035	1520	1720	1448	1539	559	928	1203	1092					
9	Число недействительных избирательных бюллетеней	1458	24	40	26	34	106	14	23	136	37	21	15	5	28	8	26	103	24	48	24	26	37	26	3	28	26	74	50	15	13	10	29	37	100	137	5	17	30	53					
10	Число действительных избирательных бюллетеней	50645	1595	1626	1499	1586	1341	811	1275	1099	1548	1079	1645	1565	1284	863	797	585	1590	1458	2045	1383	1436	1620	1095	828	1223	2122	2114	608	1141	1158	1591	1819	1548	1545	646	1004	1329	1144					
11	Число полученных открепительных  удостоверений	1052	33	39	81	40	30	15	20	20	28	18	42	29	35	17	17	12	30	20	51	40	30	33	10	15	20	25	23	10	20	19	39	29	33	37	15	25	32	20					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	1035	30	39	81	38	29	15	20	19	28	18	42	29	35	17	17	12	30	20	51	40	30	33	10	15	20	24	23	7	20	19	38	29	31	37	15	25	30	19					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	837	24	13	40	22	11	9	40	12	9	16	15	14	14	11	11	46	37	42	29	45	47	44	19	34	25	15	20	44	5	11	10	11	30	20	8	14	12	8					
14	Число неиспользованных открепительных удостоверений	17	3	0	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	1	0	2	0	0	0	2	1					
15	"Число открепительных удостоверений, выданных избирателям ТИК"	27	1	2	6	2	0	1	0	0	1	1	0	0	0	0	1	1	0	2	0	0	0	0	0	0	0	0	1	3	2	0	0	2	0	1	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	"Число открепительных удостоверений, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																													
18	Богданов Андрей Владимирович	658	42	25	13	40	20	9	12	21	10	12	5	3	14	12	8	6	16	28	27	30	21	31	2	9	13	23	14	9	9	12	20	16	11	18	4	17	72	4					
		1.26%	2.59%	1.50%	0.85%	2.47%	1.38%	1.09%	0.92%	1.70%	0.63%	1.09%	0.30%	0.19%	1.07%	1.38%	0.97%	0.87%	0.99%	1.86%	1.30%	2.13%	1.43%	1.88%	0.18%	1.05%	1.04%	1.05%	0.65%	1.44%	0.78%	1.03%	1.23%	0.86%	0.67%	1.07%	0.61%	1.67%	5.30%	0.33%					
19	Жириновский Владимир Вольфович	3979	169	149	245	156	111	82	87	101	142	75	85	13	132	72	76	68	114	109	173	90	80	105	15	43	87	392	98	48	68	66	92	79	109	132	56	98	101	61					
		7.64%	10.44%	8.94%	16.07%	9.63%	7.67%	9.94%	6.70%	8.18%	8.96%	6.82%	5.12%	0.83%	10.06%	8.27%	9.23%	9.88%	7.06%	7.24%	8.36%	6.39%	5.43%	6.38%	1.37%	5.02%	6.97%	17.85%	4.53%	7.70%	5.89%	5.65%	5.68%	4.26%	6.61%	7.85%	8.60%	9.60%	7.43%	5.10%					
20	Зюганов Геннадий Андреевич	12170	562	564	212	555	381	298	293	215	351	302	464	104	407	278	209	142	484	132	739	284	358	373	69	216	298	469	419	140	163	209	330	423	355	352	241	255	292	232					
		23.36%	34.71%	33.85%	13.90%	34.26%	26.33%	36.12%	22.57%	17.41%	22.15%	27.45%	27.95%	6.62%	31.02%	31.92%	25.39%	20.64%	29.99%	8.76%	35.72%	20.16%	24.30%	22.66%	6.28%	25.23%	23.86%	21.36%	19.36%	22.47%	14.12%	17.89%	20.37%	22.79%	21.54%	20.93%	37.02%	24.98%	21.49%	19.38%					
21	Медведев Дмитрий Анатольевич	33838	822	888	1029	835	829	422	883	762	1045	690	1091	1445	731	501	504	369	976	1189	1106	979	977	1111	1009	560	825	1238	1583	411	901	871	1149	1301	1073	1043	345	634	864	847					
		64.94%	50.77%	53.30%	67.48%	51.54%	57.29%	51.15%	68.03%	61.70%	65.93%	62.73%	65.72%	92.04%	55.72%	57.52%	61.24%	53.63%	60.47%	78.95%	53.46%	69.48%	66.33%	67.50%	91.89%	65.42%	66.05%	56.38%	73.15%	65.97%	78.08%	74.57%	70.93%	70.10%	65.11%	62.01%	52.99%	62.10%	63.58%	70.76%					
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
