Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																		
Дата голосования: 04.12.2011																																		
																																		
Наименование Избирательной комиссии:    Дергачевская																																		
																																		
Сводная таблица результатов выборов																																		
																																		
		Сумма	УИК №792	УИК №793	УИК №794	УИК №795	УИК №796	УИК №797	УИК №798	УИК №799	УИК №800	УИК №801	УИК №802	УИК №803	УИК №804	УИК №805	УИК №806	УИК №807	УИК №808	УИК №809	УИК №810	УИК №811	УИК №812	УИК №813	УИК №814	УИК №815	УИК №816	УИК №817	УИК №818					
1	"Число избирателей, внесенных в список избирателей"	19042	962	1046	1274	342	1341	486	1203	1009	287	681	487	1043	228	438	361	680	489	864	691	421	510	961	513	549	487	647	1042					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	19504	992	1081	1301	351	1366	507	1241	993	291	704	503	1050	233	445	361	687	498	866	706	494	525	1005	539	567	482	669	1047					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	13316	493	596	914	194	719	253	783	736	219	551	431	936	115	303	295	602	345	619	576	330	449	416	371	466	267	574	763					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	2915	104	80	313	77	152	42	208	140	33	61	23	60	55	68	43	46	82	197	92	91	17	456	56	58	133	34	194					
6	Число погашенных избирательных бюллетеней	3273	395	405	74	80	495	212	250	117	39	92	49	54	63	74	23	39	71	50	38	73	59	133	112	43	82	61	90					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2915	104	80	313	77	152	42	208	140	33	61	23	60	55	68	43	46	82	197	92	91	17	456	56	58	133	34	194					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	13314	493	596	912	194	719	253	783	736	219	551	431	936	115	303	295	602	345	619	576	330	449	416	371	466	267	574	763					
9	Число недействительных избирательных бюллетеней	105	12	5	12	0	7	4	12	8	0	0	2	0	0	0	0	0	4	0	12	2	17	1	0	2	0	0	5					
10	Число действительных избирательных бюллетеней	16124	585	671	1213	271	864	291	979	868	252	612	452	996	170	371	338	648	423	816	656	419	449	871	427	522	400	608	952					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	368	22	30	19	5	17	9	25	25	6	10	8	25	5	7	2	12	8	12	10	8	14	36	11	13	7	0	22					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	346	22	30	18	5	17	9	25	25	2	7	8	23	4	7	2	9	8	12	7	8	11	34	11	13	7	0	22					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	48	1	2	2	0	3	0	2	2	1	2	2	5	2	1	4	4	2	3	1	3	1	0	1	0	2	2	0					
14	Число погашенных неиспользованных открепительных удостоверений	22	0	0	1	0	0	0	0	0	4	3	0	2	1	0	0	3	0	0	3	0	3	2	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	32	1	1	4	1	8	2	0	4	0	0	0	0	0	0	0	0	0	1	1	0	0	5	0	3	0	1	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																		
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	765	58	34	115	15	43	29	88	29	11	2	14	45	4	23	14	23	21	17	4	13	11	50	3	14	6	61	18					
		4.71%	9.72%	5.03%	9.39%	5.54%	4.94%	9.83%	8.88%	3.31%	4.37%	0.33%	3.08%	4.52%	2.35%	6.20%	4.14%	3.55%	4.92%	2.08%	0.60%	3.09%	2.36%	5.73%	0.70%	2.67%	1.50%	10.03%	1.88%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	300	48	72	2	0	39	40	3	3	0	0	11	0	0	0	10	0	9	18	1	8	3	16	1	16	0	0	0					
		1.85%	8.04%	10.65%	0.16%	0.00%	4.48%	13.56%	0.30%	0.34%	0.00%	0.00%	2.42%	0.00%	0.00%	0.00%	2.96%	0.00%	2.11%	2.21%	0.15%	1.90%	0.64%	1.83%	0.23%	3.05%	0.00%	0.00%	0.00%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	25	4	2	0	0	0	6	0	0	0	0	3	0	0	0	0	0	0	0	0	2	1	5	1	1	0	0	0					
		0.15%	0.67%	0.30%	0.00%	0.00%	0.00%	2.03%	0.00%	0.00%	0.00%	0.00%	0.66%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.48%	0.21%	0.57%	0.23%	0.19%	0.00%	0.00%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	1590	93	130	204	47	93	60	157	136	38	32	47	13	16	75	30	38	38	15	35	55	22	48	32	31	20	25	60					
		9.80%	15.58%	19.23%	16.65%	17.34%	10.68%	20.34%	15.84%	15.53%	15.08%	5.23%	10.35%	1.31%	9.41%	20.22%	8.88%	5.86%	8.90%	1.84%	5.24%	13.06%	4.72%	5.50%	7.49%	5.92%	5.00%	4.11%	6.27%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	17	7	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	1	2	0	0	0					
		0.10%	1.17%	0.00%	0.00%	0.00%	0.00%	1.02%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.24%	0.00%	0.34%	0.23%	0.38%	0.00%	0.00%	0.00%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	13418	373	431	892	209	689	152	731	700	203	577	376	938	150	273	284	587	355	766	616	339	412	749	388	458	374	522	874					
		82.68%	62.48%	63.76%	72.82%	77.12%	79.10%	51.53%	73.76%	79.91%	80.56%	94.28%	82.82%	94.18%	88.24%	73.58%	84.02%	90.59%	83.14%	93.87%	92.22%	80.52%	88.41%	85.89%	90.87%	87.40%	93.50%	85.86%	91.33%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	9	2	2	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0					
		0.06%	0.34%	0.30%	0.00%	0.00%	0.00%	0.34%	0.00%	0.00%	0.00%	0.16%	0.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.24%	0.00%	0.00%	0.23%	0.00%	0.00%	0.00%	0.00%					
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
