Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																							
Дата голосования: 02.12.2007																																																							
																																																							
Наименование Избирательной комиссии:    Мелекесская																																																							
																																																							
Сводная таблица результатов выборов																																																							
																																																							
		Сумма	УИК №319	УИК №320	УИК №321	УИК №322	УИК №323	УИК №324	УИК №325	УИК №326	УИК №327	УИК №328	УИК №329	УИК №330	УИК №331	УИК №332	УИК №333	УИК №334	УИК №335	УИК №336	УИК №337	УИК №338	УИК №339	УИК №340	УИК №341	УИК №342	УИК №343	УИК №344	УИК №345	УИК №346	УИК №347	УИК №348	УИК №349	УИК №350	УИК №351	УИК №352	УИК №353	УИК №354	УИК №355	УИК №356	УИК №357	УИК №358	УИК №359	УИК №360	УИК №361	УИК №362	УИК №363	УИК №364	УИК №365	УИК №366					
1	"Число избирателей, внесенных в списки избирателей"	31304	1245	2449	1746	210	2182	1397	1552	421	292	93	758	508	274	1039	536	349	109	1524	483	133	2609	247	241	252	246	395	290	596	1187	822	756	144	166	62	254	843	193	275	599	113	64	1021	71	785	817	495	244	217					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	29300	1150	2300	1650	200	2100	1300	1400	400	270	80	750	500	250	1000	500	300	110	1340	450	130	2420	230	220	230	220	380	270	550	1100	800	720	130	150	60	240	800	180	250	570	100	60	990	65	735	750	450	250	200					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	20216	764	1681	1129	183	1166	772	957	257	129	60	527	369	195	680	359	266	81	881	307	95	1389	207	196	194	184	253	211	343	961	671	492	110	140	51	144	519	147	224	292	80	44	707	61	529	567	333	166	143					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	2024	86	98	78	17	73	51	26	44	26	16	54	50	19	70	43	29	6	150	71	5	101	10	5	11	13	31	22	71	55	36	47	18	0	7	50	56	17	17	195	8	2	50	3	73	53	30	10	21					
6	Число погашенных избирательных бюллетеней	7060	300	521	443	0	861	477	417	99	115	4	169	81	36	250	98	5	23	309	72	30	930	13	19	25	23	96	37	136	84	93	181	2	10	2	46	225	16	9	83	12	14	233	1	133	130	87	74	36					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2024	86	98	78	17	73	51	26	44	26	16	54	50	19	70	43	29	6	150	71	5	101	10	5	11	13	31	22	71	55	36	47	18	0	7	50	56	17	17	195	8	2	50	3	73	53	30	10	21					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	20214	764	1681	1129	183	1166	772	957	257	129	60	527	369	195	680	359	266	81	880	307	95	1389	207	196	194	184	253	211	342	961	671	492	110	140	51	144	519	147	224	292	80	44	707	61	529	567	333	166	143					
9	Число недействительных избирательных бюллетеней	197	5	13	7	0	11	12	12	2	0	2	13	12	0	4	3	1	0	8	3	1	13	2	0	1	2	5	1	5	4	4	6	2	1	0	5	5	1	1	9	2	2	4	0	2	6	0	4	1					
10	Число действительных избирательных бюллетеней	22041	845	1766	1200	200	1228	811	971	299	155	74	568	407	214	746	399	294	87	1022	375	99	1477	215	201	204	195	279	232	408	1012	703	533	126	139	58	189	570	163	240	478	86	44	753	64	600	614	363	172	163					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	885	35	41	35	15	25	35	22	15	5	5	25	15	15	20	28	12	20	73	44	25	45	10	10	10	10	10	5	4	56	35	15	5	5	5	5	10	5	5	15	5	2	15	5	20	26	10	12	15					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	876	35	41	35	15	25	35	22	15	5	5	25	15	15	20	28	12	20	73	44	25	45	8	10	10	10	10	5	4	56	35	8	5	5	5	5	10	5	5	15	5	2	15	5	20	26	10	12	15					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	229	6	4	14	6	9	12	6	1	1	0	4	0	3	5	5	3	2	35	6	4	12	5	2	1	1	6	3	5	5	7	6	4	2	1	0	1	4	0	2	3	1	12	1	6	2	6	3	2					
14	Число погашенных неиспользованных открепительных удостоверений	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	15	0	0	3	0	2	0	2	0	0	0	0	0	1	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																							
18	1.Политическая партия «Аграрная партия России»	696	17	26	30	4	27	22	27	10	11	1	15	5	3	18	9	8	1	17	12	0	147	4	26	22	31	11	9	13	23	12	16	3	6	0	17	6	3	4	17	3	0	16	0	7	18	10	6	3					
		3.13%	2.00%	1.46%	2.49%	2.00%	2.18%	2.67%	2.75%	3.32%	7.10%	1.32%	2.58%	1.19%	1.40%	2.40%	2.24%	2.71%	1.15%	1.65%	3.17%	0.00%	9.87%	1.84%	12.94%	10.73%	15.74%	3.87%	3.86%	3.15%	2.26%	1.70%	2.97%	2.34%	4.29%	0.00%	8.76%	1.04%	1.83%	1.66%	3.49%	3.41%	0.00%	2.11%	0.00%	1.16%	2.90%	2.75%	3.41%	1.83%					
19	2.Всероссийская политическая партия «Гражданская Сила»	64	1	4	3	0	7	2	5	2	1	0	2	0	0	5	3	1	0	3	2	0	5	2	1	2	0	0	0	1	1	0	3	0	2	0	0	1	1	0	0	0	0	1	0	0	2	1	0	0					
		0.29%	0.12%	0.22%	0.25%	0.00%	0.56%	0.24%	0.51%	0.66%	0.65%	0.00%	0.34%	0.00%	0.00%	0.67%	0.75%	0.34%	0.00%	0.29%	0.53%	0.00%	0.34%	0.92%	0.50%	0.98%	0.00%	0.00%	0.00%	0.24%	0.10%	0.00%	0.56%	0.00%	1.43%	0.00%	0.00%	0.17%	0.61%	0.00%	0.00%	0.00%	0.00%	0.13%	0.00%	0.00%	0.32%	0.28%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	17	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	2	0	1	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0					
		0.08%	0.00%	0.00%	0.00%	0.00%	0.08%	0.00%	0.00%	0.33%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.34%	0.00%	0.00%	0.26%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.70%	0.00%	0.24%	0.20%	0.28%	0.37%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.33%	0.32%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	2418	101	253	183	20	142	104	127	63	25	2	41	93	30	119	40	28	13	77	69	18	149	14	21	10	17	39	30	55	95	50	37	7	10	6	7	41	4	38	37	5	2	52	3	26	56	37	12	10					
		10.87%	11.88%	14.22%	15.16%	10.00%	11.46%	12.64%	12.92%	20.93%	16.13%	2.63%	7.06%	22.20%	14.02%	15.87%	9.95%	9.49%	14.94%	7.48%	18.25%	18.00%	10.00%	6.45%	10.45%	4.88%	8.63%	13.73%	12.88%	13.32%	9.35%	7.07%	6.86%	5.47%	7.14%	10.34%	3.61%	7.13%	2.44%	15.77%	7.60%	5.68%	4.35%	6.87%	4.69%	4.32%	9.03%	10.19%	6.82%	6.10%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	37	3	8	4	0	3	0	3	0	1	0	2	0	0	1	0	0	0	3	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0					
		0.17%	0.35%	0.45%	0.33%	0.00%	0.24%	0.00%	0.31%	0.00%	0.65%	0.00%	0.34%	0.00%	0.00%	0.13%	0.00%	0.00%	0.00%	0.29%	0.00%	0.00%	0.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.65%	0.00%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	27	2	0	2	0	1	2	0	0	0	0	0	1	0	0	0	1	0	4	1	0	1	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	2	1	0	0	1	0	3	1	0	0	0					
		0.12%	0.24%	0.00%	0.17%	0.00%	0.08%	0.24%	0.00%	0.00%	0.00%	0.00%	0.00%	0.24%	0.00%	0.00%	0.00%	0.34%	0.00%	0.39%	0.26%	0.00%	0.07%	0.00%	0.50%	0.49%	0.51%	0.00%	0.00%	0.00%	0.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.83%	0.21%	0.00%	0.00%	0.13%	0.00%	0.50%	0.16%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	1457	67	112	94	17	108	56	92	26	12	1	34	6	13	49	40	23	1	82	29	8	88	20	17	15	7	15	7	11	53	27	39	8	11	2	11	14	12	3	18	4	2	39	12	41	46	36	20	9					
		6.55%	7.88%	6.30%	7.79%	8.50%	8.72%	6.80%	9.36%	8.64%	7.74%	1.32%	5.85%	1.43%	6.07%	6.53%	9.95%	7.80%	1.15%	7.96%	7.67%	8.00%	5.91%	9.22%	8.46%	7.32%	3.55%	5.28%	3.00%	2.66%	5.22%	3.82%	7.24%	6.25%	7.86%	3.45%	5.67%	2.43%	7.32%	1.24%	3.70%	4.55%	4.35%	5.15%	18.75%	6.81%	7.42%	9.92%	11.36%	5.49%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	1477	74	153	74	6	76	39	58	35	12	1	27	23	19	40	9	18	10	155	20	3	167	17	11	18	4	14	21	29	57	36	20	3	7	1	3	38	18	9	24	10	5	23	2	29	27	18	14	0					
		6.64%	8.71%	8.60%	6.13%	3.00%	6.13%	4.74%	5.90%	11.63%	7.74%	1.32%	4.65%	5.49%	8.88%	5.33%	2.24%	6.10%	11.49%	15.05%	5.29%	3.00%	11.21%	7.83%	5.47%	8.78%	2.03%	4.93%	9.01%	7.02%	5.61%	5.09%	3.71%	2.34%	5.00%	1.72%	1.55%	6.61%	10.98%	3.73%	4.93%	11.36%	10.87%	3.04%	3.13%	4.82%	4.35%	4.96%	7.95%	0.00%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	135	3	10	10	0	8	6	4	2	0	0	3	7	1	6	3	1	0	7	2	2	9	1	4	0	1	6	0	2	6	3	3	0	0	0	0	1	0	1	2	0	1	4	1	1	8	2	0	4					
