Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																		
Дата голосования: 02.12.2007																																		
																																		
Наименование Избирательной комиссии:    Каменская																																		
																																		
Сводная таблица результатов выборов																																		
																																		
		Сумма	УИК №851	УИК №852	УИК №853	УИК №854	УИК №855	УИК №856	УИК №857	УИК №858	УИК №859	УИК №860	УИК №861	УИК №862	УИК №863	УИК №864	УИК №865	УИК №866	УИК №867	УИК №868	УИК №869	УИК №870	УИК №871	УИК №872	УИК №873	УИК №874	УИК №875	УИК №876	УИК №877					
1	"Число избирателей, внесенных в списки избирателей"	11369	804	91	490	85	95	904	351	94	107	725	266	109	745	71	89	903	151	327	1349	728	218	306	104	1121	607	158	371					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	11250	800	90	490	80	90	900	350	90	100	710	260	100	730	70	90	900	150	320	1350	730	210	300	100	1100	610	160	370					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	6971	494	70	313	55	57	552	194	60	65	430	167	61	460	60	58	536	77	197	800	489	158	236	79	624	341	99	239					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	456	19	6	34	4	2	34	32	9	5	26	13	4	34	0	4	38	7	25	54	25	0	13	2	22	19	7	18					
6	Число погашенных избирательных бюллетеней	3823	287	14	143	21	31	314	124	21	30	254	80	35	236	10	28	326	66	98	496	216	52	51	19	454	250	54	113					
7	Число избирательных бюллетеней в переносных ящиках для голосования	456	19	6	34	4	2	34	32	9	5	26	13	4	34	0	4	38	7	25	54	25	0	13	2	22	19	7	18					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	6970	494	70	313	55	57	552	194	60	65	430	167	61	460	60	58	536	77	197	800	489	158	236	79	624	340	99	239					
9	Число недействительных избирательных бюллетеней	64	2	0	4	2	0	2	5	0	0	4	2	0	6	0	2	8	1	7	7	4	0	1	0	5	1	0	1					
10	Число действительных избирательных бюллетеней	7362	511	76	343	57	59	584	221	69	70	452	178	65	488	60	60	566	83	215	847	510	158	248	81	641	358	106	256					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	98	12	0	5	0	2	3	2	2	0	6	2	2	6	2	2	6	2	4	8	6	2	4	2	8	4	2	4					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	63	12	0	5	0	0	3	1	1	0	5	2	0	2	0	1	5	0	2	4	5	0	0	0	5	4	2	4					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	53	2	1	1	1	2	3	1	1	4	3	2	2	3	0	3	2	1	2	3	1	2	1	2	4	2	2	2					
14	Число погашенных неиспользованных открепительных удостоверений	35	0	0	0	0	2	0	1	1	0	1	0	2	4	2	1	1	2	2	4	1	2	4	2	3	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																		
18	1.Политическая партия «Аграрная партия России»	353	29	1	27	0	2	14	8	2	3	21	3	0	31	24	0	25	7	10	40	9	7	16	7	30	21	8	8					
		4.75%	5.65%	1.32%	7.78%	0.00%	3.39%	2.39%	3.54%	2.90%	4.29%	4.61%	1.67%	0.00%	6.28%	40.00%	0.00%	4.36%	8.33%	4.50%	4.68%	1.75%	4.43%	6.43%	8.64%	4.64%	5.85%	7.55%	3.11%					
19	2.Всероссийская политическая партия «Гражданская Сила»	13	0	0	0	0	0	2	1	1	0	0	0	0	1	0	0	2	0	1	0	0	0	0	0	3	1	0	1					
		0.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.34%	0.44%	1.45%	0.00%	0.00%	0.00%	0.00%	0.20%	0.00%	0.00%	0.35%	0.00%	0.45%	0.00%	0.00%	0.00%	0.00%	0.00%	0.46%	0.28%	0.00%	0.39%					
20	3.Политическая партия «Демократическая партия России»	9	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	1	0	1	0	0	1					
		0.12%	0.00%	0.00%	0.29%	0.00%	1.69%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.17%	0.00%	0.45%	0.12%	0.19%	0.00%	0.40%	0.00%	0.15%	0.00%	0.00%	0.39%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	926	28	5	39	5	5	50	19	1	4	84	15	7	70	2	0	80	3	44	124	39	14	53	13	106	63	18	35					
		12.47%	5.46%	6.58%	11.24%	8.47%	8.47%	8.53%	8.41%	1.45%	5.71%	18.42%	8.33%	10.77%	14.17%	3.33%	0.00%	13.94%	3.57%	19.82%	14.52%	7.59%	8.86%	21.29%	16.05%	16.41%	17.55%	16.98%	13.62%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	84	0	0	0	0	4	8	1	0	2	2	4	7	8	0	0	0	0	0	25	10	0	2	3	3	2	0	3					
		1.13%	0.00%	0.00%	0.00%	0.00%	6.78%	1.37%	0.44%	0.00%	2.86%	0.44%	2.22%	10.77%	1.62%	0.00%	0.00%	0.00%	0.00%	0.00%	2.93%	1.95%	0.00%	0.80%	3.70%	0.46%	0.56%	0.00%	1.17%					
23	6.Политическая партия «Партия социальной справедливости»	10	1	0	0	0	0	2	1	0	1	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	1					
		0.13%	0.19%	0.00%	0.00%	0.00%	0.00%	0.34%	0.44%	0.00%	1.43%	0.22%	0.00%	0.00%	0.20%	0.00%	1.61%	0.00%	0.00%	0.45%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.39%					
24	7.Политическая партия «Либерально-демократическая партия России»	641	69	8	43	3	3	33	4	1	6	38	17	2	50	7	3	31	10	24	72	32	9	28	11	71	32	15	19					
		8.63%	13.45%	10.53%	12.39%	5.08%	5.08%	5.63%	1.77%	1.45%	8.57%	8.33%	9.44%	3.08%	10.12%	11.67%	4.84%	5.40%	11.90%	10.81%	8.43%	6.23%	5.70%	11.24%	13.58%	10.99%	8.91%	14.15%	7.39%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	499	23	0	33	4	2	28	7	2	5	23	2	3	38	5	2	92	4	3	34	81	6	13	0	45	21	12	11					
		6.72%	4.48%	0.00%	9.51%	6.78%	3.39%	4.78%	3.10%	2.90%	7.14%	5.04%	1.11%	4.62%	7.69%	8.33%	3.23%	16.03%	4.76%	1.35%	3.98%	15.76%	3.80%	5.22%	0.00%	6.97%	5.85%	11.32%	4.28%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	77	11	0	4	2	0	3	1	4	0	2	0	1	3	0	0	10	1	2	14	2	1	4	0	8	3	1	0					
		1.04%	2.14%	0.00%	1.15%	3.39%	0.00%	0.51%	0.44%	5.80%	0.00%	0.44%	0.00%	1.54%	0.61%	0.00%	0.00%	1.74%	1.19%	0.90%	1.64%	0.39%	0.63%	1.61%	0.00%	1.24%	0.84%	0.94%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	4724	348	62	195	43	42	443	178	58	49	279	137	45	285	22	54	324	58	125	533	336	121	129	46	370	214	52	176					
		63.61%	67.84%	81.58%	56.20%	72.88%	71.19%	75.60%	78.76%	84.06%	70.00%	61.18%	76.11%	69.23%	57.69%	36.67%	87.10%	56.45%	69.05%	56.31%	62.41%	65.37%	76.58%	51.81%	56.79%	57.28%	59.61%	49.06%	68.48%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	26	2	0	1	0	0	1	1	0	0	2	0	0	1	0	0	1	0	4	4	0	0	2	1	4	1	0	1					
		0.35%	0.39%	0.00%	0.29%	0.00%	0.00%	0.17%	0.44%	0.00%	0.00%	0.44%	0.00%	0.00%	0.20%	0.00%	0.00%	0.17%	0.00%	1.80%	0.47%	0.00%	0.00%	0.80%	1.23%	0.62%	0.28%	0.00%	0.39%					
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
