Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																					
Дата голосования: 07.12.2003 0:00:00																																					
																																					
Наименование Избирательной комиссии:    Некрасовская																																					
																																					
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																					
																																					
		Сумма	УИК №245	УИК №246	УИК №247	УИК №248	УИК №249	УИК №250	УИК №251	УИК №252	УИК №253	УИК №254	УИК №255	УИК №256	УИК №257	УИК №258	УИК №259	УИК №260	УИК №261	УИК №262	УИК №263	УИК №264	УИК №265	УИК №266	УИК №267	УИК №268	УИК №269	УИК №270	УИК №271	УИК №272	УИК №273	УИК №856					
1	"Число избирателей, внесенных в списки"	19320	2947	1604	817	1330	1515	1272	501	735	221	880	99	995	396	165	132	610	351	152	548	424	431	273	263	1153	501	200	205	179	215	206					
2	"Число бюллетеней, полученных участковыми комиссиями"	19030	2904	1567	812	1305	1496	1276	504	750	222	899	100	999	391	173	132	611	354	154	543	402	399	281	270	1009	507	193	202	181	216	178					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	10167	1795	888	358	696	884	649	234	256	123	406	32	478	225	107	65	286	164	19	311	260	227	113	133	690	250	147	79	85	113	94					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	2189	45	71	172	98	28	78	87	254	31	153	38	141	95	17	28	132	102	66	21	25	29	68	47	102	77	13	75	42	18	36					
6	Число погашенных бюллетеней	6674	1064	608	282	511	584	549	183	240	68	340	30	380	71	49	39	193	88	69	211	117	143	100	90	217	180	33	48	54	85	48					
7	Число бюллетеней в переносных ящиках для голосования	2189	45	71	172	98	28	78	87	254	31	153	38	141	95	17	28	132	102	66	21	25	29	68	47	102	77	13	75	42	18	36					
8	Число бюллетеней в стационарных ящиках для голосования	10159	1794	884	357	695	884	649	234	256	123	405	32	478	225	107	65	286	164	19	311	260	227	113	133	690	250	147	79	85	113	94					
9	Число недействительных бюллетеней	273	26	21	14	17	11	14	5	4	4	15	3	17	3	6	0	9	12	1	8	8	12	4	12	21	13	4	0	8	0	1					
10	Число действительных бюллетеней	12075	1813	934	515	776	901	713	316	506	150	543	67	602	317	118	93	409	254	84	324	277	244	177	168	771	314	156	154	119	131	129					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	700	100	50	20	45	50	40	15	25	10	30	10	30	15	10	10	20	15	10	20	20	20	15	15	35	20	10	10	10	10	10					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	117	10	8	4	10	4	9	0	14	5	9	0	2	0	5	1	7	1	0	0	4	4	2	0	8	2	2	1	2	2	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	322	11	14	3	10	7	4	0	1	6	2	1	8	1	2	1	9	1	0	0	25	27	2	5	135	4	3	4	2	3	31					
14	Число погашенных открепительных удостоверений	583	90	42	16	35	46	31	15	11	5	21	10	28	15	5	9	13	14	10	20	16	16	13	15	27	18	8	9	8	8	9					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																					
18	"1. ""ЕДИНЕНИЕ"""	201	23	10	11	12	7	14	7	6	6	9	2	8	6	3	1	5	4	0	7	4	4	8	1	25	6	4	1	3	1	3					
		1.62%	1.25%	1.04%	2.07%	1.51%	0.76%	1.92%	2.18%	1.17%	3.89%	1.61%	2.85%	1.29%	1.87%	2.41%	1.07%	1.19%	1.50%	0.0%	2.10%	1.40%	1.56%	4.41%	0.55%	3.15%	1.83%	2.5%	0.64%	2.36%	0.76%	2.30%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	233	41	21	13	8	20	13	4	12	4	5	0	15	7	1	0	13	4	3	7	9	6	2	1	10	5	2	2	2	3	0					
		1.88%	2.22%	2.19%	2.45%	1.00%	2.19%	1.78%	1.24%	2.35%	2.59%	0.89%	0.0%	2.42%	2.18%	0.80%	0.0%	3.11%	1.50%	3.52%	2.10%	3.15%	2.34%	1.10%	0.55%	1.26%	1.52%	1.25%	1.29%	1.57%	2.29%	0.0%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	368	37	24	42	27	19	27	4	6	2	24	0	18	9	3	8	6	8	10	17	8	10	6	3	25	6	8	3	2	2	4					
		2.98%	2.01%	2.51%	7.93%	3.40%	2.08%	3.71%	1.24%	1.17%	1.29%	4.30%	0.0%	2.90%	2.81%	2.41%	8.60%	1.43%	3.00%	11.76%	5.12%	2.80%	3.90%	3.31%	1.66%	3.15%	1.83%	5.0%	1.94%	1.57%	1.52%	3.07%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	314	60	44	14	19	21	19	3	4	1	14	0	10	3	4	0	8	5	3	5	9	12	5	2	12	21	5	1	4	4	2					
		2.54%	3.26%	4.60%	2.64%	2.39%	2.30%	2.61%	0.93%	0.78%	0.64%	2.50%	0.0%	1.61%	0.93%	3.22%	0.0%	1.91%	1.87%	3.52%	1.50%	3.15%	4.68%	2.76%	1.11%	1.51%	6.42%	3.12%	0.64%	3.14%	3.05%	1.53%					
22	"5. ""За Русь Святую"""	110	17	11	3	11	8	6	2	3	0	1	0	4	2	0	4	7	1	1	1	5	5	4	0	6	1	6	1	0	0	0					
		0.89%	0.92%	1.15%	0.56%	1.38%	0.87%	0.82%	0.62%	0.58%	0.0%	0.17%	0.0%	0.64%	0.62%	0.0%	4.30%	1.67%	0.37%	1.17%	0.30%	1.75%	1.95%	2.20%	0.0%	0.75%	0.30%	3.75%	0.64%	0.0%	0.0%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	41	5	5	6	1	2	1	1	1	1	2	0	1	0	1	0	1	0	2	6	2	0	0	0	1	1	0	0	0	1	0					
		0.33%	0.27%	0.52%	1.13%	0.12%	0.21%	0.13%	0.31%	0.19%	0.64%	0.35%	0.0%	0.16%	0.0%	0.80%	0.0%	0.23%	0.0%	2.35%	1.80%	0.70%	0.0%	0.0%	0.0%	0.12%	0.30%	0.0%	0.0%	0.0%	0.76%	0.0%					
