Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																	
Дата голосования: 04.12.2011																																																	
																																																	
Наименование Избирательной комиссии:    Петровская																																																	
																																																	
Сводная таблица результатов выборов																																																	
																																																	
		Сумма	УИК №971	УИК №972	УИК №973	УИК №974	УИК №975	УИК №976	УИК №977	УИК №978	УИК №979	УИК №980	УИК №981	УИК №982	УИК №983	УИК №984	УИК №985	УИК №986	УИК №987	УИК №988	УИК №989	УИК №990	УИК №991	УИК №992	УИК №993	УИК №994	УИК №995	УИК №996	УИК №997	УИК №998	УИК №999	УИК №1000	УИК №1001	УИК №1002	УИК №1003	УИК №1004	УИК №1005	УИК №1006	УИК №1007	УИК №1008	УИК №1009	УИК №1010	УИК №1011	УИК №1012					
1	"Число избирателей, внесенных в список избирателей"	59532	1197	1509	1602	1937	1511	1275	1519	1655	1576	1461	1581	1577	1596	1722	1521	1384	1262	1452	1239	1087	204	611	1365	1519	1408	313	1721	1650	1332	1514	1868	1637	1617	284	297	2625	1731	1643	2134	1354	1851	1191					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	55100	1100	1400	1600	1850	1400	1200	1400	1500	1500	1300	1400	1400	1400	1600	1400	1300	1200	1300	1200	1000	200	500	1200	1450	1300	300	1600	1500	1300	1400	1800	1500	1500	250	250	2500	1600	1500	2000	1200	1700	1100					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	25508	469	666	647	857	651	518	702	789	621	646	637	708	574	819	727	620	468	657	487	425	82	299	537	704	526	147	745	685	577	587	816	634	709	153	147	1295	689	678	973	593	748	496					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	2149	24	36	27	28	26	34	40	38	42	34	27	14	151	30	33	64	26	50	39	18	9	15	28	48	10	39	43	56	36	108	55	72	118	10	8	135	110	138	144	113	55	18					
6	Число погашенных избирательных бюллетеней	27443	607	698	926	965	723	648	658	673	837	620	736	678	675	751	640	616	706	593	674	557	109	186	635	698	764	114	812	759	687	705	929	794	673	87	95	1070	801	684	883	494	897	586					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2149	24	36	27	28	26	34	40	38	42	34	27	14	151	30	33	64	26	50	39	18	9	15	28	48	10	39	43	56	36	108	55	72	118	10	8	135	110	138	144	113	55	18					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	25506	469	666	647	857	651	518	702	789	621	646	637	708	574	819	727	620	468	657	487	425	82	298	537	704	526	147	745	685	577	587	816	634	709	153	147	1295	688	678	973	593	748	496					
9	Число недействительных избирательных бюллетеней	729	13	25	20	20	17	10	25	15	17	27	17	19	14	8	27	18	19	18	16	15	4	11	17	25	19	4	22	14	9	15	11	24	25	2	8	42	27	22	24	24	11	9					
10	Число действительных избирательных бюллетеней	26926	480	677	654	865	660	542	717	812	646	653	647	703	711	841	733	666	475	689	510	428	87	302	548	727	517	182	766	727	604	680	860	682	802	161	147	1388	771	794	1093	682	792	505					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	470	10	7	15	20	10	10	7	10	10	10	10	10	10	10	10	23	10	13	15	10	5	5	10	10	10	5	10	10	10	10	20	10	10	5	5	25	10	10	20	10	20	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	251	6	3	12	16	6	7	3	4	6	5	6	7	7	6	9	14	5	12	9	4	1	2	2	9	5	4	6	3	3	7	4	4	10	0	0	16	1	8	4	5	8	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	153	1	2	7	7	8	2	6	6	0	3	2	2	8	4	4	3	2	6	8	1	1	2	2	2	4	4	3	5	1	3	4	1	3	1	1	13	3	5	3	3	3	4					
14	Число погашенных неиспользованных открепительных удостоверений	219	4	4	3	4	4	3	4	6	4	5	4	3	3	4	1	9	5	1	6	6	4	3	8	1	5	1	4	7	7	3	16	6	0	5	5	9	9	2	16	5	12	8					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	4	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																	
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	3757	66	81	102	149	81	89	98	119	96	105	81	73	98	130	118	115	94	115	67	58	10	31	79	91	88	27	80	93	64	68	114	137	134	16	12	197	88	77	158	97	103	58					
