Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																								
Дата голосования: 07.12.2003 0:00:00																								
																								
Наименование Избирательной комиссии:    Камышловская городская																								
																								
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																								
																								
		Сумма	УИК №1915	УИК №1916	УИК №1917	УИК №1918	УИК №1919	УИК №1920	УИК №1921	УИК №1922	УИК №1923	УИК №1924	УИК №1925	УИК №1926	УИК №1927	УИК №1928	УИК №1929	УИК №1930	УИК №1931					
1	"Число избирателей, внесенных в списки"	24142	876	799	1056	822	1475	303	2087	1687	1493	1590	2136	1175	2856	1873	436	1483	1995					
2	"Число бюллетеней, полученных участковыми комиссиями"	23800	900	800	1000	800	1500	400	2000	1700	1500	1500	2100	1200	2800	1800	500	1500	1800					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	9186	311	330	348	272	706	303	617	531	455	636	804	465	1071	608	181	651	897					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	430	13	9	19	42	66	0	28	28	18	17	32	14	60	31	7	15	31					
6	Число погашенных бюллетеней	14184	576	461	633	486	728	97	1355	1141	1027	847	1264	721	1669	1161	312	834	872					
7	Число бюллетеней в переносных ящиках для голосования	430	13	9	19	42	66	0	28	28	18	17	32	14	60	31	7	15	31					
8	Число бюллетеней в стационарных ящиках для голосования	9186	311	330	348	272	706	303	617	531	455	636	804	465	1071	608	181	651	897					
9	Число недействительных бюллетеней	152	4	8	7	7	11	9	9	11	2	10	10	13	14	13	4	9	11					
10	Число действительных бюллетеней	9464	320	331	360	307	761	294	636	548	471	643	826	466	1117	626	184	657	917					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	300	10	10	15	10	20	5	25	20	20	20	30	15	30	25	5	20	20					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	54	0	2	1	0	9	0	5	0	9	3	4	2	8	1	5	4	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	45	0	2	5	2	3	0	1	1	6	3	1	0	7	4	6	1	3					
14	Число погашенных открепительных удостоверений	246	10	8	14	10	11	5	20	20	11	17	26	13	22	24	0	16	19					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																								
18	"1. ""ЕДИНЕНИЕ"""	117	6	5	2	9	8	15	7	6	1	6	12	10	5	4	2	7	12					
		1.21%	1.85%	1.47%	0.54%	2.86%	1.03%	4.95%	1.08%	1.07%	0.21%	0.91%	1.43%	2.08%	0.44%	0.62%	1.06%	1.05%	1.29%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	333	16	10	10	6	16	14	26	13	24	22	34	18	37	26	5	16	40					
		3.46%	4.93%	2.94%	2.72%	1.91%	2.07%	4.62%	4.03%	2.32%	5.07%	3.36%	4.06%	3.75%	3.27%	4.06%	2.65%	2.40%	4.31%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	401	9	10	27	15	24	13	42	15	16	35	36	30	46	25	4	25	29					
		4.17%	2.77%	2.94%	7.35%	4.77%	3.10%	4.29%	6.51%	2.68%	3.38%	5.35%	4.30%	6.26%	4.06%	3.91%	2.12%	3.75%	3.12%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	848	41	54	16	23	71	15	54	47	36	47	51	33	138	68	17	59	78					
		8.81%	12.65%	15.92%	4.35%	7.32%	9.19%	4.95%	8.37%	8.40%	7.61%	7.19%	6.10%	6.88%	12.20%	10.64%	9.04%	8.85%	8.40%					
22	"5. ""За Русь Святую"""	51	2	3	1	0	5	7	8	1	1	1	4	1	7	5	1	2	2					
		0.53%	0.61%	0.88%	0.27%	0.0%	0.64%	2.31%	1.24%	0.17%	0.21%	0.15%	0.47%	0.20%	0.61%	0.78%	0.53%	0.30%	0.21%					
23	"6. ""Объединенная Российская партия ""Русь"""	109	8	0	1	7	7	3	9	7	4	5	15	8	7	4	4	9	11					
		1.13%	2.46%	0.0%	0.27%	2.22%	0.90%	0.99%	1.39%	1.25%	0.84%	0.76%	1.79%	1.67%	0.61%	0.62%	2.12%	1.35%	1.18%					
24	"7. ""Новый курс - Автомобильная Россия"""	67	0	1	4	1	4	4	1	3	4	7	1	5	7	8	1	8	8					
		0.69%	0.0%	0.29%	1.08%	0.31%	0.51%	1.32%	0.15%	0.53%	0.84%	1.07%	0.11%	1.04%	0.61%	1.25%	0.53%	1.20%	0.86%					
25	"8. ""Народно-республиканская партия России"""	13	0	0	2	0	1	1	2	1	0	0	1	2	1	1	0	1	0					
