Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																			
Дата голосования: 02.12.2007																																																			
																																																			
Наименование Избирательной комиссии:    Павловская																																																			
																																																			
Сводная таблица результатов выборов																																																			
																																																			
		Сумма	УИК №3901	УИК №3902	УИК №3903	УИК №3904	УИК №3905	УИК №3906	УИК №3907	УИК №3908	УИК №3909	УИК №3910	УИК №3911	УИК №3912	УИК №3913	УИК №3914	УИК №3915	УИК №3916	УИК №3917	УИК №3918	УИК №3919	УИК №3920	УИК №3921	УИК №3922	УИК №3923	УИК №3924	УИК №3925	УИК №3926	УИК №3927	УИК №3928	УИК №3929	УИК №3930	УИК №3931	УИК №3932	УИК №3933	УИК №3934	УИК №3935	УИК №3936	УИК №3937	УИК №3938	УИК №3939	УИК №3940	УИК №3941	УИК №3942	УИК №3943	УИК №3944					
1	"Число избирателей, внесенных в списки избирателей"	53950	2851	1541	1002	551	864	1358	1796	1960	314	1807	477	178	234	2219	1054	1011	1532	2014	2308	1412	2153	2450	1455	2777	1749	1725	1039	1843	1014	1468	276	229	830	186	332	1101	478	803	138	221	231	563	2555	1851					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	53577	2850	1500	1000	560	870	1300	1770	1940	310	1850	480	170	230	2250	1090	1000	1500	2000	2300	1230	2137	2450	1480	2750	1750	1700	1000	1780	1000	1450	270	210	840	180	320	1200	480	800	160	210	240	550	2550	1870					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	37414	2009	1240	887	410	691	703	1110	1124	182	1560	375	146	192	1594	718	708	1045	1300	1425	870	1349	1614	988	1837	1110	1165	691	1156	685	950	166	205	672	138	235	921	341	541	105	173	196	493	1950	1444					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	2644	186	57	33	63	38	171	156	121	79	37	59	17	27	207	75	38	64	33	66	206	70	48	57	52	53	27	42	109	26	60	19	0	16	11	34	42	45	55	33	7	15	30	17	43					
6	Число погашенных избирательных бюллетеней	13519	655	203	80	87	141	426	504	695	49	253	46	7	11	449	297	254	391	667	809	154	718	788	435	861	587	508	267	515	289	440	85	5	152	31	51	237	94	204	22	30	29	27	583	383					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2644	186	57	33	63	38	171	156	121	79	37	59	17	27	207	75	38	64	33	66	206	70	48	57	52	53	27	42	109	26	60	19	0	16	11	34	42	45	55	33	7	15	30	17	43					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	37408	2009	1240	887	410	691	703	1110	1124	182	1560	375	146	192	1594	718	708	1045	1300	1425	870	1349	1614	988	1832	1110	1165	691	1156	684	950	166	205	672	138	235	921	341	541	105	173	196	493	1950	1444					
9	Число недействительных избирательных бюллетеней	546	14	12	14	9	10	24	6	12	12	21	34	2	0	20	13	4	12	12	16	14	17	22	24	13	13	17	20	18	10	10	0	5	9	0	9	16	5	19	0	5	2	15	24	12					
10	Число действительных избирательных бюллетеней	39506	2181	1285	906	464	719	850	1260	1233	249	1576	400	161	219	1781	780	742	1097	1321	1475	1062	1402	1640	1021	1871	1150	1175	713	1247	700	1000	185	200	679	149	260	947	381	577	138	175	209	508	1943	1475					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	674	25	20	15	5	15	20	20	20	5	20	5	5	5	25	20	20	20	25	25	20	14	25	20	25	20	20	20	20	20	20	5	5	15	5	5	20	5	15	5	5	5	5	25	15					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	291	14	4	2	3	2	2	11	3	1	8	1	0	0	25	20	3	2	9	22	13	14	19	2	21	7	14	2	4	9	5	1	0	15	0	5	5	2	3	2	0	0	2	8	6					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	169	6	4	1	0	4	11	9	12	2	7	1	2	1	3	2	1	3	5	6	12	14	8	1	4	1	3	3	2	2	11	0	1	3	1	1	5	1	1	1	0	1	5	7	1					
14	Число погашенных неиспользованных открепительных удостоверений	383	11	16	13	2	13	18	9	17	4	12	4	5	5	0	0	17	18	16	3	7	0	6	18	4	13	6	18	16	11	15	4	5	0	5	0	15	3	12	3	5	5	3	17	9					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	26	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	1	2	2	2	0	1	2	1	1	1	0	1	1	0	0	3	0	1	0	0	0	0	1	0	2	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																			
18	1.Политическая партия «Аграрная партия России»	1013	41	40	29	20	38	17	37	27	7	39	8	7	6	99	29	13	19	37	18	23	30	33	20	42	29	25	7	31	16	21	0	6	18	1	4	44	6	12	1	6	0	4	57	46					
		2.53%	1.87%	3.08%	3.15%	4.23%	5.21%	1.95%	2.92%	2.17%	2.68%	2.44%	1.84%	4.29%	2.74%	5.50%	3.66%	1.74%	1.71%	2.78%	1.21%	2.14%	2.11%	1.99%	1.91%	2.23%	2.49%	2.10%	0.95%	2.45%	2.25%	2.08%	0.00%	2.93%	2.62%	0.67%	1.49%	4.57%	1.55%	2.01%	0.72%	3.33%	0.00%	0.76%	2.90%	3.09%					
19	2.Всероссийская политическая партия «Гражданская Сила»	190	10	0	1	0	0	2	2	2	0	3	2	0	2	12	1	1	7	7	9	9	4	23	10	14	8	9	8	13	6	8	0	1	4	0	0	4	1	1	0	0	0	0	3	3					
		0.47%	0.46%	0.00%	0.11%	0.00%	0.00%	0.23%	0.16%	0.16%	0.00%	0.19%	0.46%	0.00%	0.91%	0.67%	0.13%	0.13%	0.63%	0.53%	0.60%	0.84%	0.28%	1.38%	0.96%	0.74%	0.69%	0.76%	1.09%	1.03%	0.85%	0.79%	0.00%	0.49%	0.58%	0.00%	0.00%	0.42%	0.26%	0.17%	0.00%	0.00%	0.00%	0.00%	0.15%	0.20%					
20	3.Политическая партия «Демократическая партия России»	45	6	2	0	2	0	5	2	0	1	1	1	0	0	2	1	0	2	3	1	1	1	0	1	3	0	1	0	1	1	1	0	0	0	0	2	0	0	0	0	0	0	0	3	1					
		0.11%	0.27%	0.15%	0.00%	0.42%	0.00%	0.57%	0.16%	0.00%	0.38%	0.06%	0.23%	0.00%	0.00%	0.11%	0.13%	0.00%	0.18%	0.23%	0.07%	0.09%	0.07%	0.00%	0.10%	0.16%	0.00%	0.08%	0.00%	0.08%	0.14%	0.10%	0.00%	0.00%	0.00%	0.00%	0.74%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.15%	0.07%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	5538	266	142	80	60	79	83	214	193	53	171	24	30	15	220	86	126	181	193	250	145	226	248	141	272	166	165	109	163	91	142	17	28	119	41	30	267	71	120	35	23	33	53	238	129					
		13.83%	12.12%	10.95%	8.70%	12.68%	10.84%	9.50%	16.90%	15.50%	20.31%	10.71%	5.53%	18.40%	6.85%	12.22%	10.84%	16.89%	16.32%	14.48%	16.77%	13.48%	15.93%	14.92%	13.49%	14.44%	14.27%	13.84%	14.87%	12.89%	12.82%	14.06%	9.19%	13.66%	17.30%	27.52%	11.15%	27.73%	18.39%	20.13%	25.36%	12.78%	15.64%	10.13%	12.10%	8.68%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	108	1	0	1	1	1	0	0	3	0	6	1	0	0	1	0	3	10	9	4	5	6	2	10	11	5	5	1	10	2	2	0	0	1	0	1	2	0	0	0	0	0	0	3	1					
		0.27%	0.05%	0.00%	0.11%	0.21%	0.14%	0.00%	0.00%	0.24%	0.00%	0.38%	0.23%	0.00%	0.00%	0.06%	0.00%	0.40%	0.90%	0.68%	0.27%	0.46%	0.42%	0.12%	0.96%	0.58%	0.43%	0.42%	0.14%	0.79%	0.28%	0.20%	0.00%	0.00%	0.15%	0.00%	0.37%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.15%	0.07%					
23	6.Политическая партия «Партия социальной справедливости»	42	2	5	0	0	1	1	1	0	0	1	0	0	0	1	0	0	1	2	5	0	4	0	0	4	0	4	0	3	0	0	0	0	0	0	0	2	1	0	0	0	1	0	2	1					
		0.10%	0.09%	0.39%	0.00%	0.00%	0.14%	0.11%	0.08%	0.00%	0.00%	0.06%	0.00%	0.00%	0.00%	0.06%	0.00%	0.00%	0.09%	0.15%	0.34%	0.00%	0.28%	0.00%	0.00%	0.21%	0.00%	0.34%	0.00%	0.24%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.21%	0.26%	0.00%	0.00%	0.00%	0.47%	0.00%	0.10%	0.07%					
24	7.Политическая партия «Либерально-демократическая партия России»	3447	188	132	54	13	68	90	139	97	15	143	36	16	17	146	60	81	112	121	135	82	127	113	80	170	107	122	51	113	78	103	23	11	63	8	29	79	30	50	9	8	11	25	168	124					
		8.61%	8.56%	10.18%	5.87%	2.75%	9.33%	10.30%	10.98%	7.79%	5.75%	8.95%	8.29%	9.82%	7.76%	8.11%	7.57%	10.86%	10.10%	9.08%	9.05%	7.62%	8.95%	6.80%	7.66%	9.02%	9.20%	10.23%	6.96%	8.93%	10.99%	10.20%	12.43%	5.37%	9.16%	5.37%	10.78%	8.20%	7.77%	8.39%	6.52%	4.44%	5.21%	4.78%	8.54%	8.34%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	2750	94	75	51	37	25	50	87	84	20	52	16	8	9	101	88	60	83	102	126	114	130	150	54	125	95	100	68	119	80	64	13	26	33	8	24	44	28	36	0	7	12	19	115	118					
		6.87%	4.28%	5.78%	5.54%	7.82%	3.43%	5.72%	6.87%	6.75%	7.66%	3.26%	3.69%	4.91%	4.11%	5.61%	11.10%	8.04%	7.48%	7.65%	8.45%	10.59%	9.16%	9.03%	5.17%	6.63%	8.17%	8.39%	9.28%	9.41%	11.27%	6.34%	7.03%	12.68%	4.80%	5.37%	8.92%	4.57%	7.25%	6.04%	0.00%	3.89%	5.69%	3.63%	5.85%	7.94%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	237	11	5	6	5	5	1	9	7	2	9	2	0	3	5	9	4	8	13	7	6	13	15	6	8	2	7	3	14	6	6	0	1	0	1	1	9	0	10	0	3	0	1	8	6					
		0.59%	0.50%	0.39%	0.65%	1.06%	0.69%	0.11%	0.71%	0.56%	0.77%	0.56%	0.46%	0.00%	1.37%	0.28%	1.13%	0.54%	0.72%	0.98%	0.47%	0.56%	0.92%	0.90%	0.57%	0.42%	0.17%	0.59%	0.41%	1.11%	0.85%	0.59%	0.00%	0.49%	0.00%	0.67%	0.37%	0.93%	0.00%	1.68%	0.00%	1.67%	0.00%	0.19%	0.41%	0.40%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	25923	1556	884	681	321	499	598	763	814	150	1141	309	100	167	1193	497	450	668	825	909	668	847	1040	685	1206	730	735	459	768	418	650	130	127	439	88	169	494	244	347	93	126	151	404	1341	1039					
		64.72%	70.89%	68.16%	74.02%	67.86%	68.45%	68.42%	60.27%	65.38%	57.47%	71.45%	71.20%	61.35%	76.26%	66.24%	62.67%	60.32%	60.23%	61.89%	60.97%	62.08%	59.69%	62.58%	65.55%	64.01%	62.77%	61.66%	62.62%	60.71%	58.87%	64.36%	70.27%	61.95%	63.81%	59.06%	62.83%	51.30%	63.21%	58.22%	67.39%	70.00%	71.56%	77.25%	68.17%	69.87%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	213	6	0	3	5	3	3	6	6	1	10	1	0	0	1	9	4	6	9	11	9	14	16	14	16	8	2	7	12	2	3	2	0	2	2	0	2	0	1	0	2	1	2	5	7					
