Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																						
Дата голосования: 04.12.2011																																																						
																																																						
"Наименование Избирательной комиссии:    Махачкала, Ленинская"																																																						
																																																						
Сводная таблица результатов выборов																																																						
																																																						
		Сумма	УИК №1042	УИК №1043	УИК №1044	УИК №1045	УИК №1046	УИК №1047	УИК №1048	УИК №1049	УИК №1050	УИК №1051	УИК №1052	УИК №1053	УИК №1054	УИК №1055	УИК №1056	УИК №1057	УИК №1058	УИК №1059	УИК №1060	УИК №1061	УИК №1062	УИК №1063	УИК №1064	УИК №1065	УИК №1066	УИК №1067	УИК №1068	УИК №1069	УИК №1070	УИК №1071	УИК №1072	УИК №1073	УИК №1074	УИК №1075	УИК №1076	УИК №1077	УИК №1078	УИК №1079	УИК №1080	УИК №1081	УИК №1082	УИК №1083	УИК №1084	УИК №1085	УИК №1086	УИК №1087	УИК №1088					
1	"Число избирателей, внесенных в список избирателей"	81022	1704	2172	1558	1574	1637	1919	1734	1640	2206	2053	1884	1655	1653	1570	1015	1400	1972	1249	1339	2462	1906	2146	1838	1658	1844	1581	1826	1984	1828	1764	1468	1766	1648	2098	2021	1827	2167	1508	1859	1653	1004	1686	1178	1536	2133	1677	1022					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	74500	1550	2050	1450	1400	1500	1750	1600	1500	2000	1850	1700	1550	1500	1435	1036	1250	1800	1150	1258	2250	1750	1950	1700	1500	1700	1500	1700	1750	1650	1600	1350	1600	1500	1900	1850	1650	2000	1350	1700	1500	1036	1550	1050	1536	1950	1550	1049					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	74062	1550	2050	1450	1374	1500	1750	1592	1490	2000	1850	1700	1550	1497	1432	934	1250	1800	1150	1254	2250	1750	1950	1698	1500	1700	1500	1700	1750	1650	1600	1350	1600	1500	1900	1850	1650	2000	1349	1700	1500	926	1550	1050	1467	1950	1550	949					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	57	0	0	0	26	0	0	8	10	0	0	0	0	3	3	0	0	0	0	4	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0					
6	Число погашенных избирательных бюллетеней	381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0	0	69	0	0	100					
7	Число избирательных бюллетеней в переносных ящиках для голосования	57	0	0	0	26	0	0	8	10	0	0	0	0	3	3	0	0	0	0	4	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	74062	1550	2050	1450	1374	1500	1750	1592	1490	2000	1850	1700	1550	1497	1432	934	1250	1800	1150	1254	2250	1750	1950	1698	1500	1700	1500	1700	1750	1650	1600	1350	1600	1500	1900	1850	1650	2000	1349	1700	1500	926	1550	1050	1467	1950	1550	949					
9	Число недействительных избирательных бюллетеней	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	64	0	0	0					
10	Число действительных избирательных бюллетеней	74048	1550	2050	1450	1400	1500	1750	1600	1500	2000	1850	1700	1550	1500	1435	928	1250	1800	1150	1258	2250	1750	1950	1700	1500	1700	1500	1700	1750	1650	1600	1350	1600	1500	1900	1850	1650	2000	1350	1700	1500	925	1550	1050	1403	1950	1550	949					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	376	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	15	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	1	2	0	0	0	2	0	0	0	0	0	1	0	0	1	0	0	0	0	1	1	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
14	Число погашенных неиспользованных открепительных удостоверений	361	8	7	8	7	8	8	7	8	8	8	8	7	8	8	8	7	8	8	8	8	8	7	7	6	8	8	8	6	8	8	8	8	8	7	8	8	7	8	8	8	8	7	7	8	8	8	8					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																						
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	10	0	0	14					
		0.05%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.86%	0.00%	0.00%	0.00%	0.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.11%	0.00%	0.00%	0.68%	0.00%	0.00%	1.48%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	5					
		0.02%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.54%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.27%	0.00%	0.00%	0.53%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0					
		0.01%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.21%	0.00%	0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.11%	0.00%	0.00%	0.07%	0.00%	0.00%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	3883	95	88	90	105	93	119	70	85	133	88	70	51	80	124	54	45	127	58	75	104	61	73	80	58	90	71	104	120	64	74	65	83	108	82	74	78	105	101	105	68	42	67	65	67	83	81	60					
		5.24%	6.13%	4.29%	6.21%	7.50%	6.20%	6.80%	4.38%	5.67%	6.65%	4.76%	4.12%	3.29%	5.33%	8.64%	5.78%	3.60%	7.06%	5.04%	5.96%	4.62%	3.49%	3.74%	4.71%	3.87%	5.29%	4.73%	6.12%	6.86%	3.88%	4.63%	4.81%	5.19%	7.20%	4.32%	4.00%	4.73%	5.25%	7.48%	6.18%	4.53%	4.54%	4.32%	6.19%	4.57%	4.26%	5.23%	6.32%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	3	0	0	5					
