Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																									
Дата голосования: 18.09.2016																																									
																																									
Наименование Избирательной комиссии:    Ровеньская																																									
																																									
Сводная таблица итогов голосования по федеральному избирательному округу																																									
																																									
		Сумма	УИК №897	УИК №898	УИК №899	УИК №900	УИК №901	УИК №902	УИК №903	УИК №904	УИК №905	УИК №906	УИК №907	УИК №908	УИК №909	УИК №910	УИК №911	УИК №912	УИК №913	УИК №914	УИК №915	УИК №916	УИК №917	УИК №918	УИК №919	УИК №921	УИК №922	УИК №923	УИК №925	УИК №926	УИК №927	УИК №928									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	18502	887	405	543	298	656	366	526	417	832	447	682	159	215	199	775	234	1360	1322	1565	1163	1225	567	1491	135	133	431	201	631	399	238									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	16460	770	360	500	280	580	320	450	390	760	400	600	150	200	190	660	210	1200	1200	1400	1000	1100	500	1300	130	130	370	200	550	350	210									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	10255	414	233	330	183	394	220	292	238	481	240	387	107	102	110	439	149	711	685	849	597	682	321	746	79	78	253	116	406	275	138									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	1986	200	67	93	49	87	57	115	38	107	52	46	12	35	41	77	11	49	78	135	119	141	33	132	7	13	51	29	58	25	29									
6	Число погашенных избирательных бюллетеней	4219	156	60	77	48	99	43	43	114	172	108	167	31	63	39	144	50	440	437	416	284	277	146	422	44	39	66	55	86	50	43									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	1986	200	67	93	49	87	57	115	38	107	52	46	12	35	41	77	11	49	78	135	119	141	33	132	7	13	51	29	58	25	29									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	10255	414	233	330	183	394	220	292	238	481	240	387	107	102	110	439	149	711	685	849	597	682	321	746	79	78	253	116	406	275	138									
9	Число недействительных избирательных бюллетеней	204	8	8	7	4	5	5	4	1	10	4	9	1	3	8	8	4	19	14	17	11	9	3	11	3	4	6	1	8	4	5									
10	Число действительных избирательных бюллетеней	12037	606	292	416	228	476	272	403	275	578	288	424	118	134	143	508	156	741	749	967	705	814	351	867	83	87	298	144	456	296	162									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	561	10	15	20	35	25	10	10	25	50	20	15	2	2	7	10	10	39	50	65	14	30	15	24	1	1	7	2	20	17	10									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	560	10	15	20	35	25	10	10	25	50	20	15	2	2	7	9	10	39	50	65	14	30	15	24	1	1	7	2	20	17	10									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	134	5	3	5	2	11	3	4	1	5	4	5	1	1	6	15	0	14	7	8	3	3	4	4	2	3	7	0	1	7	0									
14	Число погашенных неиспользованных открепительных удостоверений	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	139	5	3	13	1	1	0	1	16	5	1	4	0	0	0	0	0	20	30	7	12	5	4	11	0	0	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																									
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	91	4	3	3	0	4	3	1	4	7	0	4	0	0	1	4	4	4	6	7	8	2	1	11	0	0	4	0	2	1	3									
		0.74%	0.65%	1.00%	0.71%	0.00%	0.83%	1.08%	0.25%	1.45%	1.19%	0.00%	0.92%	0.00%	0.00%	0.66%	0.78%	2.50%	0.53%	0.79%	0.71%	1.12%	0.24%	0.28%	1.25%	0.00%	0.00%	1.32%	0.00%	0.43%	0.33%	1.80%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	342	12	11	4	8	11	7	13	6	28	2	7	1	2	9	14	4	20	14	21	33	27	10	29	5	2	5	4	19	9	5									
		2.79%	1.95%	3.67%	0.95%	3.45%	2.29%	2.53%	3.19%	2.17%	4.76%	0.68%	1.62%	0.84%	1.46%	5.96%	2.71%	2.50%	2.63%	1.83%	2.13%	4.61%	3.28%	2.82%	3.30%	5.81%	2.20%	1.64%	2.76%	4.09%	3.00%	2.99%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	154	9	6	14	2	6	1	3	1	9	1	10	0	2	0	8	2	16	12	10	7	7	6	6	0	2	2	1	3	8	0									
		1.26%	1.47%	2.00%	3.31%	0.86%	1.25%	0.36%	0.74%	0.36%	1.53%	0.34%	2.31%	0.00%	1.46%	0.00%	1.55%	1.25%	2.11%	1.57%	1.02%	0.98%	0.85%	1.69%	0.68%	0.00%	2.20%	0.66%	0.69%	0.65%	2.67%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	6126	355	150	232	144	280	155	220	160	250	151	187	65	50	83	213	58	371	346	454	376	400	168	389	44	55	167	95	238	189	81									
		50.04%	57.82%	50.00%	54.85%	62.07%	58.21%	55.96%	54.05%	57.97%	42.52%	51.71%	43.19%	54.62%	36.50%	54.97%	41.28%	36.25%	48.82%	45.35%	46.14%	52.51%	48.60%	47.46%	44.31%	51.16%	60.44%	54.93%	65.52%	51.29%	63.00%	48.50%									
