Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																														
Дата голосования: 02.12.2007																																														
																																														
"Наименование Избирательной комиссии:    Казань, Авиастроительная"																																														
																																														
Сводная таблица результатов выборов																																														
																																														
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39					
1	"Число избирателей, внесенных в списки избирателей"	87134	2877	2526	2564	2124	2651	2330	2322	2703	2401	2793	2472	2693	2353	2900	1741	2490	2394	2759	2959	2743	1495	1941	1878	2326	1740	2736	2523	2800	1657	2733	2192	2432	308	863	1025	2544	1926	671	2549					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	80300	2600	2300	2450	2050	2450	2200	2100	2450	2150	2600	2150	2650	2200	2600	1500	2300	2100	2500	2750	2450	1500	1900	1700	2100	1700	2550	2300	2600	1500	2450	1950	2250	310	880	850	2400	1700	680	2430					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	70426	1940	1671	2318	1843	2133	1854	1929	2089	1969	2384	2033	2302	2062	2090	1392	2039	1970	2086	2312	2068	1207	1558	1585	1886	1432	2218	2220	2231	1254	2300	1581	2135	308	863	699	2143	1341	608	2373					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	3595	99	148	20	22	89	151	170	76	114	87	53	132	33	65	80	72	91	112	109	143	66	78	59	65	116	89	73	259	109	83	90	72	0	0	120	205	183	28	34					
6	Число погашенных избирательных бюллетеней	6279	561	481	112	185	228	195	1	285	67	129	64	216	105	445	28	189	39	302	329	239	227	264	56	149	152	243	7	110	137	67	279	43	2	17	31	52	176	44	23					
7	Число избирательных бюллетеней в переносных ящиках для голосования	3595	99	148	20	22	89	151	170	76	114	87	53	132	33	65	80	72	91	112	109	143	66	78	59	65	116	89	73	259	109	83	90	72	0	0	120	205	183	28	34					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	70415	1940	1671	2318	1843	2133	1854	1929	2089	1969	2384	2032	2302	2062	2090	1392	2039	1970	2086	2312	2068	1207	1558	1583	1886	1432	2218	2220	2231	1254	2292	1581	2135	308	863	699	2143	1341	608	2373					
9	Число недействительных избирательных бюллетеней	596	8	24	26	13	10	16	10	17	17	25	11	13	3	16	0	5	4	14	35	12	4	28	44	12	17	0	39	19	15	23	17	23	2	4	8	16	21	0	25					
10	Число действительных избирательных бюллетеней	73414	2031	1795	2312	1852	2212	1989	2089	2148	2066	2446	2074	2421	2092	2139	1472	2106	2057	2184	2386	2199	1269	1608	1598	1939	1531	2307	2254	2471	1348	2352	1654	2184	306	859	811	2332	1503	636	2382					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	3890	100	90	90	150	100	80	120	100	120	100	110	200	100	130	130	100	90	120	130	120	90	90	80	120	110	110	90	110	70	100	80	130	0	0	70	90	140	40	90					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	3247	81	66	90	85	82	75	101	97	77	100	110	184	94	93	130	86	90	98	105	86	82	84	59	100	105	101	81	103	42	71	59	96	0	0	15	82	139	23	75					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	2541	84	12	52	40	45	17	49	69	32	34	82	27	10	43	69	13	69	61	59	56	25	46	33	31	26	32	35	29	28	37	52	56	285	583	50	28	27	179	36					
14	Число погашенных неиспользованных открепительных удостоверений	643	19	24	0	65	18	5	19	3	43	0	0	16	6	37	0	14	0	22	25	34	8	6	21	20	5	9	9	7	28	29	21	34	0	0	55	8	1	17	15					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																														
18	1.Политическая партия «Аграрная партия России»	362	3	3	5	1	10	15	4	2	9	8	15	9	1	9	0	3	5	20	3	24	7	21	19	11	0	13	28	23	6	15	2	24	0	2	2	14	18	2	6					
		0.49%	0.15%	0.16%	0.21%	0.05%	0.45%	0.75%	0.19%	0.09%	0.43%	0.32%	0.72%	0.37%	0.05%	0.42%	0.00%	0.14%	0.24%	0.91%	0.12%	1.09%	0.55%	1.28%	1.16%	0.56%	0.00%	0.56%	1.22%	0.92%	0.44%	0.63%	0.12%	1.09%	0.00%	0.23%	0.24%	0.60%	1.18%	0.31%	0.25%					
19	2.Всероссийская политическая партия «Гражданская Сила»	317	2	5	4	2	9	9	2	0	6	11	14	6	2	3	0	5	11	18	4	14	10	20	21	15	11	13	17	13	7	14	4	12	0	2	2	12	14	1	2					
		0.43%	0.10%	0.27%	0.17%	0.11%	0.41%	0.45%	0.10%	0.00%	0.29%	0.45%	0.67%	0.25%	0.10%	0.14%	0.00%	0.24%	0.53%	0.82%	0.17%	0.63%	0.79%	1.22%	1.28%	0.77%	0.71%	0.56%	0.74%	0.52%	0.51%	0.59%	0.24%	0.54%	0.00%	0.23%	0.24%	0.51%	0.92%	0.16%	0.08%					
20	3.Политическая партия «Демократическая партия России»	109	1	0	3	1	6	2	0	0	3	2	4	6	1	6	3	4	8	10	2	3	1	1	2	1	2	2	7	7	1	2	3	3	0	0	0	7	3	0	2					
		0.15%	0.05%	0.00%	0.13%	0.05%	0.27%	0.10%	0.00%	0.00%	0.14%	0.08%	0.19%	0.25%	0.05%	0.28%	0.20%	0.19%	0.39%	0.45%	0.08%	0.14%	0.08%	0.06%	0.12%	0.05%	0.13%	0.09%	0.31%	0.28%	0.07%	0.08%	0.18%	0.14%	0.00%	0.00%	0.00%	0.30%	0.20%	0.00%	0.08%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	3909	166	158	20	131	108	68	154	176	64	15	108	151	16	134	131	141	80	157	237	150	55	91	179	69	29	191	164	60	89	80	41	152	4	24	10	20	103	31	152					
		5.28%	8.14%	8.69%	0.86%	7.02%	4.86%	3.39%	7.34%	8.13%	3.07%	0.61%	5.18%	6.20%	0.76%	6.22%	8.90%	6.68%	3.88%	7.14%	9.79%	6.78%	4.32%	5.56%	10.90%	3.54%	1.87%	8.28%	7.15%	2.41%	6.53%	3.37%	2.45%	6.89%	1.30%	2.78%	1.22%	0.85%	6.76%	4.87%	6.31%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	645	17	10	24	3	29	10	21	5	23	3	15	26	19	22	11	7	21	24	11	15	10	21	37	20	25	30	35	31	18	11	5	19	0	2	1	26	18	4	16					
		0.87%	0.83%	0.55%	1.03%	0.16%	1.31%	0.50%	1.00%	0.23%	1.10%	0.12%	0.72%	1.07%	0.91%	1.02%	0.75%	0.33%	1.02%	1.09%	0.45%	0.68%	0.79%	1.28%	2.25%	1.03%	1.61%	1.30%	1.53%	1.24%	1.32%	0.46%	0.30%	0.86%	0.00%	0.23%	0.12%	1.11%	1.18%	0.63%	0.66%					
23	6.Политическая партия «Партия социальной справедливости»	168	6	1	5	1	6	9	4	2	6	9	9	4	1	9	2	6	0	7	0	5	5	2	7	3	5	5	4	6	5	7	2	5	0	1	1	5	6	0	7					
		0.23%	0.29%	0.05%	0.21%	0.05%	0.27%	0.45%	0.19%	0.09%	0.29%	0.36%	0.43%	0.16%	0.05%	0.42%	0.14%	0.28%	0.00%	0.32%	0.00%	0.23%	0.39%	0.12%	0.43%	0.15%	0.32%	0.22%	0.17%	0.24%	0.37%	0.29%	0.12%	0.23%	0.00%	0.12%	0.12%	0.21%	0.39%	0.00%	0.29%					
24	7.Политическая партия «Либерально-демократическая партия России»	4779	155	136	147	112	121	79	153	170	123	398	140	153	148	130	98	153	163	149	172	147	96	86	129	119	85	135	120	75	48	118	148	108	2	9	58	145	101	16	134					
		6.46%	7.60%	7.48%	6.29%	6.01%	5.45%	3.94%	7.29%	7.85%	5.90%	16.11%	6.71%	6.29%	7.06%	6.03%	6.66%	7.25%	7.91%	6.78%	7.10%	6.65%	7.54%	5.26%	7.86%	6.10%	5.49%	5.85%	5.23%	3.01%	3.52%	4.97%	8.86%	4.89%	0.65%	1.04%	7.08%	6.18%	6.63%	2.52%	5.57%					
