Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																															
Дата голосования: 04.12.2011																																															
																																															
"Наименование Избирательной комиссии:    Казань, Авиастроительная"																																															
																																															
Сводная таблица результатов выборов																																															
																																															
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40					
1	"Число избирателей, внесенных в список избирателей"	91443	2837	2636	2476	2150	2537	2280	2420	2709	2379	2723	2648	2981	2371	2789	1975	2543	2416	2831	2843	2648	1790	2109	2018	2245	1775	2839	2616	2860	1762	2909	2325	2505	280	359	960	2637	2317	658	2415	2872					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	86570	2700	2500	2350	2050	2450	2150	2300	2600	2250	2600	2500	2800	2250	2600	1850	2400	2300	2700	2600	2550	1700	2000	1900	2150	1650	2700	2500	2700	1650	2750	2150	2350	290	380	800	2550	2200	650	2300	2700					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	54828	1635	1562	1678	1467	1694	1340	1343	1601	1212	1907	1597	1737	1524	1529	1179	1562	1353	1711	1415	1798	799	1015	1123	1779	994	1487	1870	1752	828	1368	1084	1365	255	359	668	1802	1516	432	1666	1822					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	2581	92	83	106	15	32	63	120	63	123	115	24	143	38	49	43	71	82	96	75	54	41	54	62	74	88	50	42	80	70	61	124	60	0	0	6	45	146	29	48	14					
6	Число погашенных избирательных бюллетеней	29161	973	855	566	568	724	747	837	936	915	578	879	920	688	1022	628	767	865	893	1110	698	860	931	715	297	568	1163	588	868	752	1321	942	925	35	21	126	703	538	189	586	864					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2581	92	83	106	15	32	63	120	63	123	115	24	143	38	49	43	71	82	96	75	54	41	54	62	74	88	50	42	80	70	61	124	60	0	0	6	45	146	29	48	14					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	54686	1635	1479	1678	1467	1694	1340	1343	1599	1212	1907	1586	1737	1524	1529	1136	1562	1353	1711	1415	1798	799	1015	1122	1779	994	1486	1870	1752	828	1368	1084	1365	255	359	668	1802	1516	432	1666	1821					
9	Число недействительных избирательных бюллетеней	1103	28	44	31	42	32	33	39	45	22	47	29	57	30	35	11	15	45	14	2	31	5	33	18	59	23	30	44	22	19	6	24	10	5	14	23	47	35	12	8	34					
10	Число действительных избирательных бюллетеней	56164	1699	1518	1753	1440	1694	1370	1424	1617	1313	1975	1581	1823	1532	1543	1168	1618	1390	1793	1488	1821	835	1036	1166	1794	1059	1506	1868	1810	879	1423	1184	1415	250	345	651	1800	1627	449	1706	1801					
