Выборы Президента Российской Федерации																																																																																																								
Дата голосования: 04.03.2012																																																																																																								
																																																																																																								
Наименование Избирательной комиссии:    Краснодар, Прикубанская																																																																																																								
																																																																																																								
Сводная таблица итогов голосования																																																																																																								
																																																																																																								
	Число участковых избирательных комиссий	93																																																																																																						
	Число участковых избирательных комиссий, приступивших к передаче сведений	93																																																																																																						
																																																																																																								
		Сумма	УИК №2201	УИК №2202	УИК №2203	УИК №2204	УИК №2205	УИК №2206	УИК №2207	УИК №2208	УИК №2209	УИК №2210	УИК №2211	УИК №2212	УИК №2213	УИК №2214	УИК №2215	УИК №2216	УИК №2217	УИК №2218	УИК №2219	УИК №2220	УИК №2221	УИК №2222	УИК №2223	УИК №2224	УИК №2225	УИК №2226	УИК №2227	УИК №2228	УИК №2229	УИК №2230	УИК №2231	УИК №2232	УИК №2233	УИК №2234	УИК №2235	УИК №2236	УИК №2237	УИК №2238	УИК №2239	УИК №2240	УИК №2241	УИК №2242	УИК №2243	УИК №2244	УИК №2245	УИК №2246	УИК №2247	УИК №2248	УИК №2249	УИК №2250	УИК №2251	УИК №2252	УИК №2253	УИК №2254	УИК №2255	УИК №2256	УИК №2257	УИК №2258	УИК №2259	УИК №2260	УИК №2261	УИК №2262	УИК №2263	УИК №2264	УИК №2265	УИК №2266	УИК №2267	УИК №2268	УИК №2269	УИК №2270	УИК №2271	УИК №2272	УИК №2273	УИК №2274	УИК №2275	УИК №2276	УИК №2277	УИК №2278	УИК №2279	УИК №2280	УИК №2281	УИК №2282	УИК №2283	УИК №2284	УИК №2285	УИК №2286	УИК №2287	УИК №2288	УИК №2295	УИК №2296	УИК №2297	УИК №2298	УИК №2299									
1	Число избирателей, включенных в список избирателей	208868	2095	2001	474	1790	2482	2072	2595	2626	2280	2707	2874	2186	3468	2144	2819	3357	2356	2868	1848	2908	2573	1615	988	2873	1926	1894	2601	1642	3454	2616	3140	3488	2241	2393	2393	2368	2212	2608	2568	2185	2156	2375	1978	1921	2438	1863	2033	1971	1746	1970	2700	2801	2561	1625	2408	1813	1904	2647	3301	2477	2677	2267	2741	1870	2088	2444	2670	2553	1583	1721	2292	2364	1553	1756	1436	3209	2970	2301	3810	1848	2463	1780	2313	2572	3307	1476	1946	2283	1145	1706	179	288	841									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	195017	2150	1650	450	1700	2300	2000	2300	2350	2100	2500	2550	2050	2700	1950	2600	2800	2150	2700	1600	2550	2000	1600	1000	2700	1750	1900	2300	1600	2800	2400	3100	3350	2100	2200	2150	2150	2200	2300	2500	2100	2100	2150	1800	1700	2200	1800	1800	1800	1700	1750	2550	2400	2400	2000	2300	1550	2850	2600	2800	2300	2300	2200	2600	2000	2000	2200	2600	2400	1500	1600	2150	2150	1400	3350	1250	2700	2700	2150	3150	1650	2300	1800	2100	2400	3000	1350	1750	2150	1200	1700	159	288	870									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	131194	1766	1297	303	1103	1870	1189	1577	1406	1494	1732	1666	1399	2252	1140	1597	1897	1320	1558	1138	1740	1650	985	654	1842	1095	1205	1384	1136	1725	1839	2563	2479	1341	1798	1270	1510	1731	1707	2303	1372	1384	1469	1419	1202	1368	1201	1272	1157	1048	1180	1799	1474	1580	1206	1415	970	1443	1498	2025	1552	1334	1209	1664	1283	1357	1277	1942	1697	1024	1116	1133	1380	949	1514	852	1916	1729	1270	2178	1067	1383	1092	1941	1252	1677	839	1251	1517	1037	1432	159	259	769									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	11411	28	32	19	82	79	55	267	240	192	235	20	54	46	88	44	60	200	187	133	177	123	140	130	245	105	113	41	57	203	108	199	201	206	12	156	151	221	37	81	55	112	75	254	49	117	75	68	73	175	97	122	186	161	310	68	159	30	119	64	207	326	263	110	70	110	248	159	152	82	26	267	205	239	22	102	85	80	159	52	85	131	263	28	46	102	116	77	34	108	265	0	29	27									
6	Число погашенных избирательных бюллетеней	52412	356	321	128	515	351	756	456	704	414	533	864	597	402	722	959	843	630	955	329	633	227	475	216	613	550	582	875	407	872	453	338	670	553	390	724	489	248	556	116	673	604	606	127	449	715	524	460	570	477	473	629	740	659	484	817	421	1377	983	711	541	640	728	826	647	533	675	499	551	394	458	750	565	212	1814	296	699	891	721	920	498	786	445	131	1102	1221	395	422	599	55	3	0	0	74									
