Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																							
Дата голосования: 07.12.2003 0:00:00																							
																							
Наименование Избирательной комиссии:    Балтийская																							
																							
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																							
																							
		Сумма	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40	УИК №41	УИК №42	УИК №43					
1	"Число избирателей, внесенных в списки"	30226	713	2529	1473	2819	2220	2633	2296	2597	2800	2145	2249	1901	907	628	1785	531					
2	"Число бюллетеней, полученных участковыми комиссиями"	29800	750	2650	1400	2850	2150	2550	2310	2620	2800	2100	2000	1900	800	610	1760	550					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	15629	334	1255	722	1394	1158	1272	1103	1446	1559	1115	1241	915	475	395	1014	231					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	331	54	10	11	14	32	19	20	23	10	10	4	11	3	65	9	36					
6	Число погашенных бюллетеней	13840	362	1385	667	1442	960	1258	1187	1151	1231	976	755	974	322	150	737	283					
7	Число бюллетеней в переносных ящиках для голосования	331	54	10	11	14	32	19	20	23	10	10	4	11	3	65	9	36					
8	Число бюллетеней в стационарных ящиках для голосования	15620	334	1255	720	1394	1158	1272	1100	1444	1558	1115	1240	915	475	395	1014	231					
9	Число недействительных бюллетеней	178	5	14	2	13	8	10	14	13	10	11	9	23	8	6	28	4					
10	Число действительных бюллетеней	15773	383	1251	729	1395	1182	1281	1106	1454	1558	1114	1235	903	470	454	995	263					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	260	10	20	20	20	20	10	10	20	10	20	20	20	20	10	20	10					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	97	4	3	5	6	4	10	9	15	7	11	13	4	1	0	5	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	75	2	3	3	9	2	3	2	4	11	9	4	2	1	7	10	3					
14	Число погашенных открепительных удостоверений	163	6	17	15	14	16	0	1	5	3	9	7	16	19	10	15	10					
15	Число открепительных удостоверений выданных ТИК	6	0	0	0	0	1	0	0	1	0	3	1	0	0	0	0	0					
16	Число утраченных бюллетеней	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0					
																							
18	"1. ""ЕДИНЕНИЕ"""	217	5	13	5	17	9	11	12	7	14	32	22	20	13	6	17	14					
		1.36%	1.28%	1.02%	0.68%	1.20%	0.75%	0.85%	1.07%	0.47%	0.89%	2.84%	1.76%	2.15%	2.71%	1.30%	1.66%	5.24%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	511	11	47	18	46	43	48	43	50	58	29	43	26	14	12	19	4					
		3.20%	2.83%	3.71%	2.46%	3.26%	3.61%	3.71%	3.83%	3.40%	3.69%	2.57%	3.45%	2.80%	2.92%	2.60%	1.85%	1.49%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	387	4	22	23	28	46	40	23	31	56	19	23	29	8	9	23	3					
		2.42%	1.03%	1.73%	3.14%	1.98%	3.86%	3.09%	2.05%	2.11%	3.57%	1.68%	1.84%	3.13%	1.67%	1.95%	2.24%	1.12%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	850	8	56	40	96	75	70	94	80	104	55	50	52	18	12	32	8					
		5.32%	2.06%	4.42%	5.47%	6.81%	6.30%	5.42%	8.39%	5.45%	6.63%	4.88%	4.01%	5.61%	3.76%	2.60%	3.12%	2.99%					
22	"5. ""За Русь Святую"""	70	3	7	4	3	6	4	4	10	6	5	5	3	4	4	2	0					
		0.43%	0.77%	0.55%	0.54%	0.21%	0.50%	0.30%	0.35%	0.68%	0.38%	0.44%	0.40%	0.32%	0.83%	0.86%	0.19%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	32	0	2	0	1	2	2	3	4	4	3	2	1	4	2	2	0					
		0.20%	0.0%	0.15%	0.0%	0.07%	0.16%	0.15%	0.26%	0.27%	0.25%	0.26%	0.16%	0.10%	0.83%	0.43%	0.19%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	164	1	11	14	12	7	6	10	13	18	21	14	13	6	9	7	2					
		1.02%	0.25%	0.86%	1.91%	0.85%	0.58%	0.46%	0.89%	0.88%	1.14%	1.86%	1.12%	1.40%	1.25%	1.95%	0.68%	0.74%					
25	"8. ""Народно-республиканская партия России"""	15	0	3	0	1	2	1	3	0	1	2	1	0	1	0	0	0					
		0.09%	0.0%	0.23%	0.0%	0.07%	0.16%	0.07%	0.26%	0.0%	0.06%	0.17%	0.08%	0.0%	0.20%	0.0%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	86	2	11	1	6	1	10	7	10	8	7	5	5	7	1	5	0					
		0.53%	0.51%	0.86%	0.13%	0.42%	0.08%	0.77%	0.62%	0.68%	0.51%	0.62%	0.40%	0.53%	1.46%	0.21%	0.48%	0.0%					
27	"10. ""Аграрная партия России"""	200	4	19	8	17	11	19	15	15	22	11	13	18	3	8	15	2					
		1.25%	1.03%	1.50%	1.09%	1.20%	0.92%	1.47%	1.33%	1.02%	1.40%	0.97%	1.04%	1.94%	0.62%	1.73%	1.46%	0.74%					
28	"11. ""Истинные патриоты России"""	37	4	5	0	0	0	3	0	0	1	1	8	9	1	0	5	0					
		0.23%	1.03%	0.39%	0.0%	0.0%	0.0%	0.23%	0.0%	0.0%	0.06%	0.08%	0.64%	0.97%	0.20%	0.0%	0.48%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	152	3	7	3	29	17	17	9	15	19	5	5	5	5	4	5	4					
		0.95%	0.77%	0.55%	0.41%	2.05%	1.42%	1.31%	0.80%	1.02%	1.21%	0.44%	0.40%	0.53%	1.04%	0.86%	0.48%	1.49%					
30	"13. ""Демократическая партия России"""	203	7	16	12	14	13	12	12	20	25	17	20	9	7	10	6	3					
		1.27%	1.80%	1.26%	1.64%	0.99%	1.09%	0.92%	1.07%	1.36%	1.59%	1.51%	1.60%	0.97%	1.46%	2.17%	0.58%	1.12%					
31	"14. ""Великая Россия - Евразийский Союз"""	22	1	0	0	3	1	0	2	3	0	4	2	2	0	0	3	1					
		0.13%	0.25%	0.0%	0.0%	0.21%	0.08%	0.0%	0.17%	0.20%	0.0%	0.35%	0.16%	0.21%	0.0%	0.0%	0.29%	0.37%					
32	"15. ""Партия СЛОН"""	30	1	2	1	5	1	1	1	0	2	5	6	2	1	0	2	0					
		0.18%	0.25%	0.15%	0.13%	0.35%	0.08%	0.07%	0.08%	0.0%	0.12%	0.44%	0.48%	0.21%	0.20%	0.0%	0.19%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	1709	17	96	87	218	163	222	180	184	206	69	55	49	11	24	119	9					
		10.71%	4.38%	7.58%	11.90%	15.48%	13.69%	17.19%	16.07%	12.54%	13.13%	6.13%	4.42%	5.29%	2.30%	5.21%	11.63%	3.37%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	26	0	3	1	0	1	0	1	2	2	8	2	2	0	0	4	0					
		0.16%	0.0%	0.23%	0.13%	0.0%	0.08%	0.0%	0.08%	0.13%	0.12%	0.71%	0.16%	0.21%	0.0%	0.0%	0.39%	0.0%					
35	"18. ""ЛДПР"""	2978	79	325	122	229	161	175	130	248	244	239	327	228	130	122	170	49					
		18.66%	20.36%	25.69%	16.68%	16.26%	13.52%	13.55%	11.60%	16.90%	15.56%	21.24%	26.28%	24.62%	27.19%	26.52%	16.61%	18.35%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	242	6	21	11	21	22	12	18	23	15	16	21	13	11	5	25	2					
		1.51%	1.54%	1.66%	1.50%	1.49%	1.84%	0.92%	1.60%	1.56%	0.95%	1.42%	1.68%	1.40%	2.30%	1.08%	2.44%	0.74%					
37	"20. ""Политическая партия ""Единая Россия"""	5243	175	366	263	428	404	383	315	441	507	397	424	282	185	161	376	136					
		32.86%	45.10%	28.93%	35.97%	30.39%	33.94%	29.66%	28.12%	30.06%	32.33%	35.28%	34.08%	30.45%	38.70%	34.99%	36.75%	50.93%					
38	"21. ""Российская Конституционно-демократическая партия"""	19	0	3	1	1	1	1	0	0	0	5	1	1	0	1	3	1					
		0.11%	0.0%	0.23%	0.13%	0.07%	0.08%	0.07%	0.0%	0.0%	0.0%	0.44%	0.08%	0.10%	0.0%	0.21%	0.29%	0.37%					
39	"22. ""Развитие предпринимательства"""	50	0	9	2	6	0	2	7	2	3	6	4	2	0	6	1	0					
		0.31%	0.0%	0.71%	0.27%	0.42%	0.0%	0.15%	0.62%	0.13%	0.19%	0.53%	0.32%	0.21%	0.0%	1.30%	0.09%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	1436	27	93	56	139	143	153	144	203	145	81	64	58	16	24	76	14					
		9.00%	6.95%	7.35%	7.66%	9.87%	12.01%	11.85%	12.85%	13.83%	9.24%	7.2%	5.14%	6.26%	3.34%	5.21%	7.42%	5.24%					
																							
