Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																												
Дата голосования: 04.12.2011																												
																												
Наименование Избирательной комиссии:    Саянская																												
																												
Сводная таблица результатов выборов																												
																												
		Сумма	УИК №1856	УИК №1857	УИК №1858	УИК №1859	УИК №1861	УИК №1862	УИК №1863	УИК №1864	УИК №1865	УИК №1866	УИК №1867	УИК №1868	УИК №1869	УИК №1870	УИК №1871	УИК №1872	УИК №1873	УИК №1875	УИК №1876	УИК №1877	УИК №1878					
1	"Число избирателей, внесенных в список избирателей"	9989	1575	1580	1660	158	259	287	328	548	360	75	293	120	226	252	767	226	570	224	63	310	108					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	9998	1587	1591	1676	155	254	283	324	555	364	75	288	119	222	236	771	230	571	222	61	310	104					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	4753	717	658	761	75	128	145	145	263	177	52	200	60	113	149	374	95	248	109	40	178	66					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	394	14	28	56	20	13	23	11	63	18	7	21	10	5	11	23	12	26	7	8	15	3					
6	Число погашенных избирательных бюллетеней	4851	856	905	859	60	113	115	168	229	169	16	67	49	104	76	374	123	297	106	13	117	35					
7	Число избирательных бюллетеней в переносных ящиках для голосования	394	14	28	56	20	13	23	11	63	18	7	21	10	5	11	23	12	26	7	8	15	3					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	4753	717	658	761	75	128	145	145	263	177	52	200	60	113	149	374	95	248	109	40	178	66					
9	Число недействительных избирательных бюллетеней	109	16	10	18	1	3	4	2	1	5	1	4	1	3	0	23	0	5	4	1	4	3					
10	Число действительных избирательных бюллетеней	5038	715	676	799	94	138	164	154	325	190	58	217	69	115	160	374	107	269	112	47	189	66					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	235	25	25	30	10	10	10	10	10	10	5	10	5	10	10	10	5	10	10	5	10	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	88	16	17	27	1	0	0	0	5	3	0	4	0	2	0	6	1	0	0	0	6	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	51	4	2	2	3	4	1	1	2	1	0	2	1	4	2	3	2	1	3	3	6	4					
14	Число погашенных неиспользованных открепительных удостоверений	147	9	8	3	9	10	10	10	5	7	5	6	5	8	10	4	4	10	10	5	4	5					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	5	2	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																												
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	763	122	108	165	9	19	9	31	42	25	0	23	13	31	24	45	15	48	13	2	15	4					
		14.82%	16.69%	15.74%	20.20%	9.47%	13.48%	5.36%	19.87%	12.88%	12.82%	0.00%	10.41%	18.57%	26.27%	15.00%	11.34%	14.02%	17.52%	11.21%	4.17%	7.77%	5.80%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	855	127	138	128	10	23	21	13	70	24	12	27	11	20	32	73	12	31	22	6	42	13					
