Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																											
Дата голосования: 02.12.2007																																											
																																											
Наименование Избирательной комиссии:    район Орехово-Борисово Южное																																											
																																											
Сводная таблица результатов выборов																																											
																																											
		Сумма	УИК №1878	УИК №1879	УИК №1880	УИК №1881	УИК №1882	УИК №1883	УИК №1884	УИК №1885	УИК №1886	УИК №1887	УИК №1888	УИК №1889	УИК №1890	УИК №1891	УИК №1892	УИК №1893	УИК №1894	УИК №1895	УИК №1896	УИК №1897	УИК №1898	УИК №1899	УИК №1900	УИК №1901	УИК №1902	УИК №1903	УИК №1904	УИК №1905	УИК №1906	УИК №1907	УИК №1908	УИК №1909	УИК №1910	УИК №1911	УИК №1912	УИК №1913					
1	"Число избирателей, внесенных в списки избирателей"	89732	2716	2630	2629	2764	1941	2169	2023	1939	2240	2467	2635	2459	2342	2551	2637	2193	2257	2129	2425	2222	2854	2584	2672	2518	2826	2530	2685	2757	2677	2196	2785	2444	2871	2743	2436	2786					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	82550	2500	2400	2450	2500	1800	2000	1850	1800	2100	2250	2450	2250	2150	2300	2450	2000	2050	2000	2200	2000	2650	2400	2450	2350	2600	2350	2450	2550	2450	2050	2400	2250	2650	2550	2300	2600					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	45361	1328	1265	1388	1725	952	1097	982	1002	1196	1180	1413	1670	1164	1301	1283	1079	1147	1227	1195	1081	1389	1239	1219	1180	1395	1270	1167	1299	1351	1108	1338	1222	1503	1374	1223	1409					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	871	11	29	37	33	29	17	48	35	17	18	32	22	29	17	12	26	27	21	11	34	35	40	51	9	36	19	15	25	29	9	5	15	23	22	23	10					
6	Число погашенных избирательных бюллетеней	36318	1161	1106	1025	742	819	886	820	763	887	1052	1005	558	957	982	1155	895	876	752	994	885	1226	1121	1180	1161	1169	1061	1268	1226	1070	933	1057	1013	1124	1154	1054	1181					
7	Число избирательных бюллетеней в переносных ящиках для голосования	870	11	29	37	33	29	17	48	35	17	18	32	22	29	17	12	26	27	21	11	34	35	40	51	9	36	19	15	25	29	9	5	15	22	22	23	10					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	45191	1328	1265	1339	1725	948	1097	981	1000	1196	1169	1411	1670	1164	1301	1283	1079	1146	1206	1195	1081	1389	1238	1217	1167	1390	1270	1167	1299	1348	1107	1335	1222	1497	1369	1186	1406					
9	Число недействительных избирательных бюллетеней	609	20	20	12	22	13	14	20	11	12	10	20	15	16	16	14	15	19	22	20	9	14	20	16	12	16	16	16	26	18	18	10	22	14	29	26	16					
10	Число действительных избирательных бюллетеней	45452	1319	1274	1364	1736	964	1100	1009	1024	1201	1177	1423	1677	1177	1302	1281	1090	1154	1205	1186	1106	1410	1258	1252	1164	1410	1273	1166	1298	1359	1098	1330	1215	1505	1362	1183	1400					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	1966	50	30	60	45	50	40	40	60	50	70	70	40	60	50	70	50	60	50	50	40	70	60	50	70	30	50	50	70	70	50	70	50	70	70	51	50					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	1573	49	25	47	42	30	34	36	52	36	44	59	31	57	37	64	30	44	45	39	25	58	49	43	65	23	45	41	62	49	39	56	33	60	53	38	33					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	1337	54	48	29	54	22	53	13	22	31	30	49	22	25	77	73	74	65	29	58	59	33	27	21	23	32	47	23	29	55	19	18	34	22	19	25	23					
14	Число погашенных неиспользованных открепительных удостоверений	393	1	5	13	3	20	6	4	8	14	26	11	9	3	13	6	20	16	5	11	15	12	11	7	5	7	5	9	8	21	11	14	17	10	17	13	17					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	684	30	22	22	21	12	18	13	14	18	16	33	18	15	13	34	16	18	19	22	17	30	16	19	21	21	12	21	23	21	9	14	12	16	18	23	17					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																											
18	1.Политическая партия «Аграрная партия России»	1347	41	36	34	25	36	41	25	36	36	36	58	39	44	40	30	32	46	35	22	40	42	57	27	35	69	38	30	31	43	22	45	42	40	36	15	43					
		2.92%	3.06%	2.78%	2.47%	1.42%	3.68%	3.68%	2.43%	3.48%	2.97%	3.03%	4.02%	2.30%	3.69%	3.03%	2.32%	2.90%	3.92%	2.85%	1.82%	3.59%	2.95%	4.46%	2.13%	2.98%	4.84%	2.95%	2.54%	2.34%	3.12%	1.97%	3.36%	3.40%	2.63%	2.59%	1.24%	3.04%					
19	2.Всероссийская политическая партия «Гражданская Сила»	917	34	36	36	23	26	30	31	29	22	21	31	2	31	21	26	21	20	29	27	19	35	29	19	22	23	20	13	28	30	12	20	29	54	35	16	17					
		1.99%	2.54%	2.78%	2.62%	1.31%	2.66%	2.69%	3.01%	2.80%	1.81%	1.77%	2.15%	0.12%	2.60%	1.59%	2.01%	1.90%	1.71%	2.36%	2.24%	1.70%	2.46%	2.27%	1.50%	1.87%	1.61%	1.55%	1.10%	2.11%	2.18%	1.08%	1.49%	2.34%	3.55%	2.52%	1.32%	1.20%					
20	3.Политическая партия «Демократическая партия России»	112	1	3	1	2	3	2	1	1	2	0	2	1	1	7	3	1	3	3	2	2	6	2	5	7	2	4	1	2	0	9	5	2	3	3	14	6					
