Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																											
Дата голосования: 04.12.2011																																											
																																											
Наименование Избирательной комиссии:    район Орехово-Борисово Южное																																											
																																											
Сводная таблица результатов выборов																																											
																																											
		Сумма	УИК №1882	УИК №1883	УИК №1884	УИК №1885	УИК №1886	УИК №1887	УИК №1888	УИК №1889	УИК №1890	УИК №1891	УИК №1892	УИК №1893	УИК №1894	УИК №1895	УИК №1896	УИК №1897	УИК №1898	УИК №1899	УИК №1900	УИК №1901	УИК №1902	УИК №1903	УИК №1904	УИК №1905	УИК №1906	УИК №1907	УИК №1908	УИК №1909	УИК №1910	УИК №1911	УИК №1912	УИК №1913	УИК №1914	УИК №1915	УИК №1916	УИК №1917					
1	"Число избирателей, внесенных в список избирателей"	88670	2663	2597	2554	2674	2348	2346	1647	2026	2256	2425	2528	2408	2309	2456	2596	2146	2444	2119	2117	2127	2855	2365	2764	2609	2535	2773	2666	2665	2613	2182	2820	2560	2727	2690	2418	2642					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	73300	2200	2150	2150	2250	1950	1950	1550	1750	1850	2150	2150	2000	1950	2100	2100	1700	1900	1700	1800	1700	2300	2000	2200	2100	2100	2300	2200	2200	2100	1800	2300	2100	2200	2200	1950	2200					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	59190	1812	1708	1712	1898	1680	1559	1327	1349	1442	1619	1530	1500	1081	1821	1829	1520	1405	1490	1611	1427	1661	1646	2060	1739	1721	1806	1702	1824	1637	1571	1937	1644	1584	1829	1698	1811					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	2590	73	103	108	144	81	63	34	68	68	50	77	132	67	22	25	85	40	71	105	49	96	86	96	62	62	123	153	57	65	63	11	53	50	21	64	63					
6	Число погашенных избирательных бюллетеней	11520	315	339	330	208	189	328	189	333	340	481	543	368	802	257	246	95	455	139	84	224	543	268	44	299	317	371	345	319	398	166	352	403	566	350	188	326					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2590	73	103	108	144	81	63	34	68	68	50	77	132	67	22	25	85	40	71	105	49	96	86	96	62	62	123	153	57	65	63	11	53	50	21	64	63					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	58525	1812	1605	1669	1898	1680	1534	1323	1347	1440	1619	1525	1500	1081	1821	1815	1520	1405	1458	1611	1425	1608	1560	2060	1733	1721	1799	1553	1803	1635	1569	1875	1643	1543	1826	1698	1811					
9	Число недействительных избирательных бюллетеней	935	20	16	30	3	25	25	24	18	11	18	45	13	19	27	21	28	26	19	16	49	32	35	37	9	48	37	21	4	28	27	60	24	17	29	28	46					
10	Число действительных избирательных бюллетеней	60180	1865	1692	1747	2039	1736	1572	1333	1397	1497	1651	1557	1619	1129	1816	1819	1577	1419	1510	1700	1425	1672	1611	2119	1786	1735	1885	1685	1856	1672	1605	1826	1672	1576	1818	1734	1828					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	2075	60	45	50	50	50	60	40	50	50	120	50	50	50	70	45	40	60	60	60	40	60	80	60	70	60	60	60	70	60	45	60	50	60	60	60	60					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	1693	60	39	46	43	45	46	30	43	37	88	40	35	39	63	43	28	52	53	31	36	60	80	39	60	49	35	44	64	40	45	47	35	58	52	33	55					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	1273	38	35	44	45	13	55	19	9	26	25	50	44	34	50	44	34	94	41	50	34	38	20	57	25	43	28	41	18	31	23	49	17	32	25	28	14					
14	Число погашенных неиспользованных открепительных удостоверений	382	0	6	4	7	5	14	10	7	13	32	10	15	11	7	2	12	8	7	29	4	0	0	21	10	11	25	16	6	20	0	13	15	2	8	27	5					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	550	12	9	21	19	10	8	4	10	16	24	20	16	22	8	21	8	11	16	20	13	16	14	24	13	11	22	30	18	16	11	14	10	12	18	14	19					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																											
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	5350	100	142	139	122	184	126	133	48	176	235	74	180	201	174	224	81	243	224	115	90	102	97	255	159	164	312	188	32	142	31	164	206	67	116	203	101					
		8.75%	5.31%	8.31%	7.82%	5.97%	10.45%	7.89%	9.80%	3.39%	11.67%	14.08%	4.62%	11.03%	17.51%	9.44%	12.17%	5.05%	16.82%	14.65%	6.70%	6.11%	5.99%	5.89%	11.83%	8.86%	9.20%	16.23%	11.02%	1.72%	8.35%	1.90%	8.70%	12.15%	4.21%	6.28%	11.52%	5.39%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	5344	174	174	152	60	166	206	115	152	171	191	201	91	172	131	179	116	123	123	167	112	53	67	170	132	166	174	190	245	216	81	250	147	80	224	139	34					
		8.74%	9.23%	10.19%	8.55%	2.94%	9.43%	12.90%	8.47%	10.74%	11.34%	11.44%	12.55%	5.58%	14.98%	7.11%	9.73%	7.23%	8.51%	8.04%	9.73%	7.60%	3.11%	4.07%	7.88%	7.35%	9.31%	9.05%	11.14%	13.17%	12.71%	4.96%	13.26%	8.67%	5.02%	12.13%	7.89%	1.81%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	758	29	45	57	6	18	20	20	26	15	22	15	22	20	12	22	24	19	27	15	13	10	22	37	9	20	19	22	8	8	14	52	27	13	21	23	6					
		1.24%	1.54%	2.63%	3.21%	0.29%	1.02%	1.25%	1.47%	1.84%	0.99%	1.32%	0.94%	1.35%	1.74%	0.65%	1.20%	1.50%	1.31%	1.77%	0.87%	0.88%	0.59%	1.34%	1.72%	0.50%	1.12%	0.99%	1.29%	0.43%	0.47%	0.86%	2.76%	1.59%	0.82%	1.14%	1.31%	0.32%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	10785	301	289	325	421	232	281	217	226	241	300	356	313	256	329	290	294	344	279	136	258	329	266	337	299	311	271	223	352	274	270	303	290	513	366	270	423					
		17.65%	15.97%	16.92%	18.29%	20.62%	13.17%	17.60%	15.99%	15.97%	15.98%	17.97%	22.22%	19.18%	22.30%	17.85%	15.76%	18.32%	23.81%	18.25%	7.93%	17.50%	19.31%	16.16%	15.63%	16.66%	17.44%	14.10%	13.07%	18.92%	16.12%	16.54%	16.07%	17.10%	32.20%	19.82%	15.32%	22.57%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	2635	193	39	41	20	43	54	21	92	93	39	7	54	117	120	153	138	119	138	82	104	153	115	20	53	88	114	77	11	63	3	99	24	19	35	93	1					
		4.31%	10.24%	2.28%	2.31%	0.98%	2.44%	3.38%	1.55%	6.50%	6.17%	2.34%	0.44%	3.31%	10.19%	6.51%	8.32%	8.60%	8.24%	9.03%	4.78%	7.06%	8.98%	6.99%	0.93%	2.95%	4.94%	5.93%	4.51%	0.59%	3.71%	0.18%	5.25%	1.42%	1.19%	1.89%	5.28%	0.05%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	34776	1046	974	985	1406	1079	876	816	842	794	843	895	947	354	1045	938	913	557	707	1172	843	1015	1027	1290	1119	977	974	969	1188	959	1198	922	949	874	1029	998	1256					
		56.90%	55.49%	57.03%	55.43%	68.85%	61.27%	54.85%	60.13%	59.51%	52.65%	50.51%	55.87%	58.03%	30.84%	56.70%	50.98%	56.88%	38.55%	46.24%	68.30%	57.19%	59.57%	62.39%	59.83%	62.34%	54.80%	50.68%	56.80%	63.87%	56.41%	73.41%	48.89%	55.96%	54.87%	55.71%	56.64%	67.02%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	532	22	29	48	4	14	9	11	11	7	21	9	12	9	5	13	11	14	12	13	5	10	17	10	15	9	21	16	20	10	8	36	29	10	27	8	7					
		0.87%	1.17%	1.70%	2.70%	0.20%	0.80%	0.56%	0.81%	0.78%	0.46%	1.26%	0.56%	0.74%	0.78%	0.27%	0.71%	0.69%	0.97%	0.78%	0.76%	0.34%	0.59%	1.03%	0.46%	0.84%	0.50%	1.09%	0.94%	1.08%	0.59%	0.49%	1.91%	1.71%	0.63%	1.46%	0.45%	0.37%					
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
