Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																			
Дата голосования: 07.12.2003 0:00:00																																			
																																			
Наименование Избирательной комиссии:    Домбаровская																																			
																																			
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																			
																																			
		Сумма	УИК №455	УИК №456	УИК №457	УИК №458	УИК №459	УИК №460	УИК №461	УИК №462	УИК №463	УИК №464	УИК №465	УИК №466	УИК №467	УИК №468	УИК №469	УИК №470	УИК №471	УИК №472	УИК №473	УИК №474	УИК №475	УИК №476	УИК №477	УИК №478	УИК №479	УИК №480	УИК №481	УИК №482					
1	"Число избирателей, внесенных в списки"	12704	1027	181	149	573	183	177	94	129	590	350	92	660	77	111	647	144	82	190	348	209	142	1308	850	973	347	836	1059	1176					
2	"Число бюллетеней, полученных участковыми комиссиями"	12278	1021	181	167	568	182	198	86	131	579	340	94	647	79	112	650	145	81	182	331	201	165	1220	806	890	322	801	994	1105					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	7181	552	129	119	322	108	142	72	91	444	217	60	431	66	82	433	99	56	139	206	159	127	595	227	484	186	386	538	711					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	259	15	0	0	22	4	5	0	0	6	32	0	12	0	10	0	0	0	2	0	0	0	17	51	16	6	17	28	16					
6	Число погашенных бюллетеней	4838	454	52	48	224	70	51	14	40	129	91	34	204	13	20	217	46	25	41	125	42	38	608	528	390	130	398	428	378					
7	Число бюллетеней в переносных ящиках для голосования	259	15	0	0	22	4	5	0	0	6	32	0	12	0	10	0	0	0	2	0	0	0	17	51	16	6	17	28	16					
8	Число бюллетеней в стационарных ящиках для голосования	7181	552	129	119	322	108	142	72	91	444	217	60	431	66	82	433	99	56	139	206	159	127	595	227	484	186	386	538	711					
9	Число недействительных бюллетеней	222	31	3	0	11	3	2	7	6	8	5	2	20	6	1	6	12	2	13	8	2	0	18	8	5	7	13	12	11					
10	Число действительных бюллетеней	7218	536	126	119	333	109	145	65	85	442	244	58	423	60	91	427	87	54	128	198	157	127	594	270	495	185	390	554	716					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	177	9	4	4	10	4	4	4	4	10	5	3	10	3	3	10	4	3	4	5	4	4	10	10	10	5	11	10	10					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	15	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	4	2	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	16	1	1	1	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	2	4	3					
14	Число погашенных открепительных удостоверений	162	8	4	4	8	4	4	4	4	10	5	3	10	3	3	10	4	3	4	4	4	4	10	9	9	5	7	8	7					
15	Число открепительных удостоверений выданных ТИК	5	0	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																			
18	"1. ""ЕДИНЕНИЕ"""	180	11	3	5	5	3	1	3	0	6	8	1	12	2	4	5	6	3	4	11	11	4	14	13	4	9	5	11	16					
		2.41%	1.94%	2.32%	4.20%	1.45%	2.67%	0.68%	4.16%	0.0%	1.33%	3.21%	1.66%	2.70%	3.03%	4.34%	1.15%	6.06%	5.35%	2.83%	5.33%	6.91%	3.14%	2.28%	4.67%	0.8%	4.68%	1.24%	1.94%	2.20%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	142	6	0	3	4	2	1	2	0	2	2	0	5	1	2	9	1	0	8	1	3	0	23	4	7	4	13	20	19					
		1.90%	1.05%	0.0%	2.52%	1.16%	1.78%	0.68%	2.77%	0.0%	0.44%	0.80%	0.0%	1.12%	1.51%	2.17%	2.07%	1.01%	0.0%	5.67%	0.48%	1.88%	0.0%	3.75%	1.43%	1.4%	2.08%	3.22%	3.53%	2.61%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	155	17	0	3	7	1	2	4	1	15	7	0	7	3	0	12	0	0	4	2	1	6	10	7	10	8	4	7	17					
		2.08%	2.99%	0.0%	2.52%	2.03%	0.89%	1.36%	5.55%	1.09%	3.33%	2.81%	0.0%	1.58%	4.54%	0.0%	2.77%	0.0%	0.0%	2.83%	0.97%	0.62%	4.72%	1.63%	2.51%	2.0%	4.16%	0.99%	1.23%	2.33%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	113	9	1	2	1	2	1	2	0	13	2	0	7	1	0	14	1	0	1	0	0	0	7	1	8	0	9	7	24					
		1.51%	1.58%	0.77%	1.68%	0.29%	1.78%	0.68%	2.77%	0.0%	2.88%	0.80%	0.0%	1.58%	1.51%	0.0%	3.23%	1.01%	0.0%	0.70%	0.0%	0.0%	0.0%	1.14%	0.35%	1.6%	0.0%	2.23%	1.23%	3.30%					
22	"5. ""За Русь Святую"""	20	0	1	1	0	0	1	0	0	1	2	1	0	0	0	1	0	1	0	0	0	0	2	2	2	2	1	2	0					
		0.26%	0.0%	0.77%	0.84%	0.0%	0.0%	0.68%	0.0%	0.0%	0.22%	0.80%	1.66%	0.0%	0.0%	0.0%	0.23%	0.0%	1.78%	0.0%	0.0%	0.0%	0.0%	0.32%	0.71%	0.4%	1.04%	0.24%	0.35%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	23	1	0	0	0	0	0	0	0	1	0	0	1	0	3	3	2	2	0	2	0	0	1	1	1	2	1	0	2					
		0.30%	0.17%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.22%	0.0%	0.0%	0.22%	0.0%	3.26%	0.69%	2.02%	3.57%	0.0%	0.97%	0.0%	0.0%	0.16%	0.35%	0.2%	1.04%	0.24%	0.0%	0.27%					
24	"7. ""Новый курс - Автомобильная Россия"""	37	3	3	0	3	0	0	2	0	3	0	0	1	0	0	2	0	0	0	1	0	0	6	1	5	0	1	1	5					
		0.49%	0.52%	2.32%	0.0%	0.87%	0.0%	0.0%	2.77%	0.0%	0.66%	0.0%	0.0%	0.22%	0.0%	0.0%	0.46%	0.0%	0.0%	0.0%	0.48%	0.0%	0.0%	0.98%	0.35%	1.0%	0.0%	0.24%	0.17%	0.68%					
25	"8. ""Народно-республиканская партия России"""	14	0	0	0	2	1	0	0	1	0	1	1	0	0	0	0	1	0	2	0	1	0	2	0	0	1	0	0	1					
		0.18%	0.0%	0.0%	0.0%	0.58%	0.89%	0.0%	0.0%	1.09%	0.0%	0.40%	1.66%	0.0%	0.0%	0.0%	0.0%	1.01%	0.0%	1.41%	0.0%	0.62%	0.0%	0.32%	0.0%	0.0%	0.52%	0.0%	0.0%	0.13%					
26	"9. ""Российская экологическая партия ""Зеленые"""	18	0	0	1	1	0	0	2	2	1	1	0	3	1	0	1	0	1	0	0	2	0	0	0	0	0	1	1	0					
		0.24%	0.0%	0.0%	0.84%	0.29%	0.0%	0.0%	2.77%	2.19%	0.22%	0.40%	0.0%	0.67%	1.51%	0.0%	0.23%	0.0%	1.78%	0.0%	0.0%	1.25%	0.0%	0.0%	0.0%	0.0%	0.0%	0.24%	0.17%	0.0%					
27	"10. ""Аграрная партия России"""	960	69	31	14	78	24	36	17	28	14	46	7	91	26	1	83	19	13	11	15	39	39	57	14	45	4	35	53	51					
		12.90%	12.16%	24.03%	11.76%	22.67%	21.42%	24.48%	23.61%	30.76%	3.11%	18.47%	11.66%	20.54%	39.39%	1.08%	19.16%	19.19%	23.21%	7.80%	7.28%	24.52%	30.70%	9.31%	5.03%	9.0%	2.08%	8.68%	9.36%	7.01%					
28	"11. ""Истинные патриоты России"""	22	4	0	0	1	0	0	0	0	1	0	0	1	1	0	4	0	0	0	2	0	2	0	1	2	2	1	0	0					
		0.29%	0.70%	0.0%	0.0%	0.29%	0.0%	0.0%	0.0%	0.0%	0.22%	0.0%	0.0%	0.22%	1.51%	0.0%	0.92%	0.0%	0.0%	0.0%	0.97%	0.0%	1.57%	0.0%	0.35%	0.4%	1.04%	0.24%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	38	4	0	0	1	1	1	1	0	1	1	0	3	0	0	4	0	0	2	0	2	0	3	2	2	1	2	5	2					
		0.51%	0.70%	0.0%	0.0%	0.29%	0.89%	0.68%	1.38%	0.0%	0.22%	0.40%	0.0%	0.67%	0.0%	0.0%	0.92%	0.0%	0.0%	1.41%	0.0%	1.25%	0.0%	0.49%	0.71%	0.4%	0.52%	0.49%	0.88%	0.27%					
30	"13. ""Демократическая партия России"""	9	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	6					
		0.12%	0.17%	0.0%	0.0%	0.0%	0.0%	0.68%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.52%	0.0%	0.0%	0.82%					
31	"14. ""Великая Россия - Евразийский Союз"""	11	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	1	0	0	2	0	0	3					
		0.14%	0.17%	0.0%	0.0%	0.0%	0.89%	0.0%	0.0%	0.0%	0.0%	0.40%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.41%	0.0%	0.0%	0.0%	0.16%	0.0%	0.0%	1.04%	0.0%	0.0%	0.41%					
32	"15. ""Партия СЛОН"""	8	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	1	2					
		0.10%	0.17%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.09%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.23%	0.0%	0.0%	0.0%	0.48%	0.62%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.17%	0.27%					
33	"16. ""Родина"" (народно-патриотический союз)"""	280	23	1	0	9	3	1	1	1	13	5	2	10	1	0	15	5	2	2	3	9	0	33	14	36	7	22	21	41					
		3.76%	4.05%	0.77%	0.0%	2.61%	2.67%	0.68%	1.38%	1.09%	2.88%	2.00%	3.33%	2.25%	1.51%	0.0%	3.46%	5.05%	3.57%	1.41%	1.45%	5.66%	0.0%	5.39%	5.03%	7.2%	3.64%	5.45%	3.71%	5.63%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	16	1	1	0	0	0	0	0	0	0	2	0	3	0	2	2	1	1	0	2	0	0	0	0	0	0	0	0	1					
		0.21%	0.17%	0.77%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.80%	0.0%	0.67%	0.0%	2.17%	0.46%	1.01%	1.78%	0.0%	0.97%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.13%					
35	"18. ""ЛДПР"""	762	52	1	3	36	10	21	9	1	73	10	1	20	1	2	36	4	1	7	11	4	21	85	35	55	25	61	73	104					
		10.24%	9.17%	0.77%	2.52%	10.46%	8.92%	14.28%	12.5%	1.09%	16.22%	4.01%	1.66%	4.51%	1.51%	2.17%	8.31%	4.04%	1.78%	4.96%	5.33%	2.51%	16.53%	13.88%	12.58%	11.0%	13.02%	15.13%	12.89%	14.30%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	106	11	0	0	4	3	0	0	1	0	3	0	2	2	2	5	1	0	0	8	2	0	13	2	10	1	3	9	24					
		1.42%	1.94%	0.0%	0.0%	1.16%	2.67%	0.0%	0.0%	1.09%	0.0%	1.20%	0.0%	0.45%	3.03%	2.17%	1.15%	1.01%	0.0%	0.0%	3.88%	1.25%	0.0%	2.12%	0.71%	2.0%	0.52%	0.74%	1.59%	3.30%					
37	"20. ""Политическая партия ""Единая Россия"""	2556	159	43	44	94	40	59	12	11	216	89	10	173	13	35	151	30	19	48	114	42	39	169	117	194	76	117	193	249					
		34.35%	28.04%	33.33%	36.97%	27.32%	35.71%	40.13%	16.66%	12.08%	48.0%	35.74%	16.66%	39.05%	19.69%	38.04%	34.87%	30.30%	33.92%	34.04%	55.33%	26.41%	30.70%	27.61%	42.08%	38.8%	39.58%	29.03%	34.09%	34.25%					
38	"21. ""Российская Конституционно-демократическая партия"""	19	2	0	0	3	0	0	1	0	0	3	1	0	0	1	2	0	0	0	1	1	0	0	1	0	1	0	1	1					
		0.25%	0.35%	0.0%	0.0%	0.87%	0.0%	0.0%	1.38%	0.0%	0.0%	1.20%	1.66%	0.0%	0.0%	1.08%	0.46%	0.0%	0.0%	0.0%	0.48%	0.62%	0.0%	0.0%	0.35%	0.0%	0.52%	0.0%	0.17%	0.13%					
39	"22. ""Развитие предпринимательства"""	85	0	0	2	0	0	0	0	0	3	1	0	1	0	2	65	0	0	0	0	0	0	2	0	0	0	3	1	5					
		1.14%	0.0%	0.0%	1.68%	0.0%	0.0%	0.0%	0.0%	0.0%	0.66%	0.40%	0.0%	0.22%	0.0%	2.17%	15.01%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.32%	0.0%	0.0%	0.0%	0.74%	0.17%	0.68%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	1411	150	31	40	77	17	17	5	32	52	54	34	79	8	35	12	15	10	33	19	35	8	134	42	101	36	100	124	111					
		18.96%	26.45%	24.03%	33.61%	22.38%	15.17%	11.56%	6.94%	35.16%	11.55%	21.68%	56.66%	17.83%	12.12%	38.04%	2.77%	15.15%	17.85%	23.40%	9.22%	22.01%	6.29%	21.89%	15.10%	20.2%	18.75%	24.81%	21.90%	15.26%					
																																			
41	Против всех	233	11	10	1	7	1	3	4	6	27	6	0	4	0	2	0	1	1	4	5	4	8	32	13	13	3	11	24	32					
		3.13%	1.94%	7.75%	0.84%	2.03%	0.89%	2.04%	5.55%	6.59%	6.0%	2.40%	0.0%	0.90%	0.0%	2.17%	0.0%	1.01%	1.78%	2.83%	2.42%	2.51%	6.29%	5.22%	4.67%	2.6%	1.56%	2.72%	4.24%	4.40%					
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
