Выборы Президента Российской Федерации																																		
																																		
"Наименование Избирательной комиссии:    Новосибирск, Первомайская"																																		
																																		
Итоги голосования 																																		
																																		
		Сумма	УИК №1881	УИК №1882	УИК №1883	УИК №1884	УИК №1885	УИК №1886	УИК №1887	УИК №1888	УИК №1889	УИК №1890	УИК №1891	УИК №1892	УИК №1893	УИК №1894	УИК №1895	УИК №1896	УИК №1897	УИК №1898	УИК №1899	УИК №1900	УИК №1901	УИК №1902	УИК №1903	УИК №1904	УИК №1905	УИК №1906	УИК №1907					
1	"Число избирателей, внесенных в список"	55497	1156	1309	1748	2368	1358	1691	2157	2148	1477	2568	1833	1395	2227	2045	1520	1641	2401	1761	2110	1987	2744	2905	2844	2820	2934	2033	2317					
2	Число полученных избирательных бюллетеней	54000	1100	1300	1700	2300	1300	1700	2100	2100	1400	2500	1700	1400	2100	2000	1500	1600	2300	1700	2100	1900	2600	2800	2800	2800	2900	2000	2300					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	28615	591	608	945	1408	665	884	944	1209	899	1340	1125	732	1285	961	878	1007	1148	815	1126	790	1414	1480	1576	1488	1335	910	1052					
5	"Число избирательных бюллетеней, выданных вне помещения"	1683	64	56	82	48	56	48	40	71	53	58	32	63	37	35	15	40	79	108	97	123	65	82	35	36	61	94	105					
6	Число погашенных избирательных бюллетеней	23702	445	636	673	844	579	768	1116	820	448	1102	543	605	778	1004	607	553	1073	777	877	987	1121	1238	1189	1276	1504	996	1143					
7	Число избирательных бюллетеней в переносных ящиках	1683	64	56	82	48	56	48	40	71	53	58	32	63	37	35	15	40	79	108	97	123	65	82	35	36	61	94	105					
8	Число бюллетеней в стационарных ящиках для голосования	28588	591	607	945	1408	664	884	944	1209	899	1340	1125	732	1285	961	878	1005	1148	815	1126	790	1396	1480	1571	1488	1335	910	1052					
9	Число недействительных избирательных бюллетеней	509	17	15	10	5	14	11	19	14	8	17	20	12	11	14	9	8	23	18	32	17	19	97	19	25	20	19	16					
10	Число действительных избирательных бюллетеней	29762	638	648	1017	1451	706	921	965	1266	944	1381	1137	783	1311	982	884	1037	1204	905	1191	896	1442	1465	1587	1499	1376	985	1141					
