Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																												
Дата голосования: 04.12.2011																																												
																																												
"Наименование Избирательной комиссии:    Тула, Советская"																																												
																																												
Сводная таблица результатов выборов																																												
																																												
		Сумма	УИК №1065	УИК №1066	УИК №1067	УИК №1068	УИК №1069	УИК №1070	УИК №1071	УИК №1072	УИК №1073	УИК №1074	УИК №1075	УИК №1076	УИК №1077	УИК №1078	УИК №1079	УИК №1080	УИК №1081	УИК №1082	УИК №1083	УИК №1084	УИК №1085	УИК №1086	УИК №1087	УИК №1088	УИК №1089	УИК №1090	УИК №1091	УИК №1092	УИК №1093	УИК №1094	УИК №1095	УИК №1096	УИК №1097	УИК №1098	УИК №1099	УИК №1100	УИК №1101					
1	"Число избирателей, внесенных в список избирателей"	59551	1210	368	1888	1556	1652	2105	1513	1421	1471	1626	683	1518	1141	1811	1600	2002	2333	1792	1464	1906	1801	1821	1931	1624	1604	1704	1815	1978	1498	2141	1112	1400	1670	1696	1438	1423	1835					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	55600	1000	400	1700	1400	1500	2000	1500	1400	1400	1400	700	1400	1100	1600	1500	1900	2100	1700	1300	1750	1600	1600	1800	1500	1800	1500	1750	1800	1300	2000	1100	1400	1600	1600	1400	1300	1800					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	47785	844	207	1388	1150	1333	1824	1436	1147	1171	1284	683	1147	943	1363	1348	1475	1818	1289	1115	1695	1431	1417	1391	1189	1559	1437	1699	1431	1053	1690	953	1178	1355	1520	1072	1141	1609					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	2311	43	161	16	62	43	81	23	222	151	55	0	36	29	40	59	50	61	96	24	34	47	69	31	72	45	35	28	147	35	43	25	96	107	74	77	50	44					
6	Число погашенных избирательных бюллетеней	5504	113	32	296	188	124	95	41	31	78	61	17	217	128	197	93	375	221	315	161	21	122	114	378	239	196	28	23	222	212	267	122	126	138	6	251	109	147					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2303	43	161	16	62	43	81	23	222	151	55	0	36	29	40	59	50	61	96	24	34	47	69	31	72	37	35	28	147	35	43	25	96	107	74	77	50	44					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	47582	843	207	1387	1150	1333	1824	1436	1147	1151	1284	683	1144	932	1363	1348	1474	1814	1289	1115	1661	1426	1416	1388	1189	1559	1436	1699	1430	1051	1690	953	1178	1294	1520	1072	1087	1609					
9	Число недействительных избирательных бюллетеней	628	8	3	15	21	28	21	33	29	18	2	9	13	0	17	12	32	13	6	5	10	11	59	10	15	60	12	19	16	5	28	12	21	12	21	8	12	12					
10	Число действительных избирательных бюллетеней	49257	878	365	1388	1191	1348	1884	1426	1340	1284	1337	674	1167	961	1386	1395	1492	1862	1379	1134	1685	1462	1426	1409	1246	1536	1459	1708	1561	1081	1705	966	1253	1389	1573	1141	1125	1641					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1406	21	0	30	35	40	40	50	40	35	33	0	63	26	38	30	63	57	33	40	42	45	45	63	43	45	36	35	49	28	52	30	51	30	30	40	25	43					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	1361	21	0	30	33	39	32	50	40	33	31	0	62	23	36	30	63	57	33	40	42	45	43	57	42	45	35	35	47	28	51	27	48	27	29	39	25	43					
