Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																	
Дата голосования: 07.12.2003 0:00:00																	
																	
Наименование Избирательной комиссии:    Заозерная городская																	
																	
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																	
																	
		Сумма	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106					
1	"Число избирателей, внесенных в списки"	11174	1702	1814	1387	864	131	1182	1053	694	853	1494					
2	"Число бюллетеней, полученных участковыми комиссиями"	11112	1695	1807	1389	853	133	1170	1049	693	829	1494					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	3832	641	663	551	246	41	345	345	213	305	482					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	416	31	26	48	20	33	39	40	53	63	63					
6	Число погашенных бюллетеней	6864	1023	1118	790	587	59	786	664	427	461	949					
7	Число бюллетеней в переносных ящиках для голосования	416	31	26	48	20	33	39	40	53	63	63					
8	Число бюллетеней в стационарных ящиках для голосования	3832	641	663	551	246	41	345	345	213	305	482					
9	Число недействительных бюллетеней	57	11	10	5	10	1	3	8	1	7	1					
10	Число действительных бюллетеней	4191	661	679	594	256	73	381	377	265	361	544					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	200	20	20	20	20	20	20	20	20	20	20					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	27	3	6	7	1	0	1	5	2	0	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	15	1	2	1	2	0	1	2	1	0	5					
14	Число погашенных открепительных удостоверений	173	17	14	13	19	20	19	15	18	20	18					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0					
																	
18	"1. ""ЕДИНЕНИЕ"""	41	4	8	2	0	2	4	3	5	7	6					
		0.96%	0.59%	1.16%	0.33%	0.0%	2.70%	1.04%	0.77%	1.87%	1.90%	1.10%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	163	25	39	26	11	2	13	20	17	5	5					
		3.83%	3.72%	5.66%	4.34%	4.13%	2.70%	3.38%	5.19%	6.39%	1.35%	0.91%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	93	14	13	18	7	2	10	5	5	8	11					
