Выборы Президента Российской Федерации																					
																					
Наименование Избирательной комиссии:    Михайловская																					
																					
Итоги голосования 																					
																					
		Сумма	УИК №1106	УИК №1107	УИК №1108	УИК №1109	УИК №1110	УИК №1111	УИК №1112	УИК №1113	УИК №1114	УИК №1115	УИК №1116	УИК №1117	УИК №1118	УИК №1119					
1	"Число избирателей, внесенных в список"	18484	717	2312	1923	1820	1668	2029	1864	1996	860	455	469	973	1133	265					
2	Число полученных избирательных бюллетеней	16700	695	2273	1500	1500	1400	1700	1500	1992	868	441	472	961	1132	266					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	12186	428	1539	1227	1131	1072	1296	1128	1366	674	359	368	678	748	172					
5	"Число избирательных бюллетеней, выданных вне помещения"	526	21	49	77	81	34	58	36	18	24	33	22	38	24	11					
6	Число погашенных избирательных бюллетеней	3988	246	685	196	288	294	346	336	608	170	49	82	245	360	83					
7	Число избирательных бюллетеней в переносных ящиках	526	21	49	77	81	34	58	36	18	24	33	22	38	24	11					
8	Число бюллетеней в стационарных ящиках для голосования	12184	428	1539	1227	1131	1072	1296	1128	1366	674	358	368	678	747	172					
9	Число недействительных избирательных бюллетеней	118	10	18	8	11	8	10	24	6	5	1	2	1	12	2					
10	Число действительных избирательных бюллетеней	12592	439	1570	1296	1201	1098	1344	1140	1378	693	390	388	715	759	181					
11	Число полученных открепительных  удостоверений	165	10	10	15	15	15	15	15	10	10	10	10	10	10	10					
12	Число выданных открепительных удостоверений	30	3	6	2	3	4	4	3	0	0	0	0	1	2	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	30	0	3	5	3	2	0	6	3	1	0	1	2	1	3					
14	Число неиспользованных открепительных удостоверений	135	7	4	13	12	11	11	12	10	10	10	10	9	8	8					
15	"Число открепительных удостоверений, выданных в ТИК"	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																					
18	. Глазьев Сергей Юрьевич	365	17	67	34	39	27	27	55	37	16	8	4	16	16	2					
		2.87%	3.79%	4.22%	2.61%	3.22%	2.44%	1.99%	4.73%	2.67%	2.29%	2.05%	1.03%	2.23%	2.08%	1.09%					
19	. Малышкин Олег Александрович	347	14	43	37	23	20	43	28	28	29	7	13	22	29	11					
		2.73%	3.12%	2.71%	2.84%	1.90%	1.81%	3.18%	2.41%	2.02%	4.15%	1.79%	3.33%	3.07%	3.76%	6.01%					
20	. Миронов Сергей Михайлович	69	0	12	2	4	8	10	9	3	4	4	3	4	4	2					
		0.54%	0.00%	0.76%	0.15%	0.33%	0.72%	0.74%	0.77%	0.22%	0.57%	1.02%	0.77%	0.56%	0.52%	1.09%					
21	. Путин Владимир Владимирович	8903	335	1129	947	915	810	921	842	1042	403	194	217	448	576	124					
		70.05%	74.61%	71.10%	72.62%	75.50%	73.24%	68.02%	72.34%	75.29%	57.74%	49.62%	55.64%	62.57%	74.71%	67.76%					
22	. Хакамада Ирина Муцуовна	199	7	37	38	25	20	15	15	9	5	7	3	8	8	2					
		1.57%	1.56%	2.33%	2.91%	2.06%	1.81%	1.11%	1.29%	0.65%	0.72%	1.79%	0.77%	1.12%	1.04%	1.09%					
23	. Харитонов Николай Михайлович	2540	61	257	219	186	191	310	164	246	226	169	143	214	115	39					
		19.98%	13.59%	16.18%	16.79%	15.35%	17.27%	22.90%	14.09%	17.77%	32.38%	43.22%	36.67%	29.89%	14.92%	21.31%					
																					
24	Против всех	169	5	25	19	9	22	18	27	13	10	1	5	3	11	1					
		1.33%	1.11%	1.57%	1.46%	0.74%	1.99%	1.33%	2.32%	0.94%	1.43%	0.26%	1.28%	0.42%	1.43%	0.55%					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
