Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																	
Дата голосования: 18.09.2016																																	
																																	
Наименование Избирательной комиссии:    Армизонская																																	
																																	
Сводная таблица итогов голосования по федеральному избирательному округу																																	
																																	
		Сумма	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223	УИК №224									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	7699	1160	839	808	1119	123	205	71	368	70	88	446	78	201	348	52	401	101	298	136	147	156	484									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	7570	1100	800	800	1100	123	205	73	370	70	88	447	81	200	346	52	400	101	295	136	147	152	484									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	6493	925	651	708	949	107	162	62	303	65	71	410	74	181	293	47	349	94	268	79	134	129	432									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	434	65	44	23	37	8	32	3	47	2	9	17	0	12	24	0	31	2	19	7	7	17	28									
6	Число погашенных избирательных бюллетеней	643	110	105	69	114	8	11	8	20	3	8	20	7	7	29	5	20	5	8	50	6	6	24									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	434	65	44	23	37	8	32	3	47	2	9	17	0	12	24	0	31	2	19	7	7	17	28									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	6493	925	651	708	949	107	162	62	303	65	71	410	74	181	293	47	349	94	268	79	134	129	432									
9	Число недействительных избирательных бюллетеней	31	4	6	0	4	0	2	1	0	0	0	2	0	2	0	1	2	0	2	2	1	2	0									
10	Число действительных избирательных бюллетеней	6896	986	689	731	982	115	192	64	350	67	80	425	74	191	317	46	378	96	285	84	140	144	460									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	375	40	40	40	40	5	5	5	15	5	5	25	5	15	15	5	20	5	35	5	5	15	25									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	77	8	7	5	23	5	2	0	3	0	0	3	0	3	3	0	3	1	3	4	2	0	2									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	46	9	5	0	7	2	1	0	1	2	1	1	0	3	0	1	3	2	3	2	1	2	0									
14	Число погашенных неиспользованных открепительных удостоверений	298	32	33	35	17	0	3	5	12	5	5	22	5	12	12	5	17	4	32	1	3	15	23									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	16	3	0	2	5	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																	
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	22	0	3	2	0	1	1	0	1	0	0	2	1	1	3	1	1	0	2	0	2	1	0									
		0.32%	0.00%	0.43%	0.27%	0.00%	0.87%	0.52%	0.00%	0.29%	0.00%	0.00%	0.47%	1.35%	0.52%	0.95%	2.13%	0.26%	0.00%	0.70%	0.00%	1.42%	0.68%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	34	0	12	0	3	2	0	0	1	1	1	1	0	1	2	2	1	2	3	1	0	0	1									
		0.49%	0.00%	1.73%	0.00%	0.30%	1.74%	0.00%	0.00%	0.29%	1.49%	1.25%	0.23%	0.00%	0.52%	0.63%	4.26%	0.26%	2.08%	1.05%	1.16%	0.00%	0.00%	0.22%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	40	5	10	0	2	1	2	0	0	0	0	3	0	1	4	0	2	0	1	2	0	2	5									
		0.58%	0.51%	1.44%	0.00%	0.20%	0.87%	1.03%	0.00%	0.00%	0.00%	0.00%	0.70%	0.00%	0.52%	1.26%	0.00%	0.53%	0.00%	0.35%	2.33%	0.00%	1.37%	1.09%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	5664	834	445	625	836	96	156	50	299	55	67	366	60	157	279	33	323	73	242	27	122	118	401									
		81.77%	84.24%	64.03%	85.50%	84.79%	83.48%	80.41%	76.92%	85.43%	82.09%	83.75%	85.71%	81.08%	81.35%	88.01%	70.21%	85.00%	76.04%	84.32%	31.40%	86.52%	80.82%	87.17%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	3	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0									
		0.04%	0.00%	0.14%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.23%	0.00%	0.00%	0.00%	2.13%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	5	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	1									
		0.07%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.49%	0.00%	0.23%	0.00%	0.00%	0.00%	0.00%	0.26%	0.00%	0.35%	0.00%	0.00%	0.00%	0.22%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	442	57	98	35	54	7	12	11	13	8	5	10	4	10	12	3	10	12	12	36	12	7	14									
		6.38%	5.76%	14.10%	4.79%	5.48%	6.09%	6.19%	16.92%	3.71%	11.94%	6.25%	2.34%	5.41%	5.18%	3.79%	6.38%	2.63%	12.50%	4.18%	41.86%	8.51%	4.79%	3.04%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	5	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1									
		0.07%	0.00%	0.14%	0.00%	0.10%	0.00%	0.00%	0.00%	0.29%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.35%	0.00%	0.00%	0.00%	0.22%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	10	0	2	1	0	0	0	1	1	0	0	1	0	1	0	0	2	0	1	0	0	0	0									
		0.14%	0.00%	0.29%	0.14%	0.00%	0.00%	0.00%	1.54%	0.29%	0.00%	0.00%	0.23%	0.00%	0.52%	0.00%	0.00%	0.53%	0.00%	0.35%	0.00%	0.00%	0.00%	0.00%									
